"","V8517","V7101","V7221"
"11926",1,1,1
"11927",1,0,1
"11928",1,0,0
"11929",0,0,1
"11930",1,0,1
"11931",0,0,0
"11932",0,0,0
"11933",1,0,0
"11934",0,1,0
"11935",1,0,1
"11936",0,1,0
"11937",0,0,1
"11938",0,1,0
"11939",0,0,1
"11940",0,0,1
"11941",0,0,1
"11942",0,0,1
"11943",0,0,1
"11944",0,1,0
"11945",0,0,0
"11946",0,1,0
"11947",0,0,0
"11948",0,0,1
"11949",0,0,0
"11950",0,0,1
"11951",0,0,0
"11952",0,1,0
"11953",0,0,1
"11954",1,0,1
"11955",0,0,0
"11956",0,0,1
"11957",0,0,1
"11958",0,0,1
"11959",0,0,1
"11960",0,0,0
"11961",0,0,0
"11962",0,0,1
"11963",0,0,0
"11964",0,0,1
"11965",0,0,1
"11966",0,0,1
"11967",0,1,0
"11968",0,0,0
"11969",0,0,1
"11970",0,0,0
"11971",1,0,1
"11972",0,0,1
"11973",0,0,0
"11974",0,0,0
"11975",0,0,1
"11976",0,0,1
"11977",0,0,0
"11978",0,0,0
"11979",0,0,0
"11980",0,0,1
"11981",1,0,0
"11982",0,0,1
"11983",1,1,0
"11984",0,0,1
"11985",0,0,1
"11986",0,0,1
"11987",0,0,1
"11988",0,0,1
"11989",0,0,1
"11990",0,0,0
"11991",0,1,1
"11992",0,0,1
"11993",0,0,0
"11994",0,0,0
"11995",0,0,0
"11996",1,0,0
"11997",0,0,0
"11998",1,0,0
"11999",1,1,0
"12000",1,1,1
"12001",1,1,0
"12002",0,1,1
"12003",0,1,1
"12004",0,0,1
"12005",0,0,1
"12006",0,1,0
"12007",0,0,1
"12008",0,0,0
"12009",1,0,1
"12010",0,0,0
"12011",1,1,0
"12012",1,1,0
"12013",0,0,1
"12014",0,0,0
"12015",0,0,1
"12016",0,0,1
"12017",0,0,1
"12018",0,0,1
"12019",0,0,0
"12020",0,1,0
"12021",0,0,1
"12022",0,0,1
"12023",0,0,0
"12024",0,0,0
"12025",0,0,1
"12026",0,0,0
"12027",1,1,1
"12028",0,0,1
"12029",0,0,0
"12030",1,0,1
"12031",0,0,1
"12032",1,1,1
"12033",0,1,0
"12034",0,0,0
"12035",0,0,1
"12036",0,0,1
"12037",0,0,1
"12038",0,0,1
"12039",0,0,1
"12040",0,0,0
"12041",0,0,0
"12042",0,0,1
"12043",0,0,0
"12044",0,0,0
"12045",0,0,0
"12046",1,1,0
"12047",0,0,1
"12048",0,0,1
"12049",0,0,0
"12050",1,0,0
"12051",0,0,1
"12052",0,1,0
"12053",0,0,0
"12054",0,1,1
"12055",0,1,0
"12056",0,0,0
"12057",0,0,0
"12058",0,0,1
"12059",0,0,1
"12060",0,1,1
"12061",0,0,0
"12062",0,0,1
"12063",0,0,0
"12064",0,0,1
"12065",0,0,1
"12066",0,0,0
"12067",0,0,0
"12068",0,0,1
"12069",0,0,1
"12070",0,0,1
"12071",0,0,1
"12072",0,1,0
"12073",0,0,1
"12074",0,0,1
"12075",0,0,1
"12076",0,1,0
"12077",0,0,1
"12078",0,0,1
"12079",0,0,1
"12080",1,0,0
"12081",0,0,1
"12082",0,1,1
"12083",0,1,1
"12084",0,0,0
"12085",0,0,0
"12086",0,0,0
"12087",1,1,0
"12088",0,0,1
"12089",1,0,0
"12090",0,1,0
"12091",0,0,1
"12092",1,0,0
"12093",0,0,1
"12094",0,0,1
"12095",0,0,1
"12096",0,0,0
"12097",0,0,1
"12098",0,0,1
"12099",0,0,1
"12100",0,0,0
"12101",0,0,1
"12102",0,0,0
"12103",0,0,0
"12104",0,0,1
"12105",0,0,0
"12106",1,0,1
"12107",0,1,0
"12108",0,1,1
"12109",0,0,1
"12110",0,0,1
"12111",0,0,0
"12112",1,1,0
"12113",0,1,0
"12114",0,0,0
"12115",0,0,0
"12116",0,0,1
"12117",0,0,1
"12118",0,0,1
"12119",0,1,0
"12120",0,0,0
"12121",0,0,1
"12122",0,0,0
"12123",0,0,0
"12124",0,1,0
"12125",0,0,1
"12126",0,0,1
"12127",1,0,1
"12128",0,0,0
"12129",0,0,1
"12130",0,0,0
"12131",0,0,0
"12132",0,0,1
"12133",0,0,1
"12134",1,0,0
"12135",0,0,0
"12136",0,0,1
"12137",0,0,0
"12138",0,1,1
"12139",0,0,1
"12140",0,0,1
"12141",0,0,1
"12142",1,0,0
"12143",0,1,0
"12144",0,0,1
"12145",0,0,0
"12146",0,1,0
"12147",0,0,0
"12148",0,0,0
"12149",0,0,1
"12150",1,0,0
"12151",0,0,1
"12152",0,0,1
"12153",0,1,0
"12154",0,0,0
"12155",0,0,0
"12156",0,0,0
"12157",0,0,0
"12158",0,0,1
"12159",0,1,0
"12160",0,0,1
"12161",0,0,0
"12162",1,0,0
"12163",0,0,0
"12164",0,0,0
"12165",1,0,0
"12166",0,0,1
"12167",0,0,0
"12168",1,0,1
"12169",0,0,1
"12170",1,0,0
"12171",0,0,1
"12172",0,1,0
"12173",0,0,1
"12174",0,0,1
"12175",0,0,1
"12176",0,0,1
"12177",0,0,0
"12178",0,0,0
"12179",1,0,0
"12180",1,0,0
"12181",0,1,1
"12182",0,0,0
"12183",0,0,1
"12184",0,0,1
"12185",0,1,0
"12186",0,1,0
"12187",0,0,1
"12188",0,0,1
"12189",1,1,0
"12190",0,0,1
"12191",0,0,0
"12192",0,0,1
"12193",0,0,1
"12194",0,0,1
"12195",0,0,1
"12196",0,0,1
"12197",0,0,1
"12198",1,0,1
"12199",0,0,1
"12200",0,0,0
"12201",0,0,0
"12202",0,0,1
"12203",0,0,0
"12204",0,1,0
"12205",0,0,1
"12206",1,1,0
"12207",0,0,1
"12208",0,1,1
"12209",0,0,0
"12210",0,0,0
"12211",0,0,1
"12212",0,0,0
"12213",0,0,1
"12214",0,0,1
"12215",0,1,0
"12216",0,0,0
"12217",0,0,0
"12218",0,1,1
"12219",0,0,1
"12220",0,0,0
"12221",0,0,1
"12222",0,0,1
"12223",0,0,1
"12224",1,1,0
"12225",0,0,0
"12226",1,1,0
"12227",0,0,0
"12228",0,1,0
"12229",0,0,1
"12230",0,0,0
"12231",0,0,1
"12232",0,1,1
"12233",0,0,1
"12234",0,0,1
"12235",1,0,0
"12236",1,1,0
"12237",0,0,1
"12238",0,0,1
"12239",0,0,1
"12240",0,0,0
"12241",0,1,0
"12242",0,0,1
"12243",0,0,1
"12244",0,0,1
"12245",0,0,1
"12246",0,1,0
"12247",1,1,1
"12248",0,0,0
"12249",0,0,1
"12250",0,0,1
"12251",0,0,1
"12252",0,0,0
"12253",0,0,1
"12254",0,0,1
"12255",1,0,0
"12256",0,0,1
"12257",0,0,1
"12258",1,1,1
"12259",0,1,0
"12260",1,0,1
"12261",0,0,1
"12262",0,0,0
"12263",0,0,1
"12264",0,0,1
"12265",1,0,1
"12266",1,0,1
"12267",0,0,1
"12268",0,0,0
"12269",0,0,0
"12270",0,0,0
"12271",0,0,1
"12272",0,1,0
"12273",1,1,0
"12274",0,1,1
"12275",0,0,1
"12276",0,1,0
"12277",0,0,1
"12278",1,0,1
"12279",0,0,1
"12280",0,0,1
"12281",0,0,1
"12282",0,0,0
"12283",0,0,1
"12284",0,1,1
"12285",1,0,1
"12286",1,1,0
"12287",0,1,0
"12288",1,0,1
"12289",0,1,0
"12290",0,0,1
"12291",0,1,0
"12292",0,0,1
"12293",1,0,1
"12294",0,0,1
"12295",0,0,1
"12296",1,0,0
"12297",0,1,0
"12298",0,0,1
"12299",0,0,1
"12300",1,1,1
"12301",0,0,1
"12302",0,0,0
"12303",0,0,1
"12304",0,0,0
"12305",0,0,1
"12306",1,0,1
"12307",0,0,1
"12308",0,0,1
"12309",0,1,1
"12310",0,1,1
"12311",0,1,1
"12312",0,0,1
"12313",0,0,1
"12314",0,0,1
"12315",1,1,1
"12316",0,0,1
"12317",0,0,1
"12318",0,0,1
"12319",0,0,1
"12320",0,0,1
"12321",0,0,1
"12322",0,0,0
"12323",0,0,1
"12324",0,0,1
"12325",1,1,0
"12326",0,0,1
"12327",0,0,1
"12328",1,0,0
"12329",0,0,1
"12330",0,0,0
"12331",0,0,1
"12332",0,0,0
"12333",0,0,1
"12334",0,0,1
"12335",1,0,0
"12336",0,0,0
"12337",0,0,0
"12338",0,0,1
"12339",1,0,0
"12340",0,1,0
"12341",1,1,0
"12342",1,0,1
"12343",0,0,1
"12344",0,0,1
"12345",1,0,1
"12346",0,0,1
"12347",0,1,0
"12348",0,1,1
"12349",0,0,1
"12350",0,0,1
"12351",0,0,0
"12352",0,0,0
"12353",1,0,0
"12354",0,0,1
"12355",0,0,1
"12356",1,1,0
"12357",0,0,1
"12358",0,0,0
"12359",0,0,1
"12360",0,1,1
"12361",0,0,1
"12362",0,0,1
"12363",0,0,1
"12364",1,0,0
"12365",0,0,1
"12366",0,0,1
"12367",0,0,0
"12368",0,0,1
"12369",1,1,0
"12370",0,0,0
"12371",0,0,1
"12372",0,0,1
"12373",0,0,1
"12374",0,0,1
"12375",1,0,0
"12376",1,0,1
"12377",0,0,1
"12378",1,0,1
"12379",0,0,1
"12380",0,0,0
"12381",0,0,0
"12382",0,1,1
"12383",0,0,1
"12384",0,0,0
"12385",0,0,1
"12386",0,1,1
"12387",0,0,1
"12388",0,0,1
"12389",0,0,0
"12390",0,0,0
"12391",0,0,0
"12392",0,0,0
"12393",0,0,0
"12394",0,0,1
"12395",0,0,1
"12396",0,0,0
"12397",0,0,1
"12398",1,0,1
"12399",0,0,0
"12400",0,0,1
"12401",0,0,1
"12402",0,0,1
"12403",0,0,1
"12404",0,0,0
"12405",1,0,1
"12406",0,0,1
"12407",0,1,1
"12408",0,0,0
"12409",1,0,0
"12410",0,0,0
"12411",0,0,1
"12412",0,0,0
"12413",0,0,0
"12414",0,0,1
"12415",0,0,1
"12416",0,0,1
"12417",0,1,1
"12418",1,0,0
"12419",1,0,1
"12420",0,0,1
"12421",0,0,1
"12422",0,0,1
"12423",0,0,0
"12424",0,1,0
"12425",1,1,1
"12426",0,0,1
"12427",0,0,0
"12428",0,1,1
"12429",1,1,0
"12430",0,1,1
"12431",0,0,1
"12432",0,1,0
"12433",1,0,1
"12434",0,0,0
"12435",0,0,1
"12436",1,0,0
"12437",0,0,1
"12438",0,0,0
"12439",1,0,0
"12440",0,0,0
"12441",0,0,0
"12442",0,0,1
"12443",0,0,1
"12444",1,0,0
"12445",0,0,1
"12446",0,0,0
"12447",0,0,1
"12448",0,0,1
"12449",1,1,0
"12450",0,0,0
"12451",0,0,1
"12452",0,0,1
"12453",0,1,1
"12454",0,0,0
"12455",0,0,1
"12456",0,1,0
"12457",1,0,0
"12458",1,0,1
"12459",0,0,1
"12460",0,1,0
"12461",0,0,1
"12462",0,0,1
"12463",0,0,1
"12464",0,1,0
"12465",0,0,1
"12466",0,0,1
"12467",1,1,0
"12468",0,0,1
"12469",0,0,1
"12470",0,0,0
"12471",0,1,0
"12472",0,0,0
"12473",0,0,1
"12474",0,0,1
"12475",0,0,1
"12476",0,0,1
"12477",0,0,0
"12478",0,1,1
"12479",0,0,1
"12480",1,0,0
"12481",0,0,1
"12482",0,0,0
"12483",0,1,0
"12484",0,0,1
"12485",0,0,1
"12486",0,0,0
"12487",0,0,0
"12488",0,0,1
"12489",0,1,0
"12490",0,0,0
"12491",0,0,1
"12492",0,0,1
"12493",0,1,0
"12494",0,0,0
"12495",0,0,1
"12496",0,0,0
"12497",0,0,0
"12498",0,0,1
"12499",1,0,0
"12500",0,0,0
"12501",0,0,0
"12502",0,0,0
"12503",0,0,1
"12504",1,0,1
"12505",0,1,0
"12506",1,0,0
"12507",0,0,1
"12508",0,0,0
"12509",1,1,0
"12510",0,0,1
"12511",0,0,1
"12512",0,0,1
"12513",1,1,1
"12514",1,0,1
"12515",0,0,1
"12516",0,1,0
"12517",1,1,1
"12518",0,0,1
"12519",0,0,1
"12520",0,0,1
"12521",0,0,0
"12522",0,0,1
"12523",0,0,0
"12524",0,0,1
"12525",0,0,0
"12526",0,0,0
"12527",0,1,1
"12528",0,0,1
"12529",1,0,0
"12530",0,0,1
"12531",0,0,1
"12532",0,0,1
"12533",0,0,0
"12534",0,1,0
"12535",0,0,1
"12536",0,0,1
"12537",1,0,1
"12538",0,0,1
"12539",0,0,1
"12540",0,0,0
"12541",0,0,0
"12542",0,0,1
"12543",1,0,0
"12544",0,0,1
"12545",0,1,0
"12546",0,0,1
"12547",0,0,1
"12548",0,0,1
"12549",0,0,1
"12550",0,0,1
"12551",0,0,0
"12552",0,0,0
"12553",1,0,1
"12554",0,0,0
"12555",0,0,0
"12556",1,1,1
"12557",0,0,0
"12558",0,0,1
"12559",0,0,0
"12560",1,1,0
"12561",0,0,1
"12562",1,0,0
"12563",0,0,1
"12564",0,1,0
"12565",0,1,0
"12566",0,0,1
"12567",1,1,0
"12568",0,0,1
"12569",0,0,1
"12570",0,0,0
"12571",0,0,1
"12572",0,0,1
"12573",0,0,1
"12574",0,0,1
"12575",0,0,0
"12576",0,1,0
"12577",0,0,0
"12578",0,0,0
"12579",0,0,1
"12580",1,0,0
"12581",0,0,1
"12582",0,0,1
"12583",0,0,0
"12584",0,0,0
"12585",0,0,1
"12586",0,0,0
"12587",0,0,1
"12588",0,0,1
"12589",0,0,0
"12590",1,0,1
"12591",1,0,0
"12592",0,0,0
"12593",0,0,0
"12594",0,0,0
"12595",0,0,0
"12596",0,0,0
"12597",0,0,0
"12598",0,0,1
"12599",0,1,0
"12600",0,0,0
"12601",0,0,0
"12602",1,0,1
"12603",0,0,1
"12604",0,1,0
"12605",1,0,1
"12606",0,0,0
"12607",0,0,1
"12608",1,1,0
"12609",0,1,1
"12610",0,0,1
"12611",0,0,0
"12612",0,0,1
"12613",0,0,1
"12614",0,0,1
"12615",0,0,1
"12616",0,0,0
"12617",0,0,1
"12618",0,0,1
"12619",0,0,1
"12620",1,1,0
"12621",0,0,1
"12622",0,0,0
"12623",0,0,0
"12624",0,1,1
"12625",0,0,1
"12626",0,0,0
"12627",1,0,1
"12628",0,0,0
"12629",0,0,1
"12630",0,0,1
"12631",0,0,0
"12632",0,1,0
"12633",1,0,1
"12634",1,1,1
"12635",1,0,0
"12636",0,0,1
"12637",0,0,1
"12638",0,0,1
"12639",0,0,0
"12640",0,1,0
"12641",0,0,1
"12642",0,0,0
"12643",1,1,0
"12644",0,0,1
"12645",0,0,0
"12646",0,0,1
"12647",0,1,0
"12648",0,0,1
"12649",0,1,1
"12650",0,0,0
"12651",0,0,0
"12652",0,0,0
"12653",0,0,1
"12654",0,0,1
"12655",0,1,1
"12656",0,1,0
"12657",0,0,1
"12658",0,0,0
"12659",0,0,1
"12660",0,0,0
"12661",1,0,0
"12662",0,0,0
"12663",0,0,0
"12664",0,0,1
"12665",0,0,1
"12666",0,0,1
"12667",0,0,1
"12668",0,0,0
"12669",0,0,1
"12670",0,0,0
"12671",0,0,0
"12672",0,0,1
"12673",0,0,0
"12674",1,1,0
"12675",0,0,0
"12676",0,0,0
"12677",0,0,1
"12678",0,0,1
"12679",1,0,0
"12680",0,0,1
"12681",0,0,0
"12682",0,0,1
"12683",0,1,0
"12684",0,0,0
"12685",1,0,0
"12686",0,0,1
"12687",0,0,0
"12688",0,0,1
"12689",0,0,0
"12690",1,1,0
"12691",0,0,1
"12692",0,0,1
"12693",1,0,0
"12694",0,1,0
"12695",0,1,1
"12696",0,0,0
"12697",0,0,0
"12698",0,0,0
"12699",0,0,1
"12700",0,0,1
"12701",0,0,1
"12702",0,0,1
"12703",0,1,0
"12704",0,0,0
"12705",1,1,1
"12706",0,0,1
"12707",0,0,1
"12708",0,0,1
"12709",1,0,0
"12710",0,0,1
"12711",1,1,0
"12712",0,0,0
"12713",0,0,1
"12714",1,1,0
"12715",0,0,0
"12716",0,0,0
"12717",0,0,1
"12718",0,0,1
"12719",0,0,0
"12720",0,1,0
"12721",0,0,1
"12722",0,1,1
"12723",0,0,1
"12724",0,0,1
"12725",0,0,1
"12726",0,0,1
"12727",0,0,0
"12728",0,0,1
"12729",0,0,0
"12730",0,0,1
"12731",0,1,1
"12732",1,1,0
"12733",0,1,0
"12734",0,1,0
"12735",0,0,1
"12736",0,0,0
"12737",0,0,0
"12738",0,0,1
"12739",0,0,0
"12740",0,0,1
"12741",0,0,0
"12742",0,0,1
"12743",0,0,1
"12744",0,0,1
"12745",0,0,1
"12746",0,0,0
"12747",1,0,0
"12748",0,0,1
"12749",0,0,1
"12750",0,0,1
"12751",0,0,1
"12752",0,0,0
"12753",0,1,1
"12754",1,1,0
"12755",1,0,1
"12756",1,0,1
"12757",0,1,0
"12758",1,0,0
"12759",0,0,1
"12760",0,1,0
"12761",0,1,0
"12762",1,0,1
"12763",0,0,0
"12764",0,0,1
"12765",0,0,1
"12766",0,0,0
"12767",1,1,0
"12768",0,1,0
"12769",0,0,0
"12770",0,1,0
"12771",0,0,0
"12772",1,0,1
"12773",0,0,1
"12774",0,0,1
"12775",0,0,1
"12776",1,0,0
"12777",0,0,1
"12778",0,0,1
"12779",0,0,0
"12780",0,0,1
"12781",1,0,1
"12782",0,0,1
"12783",1,1,0
"12784",1,0,1
"12785",0,0,1
"12786",0,0,1
"12787",0,0,1
"12788",0,0,0
"12789",0,0,1
"12790",0,1,1
"12791",1,1,0
"12792",1,0,0
"12793",1,1,0
"12794",0,0,1
"12795",0,0,1
"12796",0,0,1
"12797",0,1,0
"12798",0,0,1
"12799",0,0,0
"12800",0,0,1
"12801",0,0,1
"12802",0,0,1
"12803",0,0,1
"12804",0,0,1
"12805",0,0,0
"12806",0,0,1
"12807",0,0,1
"12808",0,1,0
"12809",1,0,1
"12810",0,1,0
"12811",0,0,1
"12812",0,1,0
"12813",0,0,1
"12814",0,0,1
"12815",0,0,1
"12816",0,0,1
"12817",0,0,1
"12818",0,1,0
"12819",0,0,1
"12820",0,0,0
"12821",0,1,0
"12822",0,0,1
"12823",0,0,1
"12824",0,1,0
"12825",0,0,0
"12826",0,0,1
"12827",0,0,1
"12828",0,0,0
"12829",0,0,1
"12830",0,0,0
"12831",0,0,0
"12832",1,0,0
"12833",0,0,1
"12834",1,0,0
"12835",1,1,0
"12836",0,0,0
"12837",0,1,1
"12838",0,0,1
"12839",0,1,0
"12840",0,0,0
"12841",0,0,0
"12842",0,0,1
"12843",0,0,1
"12844",0,0,0
"12845",0,0,0
"12846",0,0,1
"12847",0,0,1
"12848",0,0,1
"12849",0,0,0
"12850",0,0,1
"12851",0,1,0
"12852",0,1,0
"12853",0,0,0
"12854",0,0,1
"12855",1,1,0
"12856",0,1,0
"12857",0,0,1
"12858",0,0,1
"12859",0,0,0
"12860",1,0,1
"12861",0,0,0
"12862",1,1,0
"12863",0,0,1
"12864",0,0,1
"12865",0,1,1
"12866",0,0,1
"12867",1,1,0
"12868",1,0,0
"12869",0,0,0
"12870",0,0,1
"12871",0,0,1
"12872",1,0,1
"12873",0,0,0
"12874",1,1,0
"12875",0,0,1
"12876",0,0,1
"12877",0,1,0
"12878",0,0,1
"12879",0,1,0
"12880",0,0,1
"12881",0,0,1
"12882",0,0,0
"12883",0,1,1
"12884",0,0,0
"12885",1,1,0
"12886",0,0,1
"12887",1,1,1
"12888",0,0,0
"12889",0,0,0
"12890",0,0,1
"12891",0,0,0
"12892",0,0,0
"12893",0,0,1
"12894",1,1,0
"12895",0,0,0
"12896",1,1,0
"12897",0,0,1
"12898",0,0,1
"12899",0,0,1
"12900",0,0,0
"12901",0,0,1
"12902",0,0,1
"12903",0,0,1
"12904",0,0,1
"12905",0,0,1
"12906",0,1,0
"12907",0,0,1
"12908",0,0,0
"12909",0,1,0
"12910",0,0,0
"12911",0,0,1
"12912",0,0,0
"12913",0,0,1
"12914",0,0,1
"12915",0,0,0
"12916",0,0,1
"12917",0,0,0
"12918",0,0,0
"12919",0,0,0
"12920",0,0,1
"12921",0,0,1
"12922",0,1,0
"12923",0,0,1
"12924",0,0,1
"12925",0,0,1
"12926",0,1,0
"12927",0,0,1
"12928",0,0,1
"12929",0,0,0
"12930",0,1,1
"12931",0,0,1
"12932",1,0,1
"12933",1,0,1
"12934",0,1,1
"12935",0,0,1
"12936",1,0,0
"12937",0,0,1
"12938",0,0,0
"12939",0,0,0
"12940",0,0,1
"12941",0,0,0
"12942",0,0,0
"12943",0,0,0
"12944",0,1,1
"12945",0,0,0
"12946",0,0,0
"12947",0,0,0
"12948",0,0,1
"12949",0,0,1
"12950",0,0,0
"12951",0,0,1
"12952",0,0,1
"12953",0,1,1
"12954",0,0,1
"12955",0,0,1
"12956",0,0,0
"12957",1,0,1
"12958",1,1,0
"12959",0,0,1
"12960",0,0,1
"12961",0,0,1
"12962",0,0,1
"12963",0,0,1
"12964",0,0,1
"12965",1,1,0
"12966",0,1,0
"12967",0,0,0
"12968",0,0,0
"12969",0,0,1
"12970",0,0,0
"12971",0,0,1
"12972",0,0,0
"12973",1,0,1
"12974",1,1,1
"12975",0,0,1
"12976",0,1,0
"12977",0,0,0
"12978",0,0,1
"12979",0,1,0
"12980",0,0,1
"12981",0,0,1
"12982",1,1,0
"12983",0,1,0
"12984",0,1,0
"12985",0,1,1
"12986",0,0,1
"12987",1,0,1
"12988",0,1,0
"12989",0,0,1
"12990",0,0,1
"12991",1,0,0
"12992",0,0,1
"12993",0,1,0
"12994",0,0,0
"12995",0,0,1
"12996",0,0,0
"12997",0,0,1
"12998",0,0,1
"12999",0,0,1
"13000",0,0,0
"13001",0,0,1
"13002",0,0,1
"13003",0,1,1
"13004",0,0,0
"13005",0,0,1
"13006",0,0,1
"13007",0,0,1
"13008",0,0,1
"13009",1,0,0
"13010",0,0,0
"13011",0,0,0
"13012",0,0,1
"13013",1,1,0
"13014",0,0,0
"13015",0,1,0
"13016",0,0,1
"13017",1,1,0
"13018",0,0,1
"13019",0,0,1
"13020",0,0,1
"13021",0,0,1
"13022",0,0,0
"13023",1,0,1
"13024",0,0,1
"13025",0,0,0
"13026",1,1,0
"13027",0,0,0
"13028",0,0,0
"13029",0,0,0
"13030",0,0,1
"13031",0,0,1
"13032",0,1,0
"13033",0,0,1
"13034",0,0,1
"13035",0,0,0
"13036",0,0,0
"13037",0,0,1
"13038",0,0,1
"13039",0,0,0
"13040",0,0,0
"13041",0,0,1
"13042",0,1,0
"13043",0,0,0
"13044",0,0,0
"13045",0,1,0
"13046",0,0,0
"13047",0,0,1
"13048",0,0,0
"13049",0,1,0
"13050",0,1,0
"13051",0,0,1
"13052",0,0,0
"13053",0,0,0
"13054",0,0,1
"13055",0,1,1
"13056",0,0,1
"13057",1,0,1
"13058",1,0,0
"13059",1,1,0
"13060",0,1,1
"13061",0,0,1
"13062",0,1,1
"13063",0,0,0
"13064",0,1,0
"13065",0,0,1
"13066",0,0,0
"13067",0,0,0
"13068",0,0,1
"13069",0,0,1
"13070",0,0,0
"13071",0,0,1
"13072",0,0,1
"13073",0,0,1
"13074",0,1,0
"13075",0,0,0
"13076",0,0,0
"13077",1,0,0
"13078",0,0,1
"13079",1,0,1
"13080",1,1,0
"13081",0,0,1
"13082",0,0,0
"13083",0,0,1
"13084",0,0,1
"13085",0,0,1
"13086",1,0,0
"13087",0,0,1
"13088",1,0,0
"13089",0,0,0
"13090",0,0,0
"13091",0,1,1
"13092",0,0,0
"13093",0,0,0
"13094",0,0,1
"13095",0,0,1
"13096",1,0,0
"13097",0,0,1
"13098",0,0,1
"13099",0,1,0
"13100",0,0,0
"13101",0,0,0
"13102",0,0,1
"13103",0,0,1
"13104",0,0,1
"13105",0,0,1
"13106",0,0,1
"13107",0,0,1
"13108",0,0,1
"13109",0,0,0
"13110",0,1,1
"13111",0,0,1
"13112",0,0,0
"13113",0,0,0
"13114",0,0,1
"13115",0,0,1
"13116",0,1,1
"13117",0,0,0
"13118",0,0,0
"13119",0,0,1
"13120",0,0,1
"13121",1,0,1
"13122",0,0,1
"13123",0,0,0
"13124",0,1,1
"13125",0,0,1
"13126",0,0,1
"13127",0,0,1
"13128",0,0,0
"13129",0,0,0
"13130",0,0,1
"13131",0,0,0
"13132",1,0,1
"13133",0,0,0
"13134",1,1,1
"13135",0,0,1
"13136",0,0,1
"13137",0,0,0
"13138",0,0,1
"13139",0,0,0
"13140",0,0,0
"13141",0,0,0
"13142",0,0,0
"13143",0,0,1
"13144",0,0,1
"13145",0,0,0
"13146",0,0,0
"13147",0,1,0
"13148",0,1,0
"13149",0,0,1
"13150",0,0,1
"13151",0,1,1
"13152",0,0,0
"13153",0,0,0
"13154",0,0,0
"13155",0,0,0
"13156",0,0,1
"13157",0,1,0
"13158",0,0,1
"13159",0,0,1
"13160",0,0,1
"13161",1,0,0
"13162",0,1,1
"13163",1,0,0
"13164",1,1,1
"13165",0,0,0
"13166",0,1,0
"13167",0,0,0
"13168",0,0,1
"13169",0,1,0
"13170",0,0,0
"13171",0,0,1
"13172",0,0,1
"13173",0,0,1
"13174",0,0,1
"13175",0,1,0
"13176",0,0,1
"13177",1,1,0
"13178",1,1,1
"13179",0,0,1
"13180",0,0,1
"13181",0,1,1
"13182",0,0,1
"13183",0,0,0
"13184",0,0,1
"13185",0,0,1
"13186",0,0,1
"13187",1,0,1
"13188",0,0,1
"13189",1,0,1
"13190",0,1,1
"13191",0,0,0
"13192",0,0,1
"13193",0,0,0
"13194",0,1,0
"13195",0,0,1
"13196",0,1,0
"13197",0,0,0
"13198",0,1,0
"13199",0,1,0
"13200",1,0,1
"13201",0,0,1
"13202",1,1,1
"13203",0,0,1
"13204",0,0,0
"13205",0,1,0
"13206",0,1,0
"13207",0,1,1
"13208",0,0,1
"13209",0,0,1
"13210",0,0,1
"13211",1,0,1
"13212",0,1,0
"13213",0,0,1
"13214",0,0,1
"13215",1,0,0
"13216",0,0,0
"13217",0,0,0
"13218",0,0,0
"13219",1,0,0
"13220",0,1,0
"13221",1,0,1
"13222",0,0,1
"13223",0,0,1
"13224",0,0,1
"13225",0,0,1
"13226",1,1,0
"13227",0,0,0
"13228",1,0,1
"13229",1,0,1
"13230",0,1,1
"13231",0,0,1
"13232",0,0,1
"13233",1,1,0
"13234",1,0,0
"13235",0,1,0
"13236",1,1,1
"13237",0,0,0
"13238",0,0,0
"13239",0,0,0
"13240",0,0,1
"13241",1,0,0
"13242",0,0,1
"13243",0,0,1
"13244",0,0,1
"13245",0,0,1
"13246",0,0,0
"13247",0,0,1
"13248",0,0,1
"13249",0,0,1
"13250",0,0,1
"13251",0,0,0
"13252",0,0,1
"13253",0,1,0
"13254",1,0,0
"13255",0,0,1
"13256",0,0,1
"13257",0,0,1
"13258",0,0,0
"13259",0,0,1
"13260",0,0,1
"13261",0,0,0
"13262",0,1,0
"13263",0,0,1
"13264",0,0,1
"13265",0,0,1
"13266",1,1,0
"13267",0,0,1
"13268",0,0,0
"13269",0,0,0
"13270",0,0,0
"13271",0,0,1
"13272",0,0,1
"13273",0,0,0
"13274",0,0,1
"13275",0,1,1
"13276",1,1,0
"13277",0,0,0
"13278",0,0,1
"13279",0,0,1
"13280",1,1,1
"13281",0,0,1
"13282",0,0,0
"13283",0,0,1
"13284",0,0,0
"13285",0,1,0
"13286",0,0,0
"13287",0,0,1
"13288",0,0,0
"13289",1,0,0
"13290",1,0,1
"13291",0,0,1
"13292",0,0,1
"13293",0,0,1
"13294",0,0,1
"13295",0,0,1
"13296",0,1,0
"13297",0,0,1
"13298",0,0,1
"13299",0,0,0
"13300",0,0,0
"13301",0,0,1
"13302",0,0,1
"13303",0,0,1
"13304",0,1,0
"13305",0,1,0
"13306",1,1,1
"13307",0,1,0
"13308",0,0,1
"13309",0,0,0
"13310",0,0,1
"13311",0,0,1
"13312",1,0,1
"13313",0,0,0
"13314",0,0,0
"13315",0,0,0
"13316",0,0,0
"13317",0,0,0
"13318",0,0,0
"13319",0,0,0
"13320",1,0,0
"13321",0,0,0
"13322",0,0,1
"13323",0,0,1
