"","V7221","V7101","V8509","V8512"
"1051",1,0,1,1
"1052",1,0,0,1
"1053",1,0,0,1
"1054",0,0,0,1
"1055",0,1,0,0
"1056",0,0,0,1
"1057",0,0,1,1
"1058",1,0,0,1
"1059",1,0,0,0
"1060",1,0,0,0
"1061",0,1,0,1
"1062",1,0,0,1
"1063",1,1,0,1
"1064",1,0,0,1
"1065",1,0,0,1
"1066",0,1,0,0
"1067",0,1,0,1
"1068",0,0,0,0
"1069",0,0,0,1
"1070",0,0,0,1
"1071",0,0,0,1
"1072",0,1,0,0
"1073",1,0,0,1
"1074",1,0,0,1
"1075",1,0,0,1
"1076",1,0,0,1
"1077",0,1,1,1
"1078",1,0,0,1
"1079",0,0,0,1
"1080",1,1,0,1
"1081",1,0,0,1
"1082",0,0,0,1
"1083",1,0,0,1
"1084",0,1,1,1
"1085",1,0,0,1
"1086",0,1,0,1
"1087",1,0,0,1
"1088",0,0,0,1
"1089",1,0,0,1
"1090",0,0,0,1
"1091",0,0,0,1
"1092",1,0,0,1
"1093",0,1,0,0
"1094",1,0,0,1
"1095",1,0,0,1
"1096",0,0,0,1
"1097",0,0,0,1
"1098",1,0,0,0
"1099",0,0,1,1
"1100",0,0,0,0
"1101",0,0,0,1
"1102",1,0,0,1
"1103",1,0,0,0
"1104",0,0,0,1
"1105",1,0,0,1
"1106",0,0,0,1
"1107",1,0,1,1
"1108",1,0,0,0
"1109",1,0,0,1
"1110",0,0,0,1
"1111",0,1,0,1
"1112",1,0,0,1
"1113",0,0,0,0
"1114",0,0,0,0
"1115",1,0,0,1
"1116",0,1,1,1
"1117",1,0,1,1
"1118",0,0,1,1
"1119",0,1,1,1
"1120",0,0,0,1
"1121",0,0,1,0
"1122",1,0,0,1
"1123",1,1,1,0
"1124",1,0,0,1
"1125",1,0,0,1
"1126",0,0,0,1
"1127",1,0,1,0
"1128",1,0,0,1
"1129",0,0,0,1
"1130",1,0,0,1
"1131",1,0,1,0
"1132",0,0,0,1
"1133",0,0,0,0
"1134",0,0,1,0
"1135",0,0,0,1
"1136",1,0,0,1
"1137",1,0,0,0
"1138",0,1,1,1
"1139",1,0,1,1
"1140",1,0,0,1
"1141",1,0,0,0
"1142",1,0,0,1
"1143",1,0,0,1
"1144",0,0,0,0
"1145",0,0,0,0
"1146",1,0,0,1
"1147",1,0,0,1
"1148",0,0,0,1
"1149",0,0,0,1
"1150",0,0,0,0
"1151",0,0,1,1
"1152",1,0,0,0
"1153",0,0,0,1
"1154",0,0,0,1
"1155",0,0,0,0
"1156",1,0,0,0
"1157",0,0,0,1
"1158",0,1,0,1
"1159",0,0,0,1
"1160",0,0,0,1
"1161",1,0,0,0
"1162",1,0,0,0
"1163",1,0,0,0
"1164",0,1,1,1
"1165",0,1,1,0
"1166",0,0,0,1
"1167",0,1,0,1
"1168",1,0,0,1
"1169",0,1,1,0
"1170",1,0,0,1
"1171",1,0,0,0
