"","V7221","V7206","V7215","V8526","V7202","V8512"
"70",0,0,0,0,1,1
"71",1,1,0,1,0,1
"72",0,1,1,1,0,1
"73",1,0,1,0,1,1
"74",1,1,1,1,1,1
"75",1,1,0,1,1,1
"76",1,1,0,1,1,1
"77",1,1,0,1,1,1
"78",0,1,1,0,0,1
"79",1,1,1,0,0,1
"80",1,1,0,0,1,1
"81",0,0,0,0,1,1
"82",1,1,1,1,0,1
"83",0,0,0,1,0,1
"84",1,1,0,1,0,1
"85",1,1,1,1,1,1
"86",1,0,0,0,1,1
"87",0,0,1,0,1,0
"88",1,1,1,0,1,1
"89",0,1,0,1,0,1
"90",1,1,1,0,0,1
"91",0,1,1,1,0,0
"92",0,1,1,1,0,0
"93",0,0,1,0,1,1
"94",0,1,0,1,1,1
"95",0,1,0,1,0,0
"96",0,1,1,0,0,1
"97",1,1,1,1,1,1
"98",1,1,1,0,1,1
"99",1,1,1,1,0,1
"100",0,1,1,1,0,1
"101",1,1,0,1,1,1
"102",1,1,0,0,1,1
"103",0,1,0,1,0,1
"104",1,0,1,0,1,1
"105",0,1,1,0,0,1
"106",0,1,1,1,0,1
"107",1,1,0,0,1,1
"108",1,1,1,0,1,1
"109",0,1,0,1,0,1
"110",0,1,1,0,1,1
"111",1,1,0,1,0,1
"112",0,0,1,1,0,0
"113",0,1,0,1,0,1
"114",1,0,1,1,1,1
"115",0,1,1,1,0,1
"116",0,0,1,0,0,0
"117",0,0,0,1,1,0
"118",1,1,0,1,1,1
"119",1,1,1,1,0,0
"120",1,1,1,1,1,1
"121",0,1,0,1,0,0
"122",0,0,1,0,1,1
"123",0,1,1,1,1,0
"124",0,1,1,0,0,1
"125",1,1,1,1,1,1
"126",1,1,0,1,0,1
"127",1,0,0,1,1,1
"128",0,1,1,1,0,1
"129",1,1,0,0,0,1
"130",0,1,0,1,0,1
"131",1,1,1,1,1,1
"132",0,0,1,0,0,1
"133",1,1,0,0,1,0
"134",1,1,0,0,1,0
"135",0,1,1,0,0,1
"136",1,0,0,1,1,1
"137",1,1,1,1,0,1
"138",1,1,1,1,1,1
"139",0,1,1,1,0,1
"140",0,1,1,0,0,0
"141",0,1,1,0,0,1
"142",0,1,1,0,1,1
"143",1,0,1,0,1,1
"144",1,1,1,0,0,1
"145",1,1,0,0,1,1
"146",0,1,0,1,1,1
"147",1,1,1,1,0,1
"148",1,0,1,1,1,0
"149",0,1,0,0,0,0
"150",0,0,1,0,1,1
"151",0,1,0,0,0,1
"152",1,1,1,1,1,0
"153",0,0,0,1,0,1
"154",1,0,1,1,1,1
"155",1,1,0,0,0,1
"156",0,1,1,1,0,0
"157",0,1,0,1,0,1
"158",0,1,1,1,0,1
"159",0,0,1,1,0,1
"160",1,1,1,1,1,1
"161",0,1,0,0,1,0
"162",0,1,1,1,0,1
"163",1,1,1,1,1,1
"164",0,1,0,0,1,1
"165",0,1,1,1,1,1
"166",1,0,1,0,1,0
"167",0,0,0,0,0,0
"168",1,1,1,1,1,1
"169",0,1,0,1,0,1
"170",1,1,0,1,0,1
"171",1,1,1,1,0,0
"172",0,1,1,1,1,0
"173",1,0,0,0,1,0
"174",1,1,0,0,0,0
"175",0,1,0,0,0,1
"176",1,1,1,1,0,1
"177",0,1,1,1,1,1
"178",0,1,0,0,0,0
"179",1,1,0,0,1,1
"180",0,1,0,1,0,1
"181",1,1,1,1,0,1
"182",0,1,0,1,0,0
"183",0,1,1,1,1,1
"184",0,1,0,0,1,1
"185",0,1,1,0,1,1
"186",1,1,1,1,1,0
"187",1,1,1,1,0,1
"188",1,1,1,1,1,1
"189",0,1,0,0,1,1
"190",1,1,0,1,1,1
"191",1,1,1,1,0,1
"192",1,1,1,0,0,1
"193",0,0,0,0,1,0
"194",1,1,1,1,0,1
"195",1,1,1,1,1,1
"196",0,0,0,1,1,1
"197",1,0,1,1,1,1
"198",0,1,1,1,0,1
"199",0,0,0,0,1,0
"200",0,0,0,1,1,1
"201",1,1,1,1,0,1
"202",0,1,0,0,0,1
"203",1,0,1,1,0,1
"204",1,0,1,1,0,1
"205",0,1,0,1,1,0
"206",1,1,0,0,1,0
"207",1,0,0,1,1,1
"208",1,1,1,0,1,1
"209",0,1,1,1,1,1
"210",0,1,1,0,1,0
"211",1,1,0,0,0,0
"212",1,0,1,0,1,1
"213",1,0,0,0,1,1
"214",0,0,1,1,0,1
"215",1,1,1,1,1,0
"216",1,1,1,1,1,0
"217",0,1,0,0,0,1
"218",0,1,1,1,1,0
"219",0,1,0,1,0,1
"220",0,1,0,1,0,1
"221",1,1,1,1,0,1
"222",1,0,1,1,0,1
"223",0,1,0,0,0,1
"224",0,0,0,1,1,1
"225",1,1,1,0,0,1
"226",0,1,0,0,1,0
"227",0,0,0,0,1,0
"228",0,1,1,1,1,1
"229",0,1,0,1,0,1
"230",0,1,1,1,1,1
"231",0,0,0,0,1,1
"232",1,1,0,1,0,1
"233",1,0,1,1,0,1
"234",1,1,0,0,1,1
"235",0,1,1,0,1,0
"236",0,0,1,1,1,0
"237",0,0,0,1,0,0
"238",0,1,1,0,0,0
"239",1,1,1,1,0,1
"240",0,1,0,0,1,1
"241",1,1,1,1,0,0
"242",1,1,1,1,0,1
"243",0,0,1,0,1,1
"244",1,1,1,0,1,1
"245",1,0,0,1,1,1
"246",0,0,0,1,0,1
"247",1,1,0,1,1,1
"248",1,1,0,0,1,1
"249",0,1,0,1,0,0
"250",0,0,0,0,1,1
"251",1,1,1,0,1,1
"252",1,1,1,1,1,1
"253",1,1,0,1,0,1
"254",0,0,1,0,1,1
"255",0,0,1,0,1,0
"256",0,0,0,0,1,1
"257",0,1,1,1,0,1
"258",0,0,0,0,1,1
"259",1,0,0,1,0,1
"260",0,1,0,0,1,1
"261",1,1,1,1,0,1
"262",1,1,1,1,0,1
"263",1,0,1,0,0,0
"264",0,1,1,0,1,1
"265",0,1,0,1,1,1
"266",0,0,1,0,1,1
"267",1,0,0,0,1,0
"268",0,0,0,0,1,0
"269",0,1,0,0,1,1
"270",0,1,0,0,1,0
"271",0,1,0,0,0,1
"272",1,1,0,1,0,1
"273",1,0,0,0,1,1
"274",0,1,0,1,1,0
"275",0,0,0,0,1,0
"276",0,1,1,1,0,1
"277",0,0,0,1,0,1
"278",1,0,1,0,1,0
"279",1,1,1,1,1,1
"280",0,1,0,1,0,0
"281",1,1,1,1,1,1
"282",1,1,1,1,1,1
"283",1,1,1,1,0,0
"284",1,0,1,1,1,1
"285",0,0,0,0,0,1
"286",0,1,1,1,0,1
"287",0,1,0,0,0,1
"288",0,1,0,1,0,1
"289",1,1,0,1,1,1
"290",1,1,1,0,0,0
"291",1,0,1,1,0,0
"292",0,1,1,1,0,1
"293",1,1,1,1,1,1
"294",0,1,0,0,0,1
"295",1,1,1,1,0,1
"296",1,0,1,0,1,0
"297",1,1,1,1,1,1
"298",1,1,1,1,0,1
"299",0,1,0,1,0,1
"300",1,1,1,1,0,1
"301",0,1,0,1,0,0
"302",1,1,0,0,0,1
"303",0,1,1,1,0,0
"304",0,0,0,0,1,1
"305",1,0,1,0,1,1
"306",1,1,0,1,1,1
"307",0,1,1,1,0,1
"308",1,0,0,0,1,1
"309",0,1,1,0,0,0
"310",0,1,0,0,1,1
"311",1,1,1,1,1,1
"312",1,0,0,1,1,1
"313",1,1,0,0,0,1
"314",0,1,0,1,0,0
"315",1,1,0,1,1,1
"316",0,1,1,0,0,0
"317",1,1,1,1,0,0
"318",1,1,0,1,1,0
"319",0,1,1,1,0,1
"320",1,1,1,1,1,1
"321",0,1,1,0,1,1
"322",1,0,1,1,0,1
"323",0,1,1,0,1,1
"324",0,1,1,1,0,1
"325",0,1,0,1,0,1
"326",1,1,0,0,1,1
"327",0,1,1,1,0,1
"328",0,1,1,1,0,1
"329",1,1,1,1,0,1
"330",0,1,0,0,0,1
"331",1,1,1,1,0,1
"332",0,1,1,0,1,1
"333",0,0,0,1,0,1
"334",0,0,0,0,0,0
"335",1,1,1,1,1,1
"336",0,1,1,1,1,1
"337",0,0,0,1,1,0
"338",1,0,0,1,1,1
"339",0,1,0,0,1,1
"340",1,1,0,0,0,1
"341",1,0,1,0,1,1
"342",0,1,0,0,0,1
"343",1,1,1,1,0,1
"344",0,1,0,0,0,1
"345",0,1,0,1,1,0
"346",0,1,0,0,0,1
"347",0,0,1,1,1,1
"348",1,1,1,1,1,1
"349",0,1,1,1,0,1
"350",1,0,1,0,0,0
"351",0,1,0,1,1,1
"352",0,1,0,0,1,1
"353",0,0,1,0,1,0
"354",0,1,0,1,1,1
"355",1,0,1,1,1,0
"356",1,1,0,0,1,0
"357",1,1,0,1,1,1
"358",0,0,0,0,0,1
"359",0,1,1,1,0,1
"360",1,1,0,0,0,1
"361",1,1,1,0,1,0
"362",1,0,1,0,1,1
"363",0,0,1,1,1,1
"364",0,0,0,0,1,1
"365",0,1,1,1,0,0
"366",0,1,1,0,0,0
"367",1,1,0,1,1,1
"368",0,1,0,0,1,1
"369",1,1,1,1,0,1
"370",1,1,1,0,0,0
"371",0,0,1,1,0,0
"372",0,1,0,0,0,0
"373",1,1,1,1,0,1
"374",0,0,0,1,1,1
"375",1,1,0,1,1,0
"376",0,1,1,0,1,0
"377",0,1,0,1,0,1
"378",0,1,0,0,1,0
"379",0,1,0,1,1,1
"380",1,1,1,1,0,0
"381",1,1,1,1,0,1
"382",1,1,1,0,1,1
"383",1,1,1,1,0,1
"384",1,0,1,1,1,1
"385",1,1,1,1,1,1
"386",0,1,0,0,1,0
"387",1,1,1,1,1,1
"388",0,0,0,0,0,1
"389",1,1,1,1,0,1
"390",1,1,0,0,1,1
"391",1,1,0,0,1,1
"392",1,0,1,1,0,1
"393",1,0,0,1,0,1
"394",1,1,0,1,1,0
"395",0,0,0,1,0,1
"396",1,1,0,1,1,1
"397",1,1,0,0,1,1
"398",0,1,1,0,0,1
"399",1,1,1,1,0,1
"400",1,1,1,1,0,0
"401",0,1,0,1,1,0
"402",1,1,1,1,0,1
"403",0,1,0,0,0,0
"404",1,1,0,1,0,1
"405",0,1,1,1,1,1
"406",1,1,1,1,1,1
"407",0,1,0,0,1,1
"408",1,1,1,0,1,0
"409",0,1,0,0,0,0
"410",1,1,1,1,0,1
"411",1,1,0,1,0,1
"412",0,0,0,1,0,1
"413",1,1,1,1,0,1
"414",0,0,0,1,0,1
"415",0,1,0,1,0,1
"416",1,1,1,0,0,1
"417",1,1,1,1,0,1
"418",0,0,0,1,1,1
"419",1,1,1,0,1,1
"420",1,1,1,1,1,1
"421",0,1,1,1,1,1
"422",1,1,1,1,0,1
"423",0,0,1,0,0,1
"424",1,1,0,1,1,0
"425",1,1,1,1,0,1
"426",0,1,0,0,1,1
"427",1,1,1,1,1,1
"428",1,1,0,1,0,1
"429",1,1,1,0,1,1
"430",1,1,0,1,1,1
"431",1,1,1,0,1,1
"432",0,1,1,0,0,1
"433",1,1,0,0,1,1
"434",0,0,1,0,1,0
"435",1,1,0,0,1,1
"436",1,1,1,1,1,1
"437",1,0,1,0,0,1
"438",0,1,1,1,0,1
"439",1,0,1,1,1,0
"440",1,1,1,1,1,1
"441",0,1,0,1,0,1
"442",1,1,1,1,0,1
"443",0,0,0,0,1,1
"444",0,0,1,0,0,0
"445",0,1,1,1,0,1
"446",1,1,0,1,1,1
"447",1,1,1,1,1,1
"448",1,1,1,1,1,1
"449",0,1,1,0,1,0
"450",0,1,1,0,1,1
"451",0,1,0,0,0,1
"452",0,1,1,1,1,1
"453",0,0,0,1,0,1
"454",1,1,0,1,1,1
"455",0,1,1,1,0,0
"456",1,0,0,1,1,1
"457",0,1,1,1,1,0
"458",0,1,0,0,1,0
"459",0,1,1,1,0,1
"460",1,1,1,1,0,1
"461",0,0,0,1,1,1
"462",1,1,0,0,1,0
"463",0,1,0,1,1,1
"464",0,1,0,1,0,1
"465",0,1,0,1,1,1
"466",1,1,1,1,0,0
"467",1,1,1,1,1,1
"468",0,1,1,1,0,1
"469",1,1,0,1,1,1
"470",1,0,1,1,0,1
"471",1,1,1,1,0,1
"472",0,1,1,0,0,0
"473",1,1,1,0,1,1
"474",1,1,0,1,1,1
"475",1,1,1,1,0,1
"476",1,1,0,1,1,1
"477",0,1,1,1,0,1
"478",0,1,0,0,1,1
"479",1,1,0,0,1,0
"480",0,1,1,0,0,1
"481",1,1,1,1,1,0
"482",1,1,1,1,1,1
"483",0,1,0,0,0,1
"484",0,1,0,0,1,1
"485",0,1,0,1,1,0
"486",1,1,1,1,1,0
"487",0,1,0,1,1,0
"488",1,1,1,1,0,0
"489",1,1,1,1,1,1
"490",1,0,0,1,0,0
"491",0,1,1,0,0,1
"492",1,1,1,1,0,1
"493",1,0,1,0,1,1
"494",1,1,0,1,0,1
"495",1,1,1,1,0,1
"496",1,1,1,1,0,0
"497",1,1,1,1,0,1
"498",0,1,0,0,1,0
"499",1,1,1,0,0,1
"500",0,1,0,1,0,1
"501",0,1,0,0,1,1
"502",1,1,0,0,1,0
"503",1,1,1,1,0,1
"504",0,1,0,1,1,1
"505",0,1,1,1,0,0
"506",1,1,1,0,1,1
"507",1,1,1,1,1,1
"508",1,1,1,0,0,0
"509",0,0,0,0,0,1
"510",1,0,0,0,1,1
"511",0,0,0,1,1,1
"512",1,1,1,1,0,1
"513",0,1,0,1,0,1
"514",1,1,0,1,1,1
"515",1,1,1,0,1,0
"516",0,1,1,0,1,1
"517",1,1,1,1,0,1
"518",1,1,1,0,1,1
"519",1,1,0,0,1,0
"520",1,1,1,1,1,1
"521",0,1,0,0,1,1
"522",0,0,0,0,0,0
"523",0,0,1,1,0,1
"524",0,1,1,0,0,1
"525",1,1,1,1,1,1
"526",1,1,1,0,0,1
"527",0,1,1,0,1,0
"528",1,1,0,1,0,0
"529",1,1,0,0,1,0
"530",1,0,1,1,1,1
"531",0,1,1,1,0,1
"532",0,0,0,0,0,0
"533",0,1,1,1,1,1
"534",1,1,1,0,1,1
"535",0,1,0,0,0,1
"536",1,1,1,0,1,1
"537",1,1,1,1,0,1
"538",0,1,0,0,1,0
"539",1,1,1,1,0,1
"540",1,1,0,1,1,1
"541",0,1,1,0,1,1
"542",0,1,1,1,0,1
"543",0,1,0,0,1,1
"544",1,1,1,1,1,1
"545",0,1,1,1,0,1
"546",1,0,1,1,0,0
"547",0,1,1,0,0,0
"548",1,1,1,1,1,0
"549",1,0,1,1,0,1
"550",0,0,0,1,0,0
"551",1,1,0,1,0,1
"552",0,1,1,1,1,0
"553",1,1,1,1,1,1
"554",0,1,1,1,0,0
"555",1,1,0,0,0,0
"556",1,1,1,1,0,1
"557",0,1,0,1,1,1
"558",0,1,0,1,0,0
"559",0,1,0,0,1,1
"560",0,0,1,1,0,0
"561",1,1,1,1,0,1
"562",1,1,0,1,1,0
"563",0,1,1,1,0,0
"564",0,1,1,1,0,1
"565",1,1,1,1,0,1
"566",1,1,1,1,0,1
"567",0,1,1,0,0,1
"568",1,0,0,1,0,1
"569",0,1,1,0,0,0
"570",1,1,1,1,0,1
"571",1,0,1,0,0,1
"572",1,1,1,1,1,1
"573",1,1,1,1,0,1
"574",1,1,1,1,1,1
"575",0,1,0,1,0,0
"576",1,1,1,0,0,0
"577",0,0,1,0,1,0
"578",0,0,1,1,0,1
"579",1,1,1,1,0,0
"580",1,0,0,1,0,1
"581",0,1,0,1,1,1
"582",0,1,0,1,0,1
"583",1,1,1,1,0,0
"584",1,1,0,1,0,0
"585",1,0,0,1,0,0
"586",1,1,1,1,1,1
"587",1,0,0,0,1,0
"588",0,1,0,0,0,0
"589",0,1,0,0,1,1
"590",0,1,0,0,1,1
"591",0,1,1,0,0,0
"592",1,1,1,1,0,1
"593",1,1,1,1,1,0
"594",0,0,0,1,1,0
"595",0,1,0,0,0,1
"596",0,1,0,0,0,1
"597",1,1,1,1,1,1
"598",0,0,1,1,1,0
"599",1,1,1,1,1,1
"600",0,1,0,0,1,1
"601",1,1,1,0,1,1
"602",1,1,1,0,1,1
"603",1,1,0,1,0,1
"604",1,1,0,1,0,0
"605",1,1,1,1,0,1
"606",1,1,1,0,1,1
"607",0,0,0,1,0,1
"608",0,1,0,1,0,1
"609",0,0,1,1,0,1
"610",1,0,1,1,1,1
"611",0,1,0,1,1,1
"612",1,1,1,0,1,0
"613",0,1,1,1,0,0
"614",0,1,0,0,1,0
"615",1,1,1,1,1,1
"616",1,1,1,1,1,1
"617",1,1,1,1,0,1
"618",1,1,1,1,1,1
"619",1,1,0,0,1,1
"620",1,1,0,1,0,1
"621",0,1,1,1,0,1
"622",0,1,1,0,0,1
"623",1,1,0,0,1,1
"624",0,1,0,0,0,0
"625",0,1,1,0,0,1
"626",1,0,1,0,1,0
"627",0,0,0,1,0,1
"628",0,1,0,1,0,1
"629",0,1,0,1,1,1
"630",1,1,0,1,0,0
"631",0,0,1,0,1,1
"632",1,1,0,1,1,1
"633",1,1,0,1,1,1
"634",1,1,1,0,1,1
"635",1,1,1,1,1,1
"636",0,1,1,1,0,0
"637",0,1,1,0,0,1
"638",0,1,0,0,1,1
"639",0,1,0,1,0,1
"640",0,0,0,0,0,0
"641",1,1,1,1,1,1
"642",1,1,1,1,1,1
"643",1,1,1,1,1,1
"644",0,1,0,1,1,1
"645",1,1,1,1,0,1
"646",0,0,1,1,1,1
"647",1,1,1,0,1,1
"648",0,0,0,1,0,1
"649",0,0,1,1,1,1
"650",1,1,0,1,0,1
"651",1,1,1,0,1,0
"652",0,1,1,1,1,0
"653",0,1,0,1,0,1
"654",1,1,1,1,1,0
"655",1,1,0,0,0,1
"656",1,0,0,1,0,1
"657",1,1,0,0,0,1
"658",0,0,1,0,0,1
"659",0,1,0,0,1,1
"660",0,0,1,1,0,0
"661",1,1,0,1,1,1
"662",1,1,0,1,0,1
"663",0,0,1,0,0,0
"664",1,1,1,0,0,1
"665",1,1,0,0,1,1
"666",1,1,0,0,1,1
"667",0,0,0,1,1,1
"668",0,1,1,0,1,0
"669",0,1,0,1,0,1
"670",0,1,1,1,0,1
"671",1,1,0,1,1,0
"672",1,1,0,1,0,0
"673",0,0,1,0,1,1
"674",1,1,0,1,1,1
"675",1,1,0,1,0,1
"676",0,1,1,0,0,0
"677",0,0,1,0,1,0
"678",0,0,0,1,1,1
"679",0,1,0,1,0,0
"680",1,1,0,1,1,1
"681",0,1,1,1,0,1
"682",1,1,1,1,0,1
"683",1,1,1,1,1,1
"684",0,0,1,1,0,1
"685",1,0,1,1,0,1
"686",1,1,0,1,0,1
"687",0,1,1,0,0,1
"688",1,1,1,1,0,1
"689",0,0,1,1,0,1
"690",1,0,1,0,0,1
"691",1,0,1,1,0,1
"692",1,1,1,1,0,1
"693",0,1,1,1,1,1
"694",0,1,0,0,1,1
"695",1,0,0,0,1,0
"696",0,1,1,1,1,1
"697",0,0,0,0,1,0
"698",1,1,0,1,1,1
"699",1,1,1,0,1,0
"700",0,1,1,1,0,1
"701",1,1,0,1,1,1
"702",1,0,0,0,0,0
"703",1,1,1,1,1,1
"704",0,0,1,1,0,1
"705",0,1,0,0,1,1
"706",1,1,1,1,0,1
"707",0,1,0,1,0,0
"708",0,1,1,1,0,0
"709",0,1,1,0,1,0
"710",1,1,1,0,1,1
"711",0,0,0,1,0,1
"712",0,1,0,1,0,1
"713",0,1,1,1,0,0
"714",1,1,0,0,1,0
"715",1,1,1,0,1,1
"716",1,1,1,1,1,0
"717",0,1,1,0,0,1
"718",1,1,1,1,1,1
"719",1,1,1,0,1,0
"720",0,1,1,1,0,1
"721",0,1,0,0,0,0
"722",0,1,0,1,1,1
"723",0,0,0,0,0,1
"724",1,0,1,1,0,1
"725",1,1,1,1,0,1
"726",0,1,1,0,1,0
"727",1,1,0,1,1,1
"728",0,0,0,0,0,0
"729",1,1,1,1,1,1
"730",0,1,0,0,1,0
"731",1,0,0,1,0,0
"732",0,1,1,1,1,1
"733",0,1,1,1,1,0
"734",0,1,0,1,1,1
"735",1,1,1,0,0,0
"736",1,1,0,1,1,0
"737",1,1,1,1,1,0
"738",0,1,1,1,1,1
"739",0,1,0,0,1,0
"740",0,0,0,0,1,1
"741",0,1,1,1,0,1
"742",1,1,1,1,1,1
"743",0,0,0,0,0,0
"744",1,1,1,1,0,1
"745",0,1,0,0,0,1
"746",1,1,0,1,0,1
"747",0,1,0,1,1,0
"748",1,1,1,0,0,0
"749",1,1,1,1,0,1
"750",1,1,1,1,1,0
"751",0,0,1,1,1,0
"752",0,1,1,1,0,0
"753",1,1,1,1,0,1
"754",0,1,1,1,0,1
"755",0,1,1,0,1,0
"756",1,1,0,1,0,1
"757",1,0,0,1,0,1
"758",1,0,1,1,0,1
"759",1,1,1,0,1,0
"760",1,1,1,1,1,1
"761",0,0,0,0,1,0
"762",0,1,0,0,0,0
"763",0,0,1,1,0,1
"764",1,1,0,0,1,1
"765",0,1,1,1,0,1
"766",0,1,0,0,0,1
"767",1,1,0,1,0,1
"768",1,1,0,1,1,1
"769",1,1,0,1,0,1
"770",1,1,1,1,0,1
"771",1,1,0,1,1,1
"772",0,1,1,1,0,1
"773",1,1,0,1,0,1
"774",1,1,1,1,1,1
"775",1,1,1,0,1,1
"776",0,1,1,0,0,1
"777",0,0,1,0,1,0
"778",1,1,1,1,1,1
"779",1,1,1,1,1,1
"780",1,0,1,1,1,1
"781",1,1,0,1,0,1
"782",1,1,1,0,0,1
"783",0,1,0,0,0,0
"784",1,1,1,1,1,1
"785",1,1,0,1,1,0
"786",1,1,1,1,0,1
"787",1,1,0,0,1,0
"788",1,1,0,0,0,1
"789",0,1,0,0,0,0
"790",1,1,1,0,0,1
"791",0,1,1,1,1,1
"792",1,1,1,1,1,1
"793",1,1,1,0,1,0
"794",0,1,0,1,0,1
"795",1,1,0,0,1,0
"796",1,1,0,0,0,1
"797",1,0,0,0,0,1
"798",0,1,1,1,1,1
"799",0,1,1,1,1,1
"800",1,1,1,1,0,1
"801",0,0,1,1,0,0
"802",0,1,0,0,0,1
"803",0,0,1,1,1,0
"804",1,1,0,0,1,1
"805",1,1,1,1,0,1
"806",1,1,0,1,1,1
"807",1,1,0,0,1,0
"808",1,0,1,1,1,0
"809",1,1,1,1,0,1
"810",1,1,0,1,1,1
"811",0,1,1,0,1,0
"812",1,0,1,0,1,0
"813",0,0,1,0,0,0
"814",1,1,0,1,0,0
"815",1,1,1,0,0,1
"816",1,1,0,1,1,1
"817",1,0,0,0,0,0
"818",1,0,1,1,1,0
"819",1,1,0,1,1,0
"820",1,1,0,0,0,1
"821",1,0,0,0,1,1
"822",1,1,1,1,0,0
"823",1,1,0,0,0,1
"824",0,1,1,0,0,1
"825",0,1,0,1,0,1
"826",1,1,1,1,1,1
"827",1,0,0,0,0,1
"828",0,1,1,1,0,0
"829",1,0,1,0,1,1
"830",0,1,1,1,0,1
"831",0,0,1,0,1,0
"832",1,1,0,0,1,1
"833",0,1,0,1,0,1
"834",1,1,0,1,1,1
"835",1,0,0,1,0,1
"836",1,1,1,0,0,1
"837",1,1,1,1,1,1
"838",0,1,1,1,0,1
"839",1,0,0,0,0,1
"840",1,1,1,1,1,1
"841",1,0,0,0,0,1
"842",1,0,1,1,1,1
"843",1,1,1,0,0,1
"844",0,1,1,0,1,1
"845",1,0,1,0,0,1
"846",1,1,1,0,0,0
"847",1,1,0,1,0,1
"848",1,1,0,0,1,1
"849",0,1,0,1,0,0
"850",1,1,1,1,1,1
"851",1,1,1,0,1,1
"852",0,1,0,0,1,1
"853",0,1,0,1,1,1
"854",0,0,0,1,0,1
"855",1,1,0,1,1,1
"856",0,1,0,1,0,1
"857",0,1,1,0,1,0
"858",1,1,0,1,1,1
"859",0,1,0,1,0,1
"860",1,0,0,0,1,1
"861",0,1,1,0,0,0
"862",1,1,1,1,1,1
"863",0,1,0,1,0,1
"864",1,0,1,0,1,1
"865",1,1,0,1,1,1
"866",0,1,0,1,0,1
"867",1,1,1,1,0,0
"868",1,1,1,1,1,1
"869",1,1,1,1,0,0
"870",0,1,0,0,0,1
"871",1,1,1,0,1,1
"872",0,1,1,0,1,1
"873",1,1,1,1,1,1
"874",0,1,1,1,0,0
"875",1,1,1,1,1,1
"876",0,1,0,0,0,1
"877",0,1,0,0,1,0
"878",1,1,1,1,0,1
"879",0,1,0,1,1,0
"880",1,1,1,0,0,1
"881",0,1,0,0,0,1
"882",1,1,0,1,1,0
"883",0,1,0,0,1,0
"884",0,1,1,0,1,1
"885",1,1,0,1,1,1
"886",1,0,1,1,0,1
"887",0,1,0,1,0,0
"888",1,1,0,1,1,1
"889",0,1,1,0,0,0
"890",1,1,1,1,0,1
"891",0,1,1,0,1,1
"892",1,1,0,0,1,0
"893",1,0,0,0,0,0
"894",0,1,1,0,0,0
"895",1,1,0,1,0,1
"896",0,1,1,1,1,1
"897",0,1,1,1,1,0
"898",1,1,1,1,0,1
"899",0,0,0,0,0,1
"900",0,0,1,0,0,1
"901",1,1,0,1,0,1
"902",0,1,1,0,0,1
"903",1,1,1,1,0,1
"904",1,1,0,1,1,1
"905",0,0,1,1,0,1
"906",0,1,1,1,0,1
"907",0,0,1,0,0,0
"908",0,1,1,0,0,1
"909",0,1,1,0,1,1
"910",0,1,0,0,1,1
"911",1,1,1,1,0,1
"912",1,1,1,1,0,1
"913",0,1,1,1,0,1
"914",1,1,1,0,1,1
"915",1,1,1,1,0,1
"916",1,1,1,1,0,0
"917",1,0,1,0,1,0
"918",0,0,0,1,1,1
"919",1,1,0,0,0,0
"920",1,1,0,0,1,1
"921",0,1,0,1,1,1
"922",0,1,1,1,0,1
"923",0,0,1,1,0,0
"924",1,1,1,1,0,1
"925",0,0,0,1,0,1
"926",1,1,0,0,1,0
"927",1,1,1,0,1,1
"928",0,1,0,0,1,1
"929",1,1,1,1,0,1
