"","V7221","V7202","V7206","V7215"
"1014",1,1,1,1
"1015",0,1,0,0
"1016",0,1,1,0
"1017",1,1,1,1
"1018",1,1,1,1
"1019",0,1,0,1
"1020",1,1,1,1
"1021",1,1,1,0
"1022",0,1,1,0
"1023",1,1,1,0
"1024",0,1,1,1
"1025",0,1,1,0
"1026",0,1,1,1
"1027",1,1,1,0
"1028",1,1,1,0
"1029",1,1,0,1
"1030",0,1,1,0
"1031",0,1,1,0
"1032",1,1,1,1
"1033",1,1,1,0
"1034",1,1,1,0
"1035",0,1,1,1
"1036",1,1,0,0
"1037",0,1,0,0
"1038",1,0,0,0
"1039",1,1,1,0
"1040",0,1,1,0
"1041",1,1,1,1
"1042",1,1,1,1
"1043",1,1,1,1
"1044",1,1,0,0
"1045",1,1,1,1
"1046",0,1,1,0
"1047",1,1,1,0
"1048",1,1,1,0
"1049",1,1,0,0
"1050",1,1,1,1
"1051",1,1,1,0
"1052",0,1,1,0
"1053",1,0,1,0
"1054",1,1,1,1
"1055",1,1,1,0
"1056",0,1,1,1
"1057",1,1,1,1
"1058",1,1,0,0
"1059",1,1,0,1
"1060",0,1,1,1
"1061",0,0,0,1
"1062",1,1,1,1
"1063",1,1,1,1
"1064",0,1,1,1
"1065",0,1,1,1
"1066",0,1,1,0
"1067",0,1,0,0
"1068",1,1,1,0
"1069",1,1,1,1
"1070",1,1,1,1
"1071",0,1,1,1
"1072",0,1,1,1
"1073",0,1,1,0
"1074",0,1,1,1
"1075",1,1,1,0
"1076",0,1,1,1
"1077",0,1,1,1
"1078",1,1,1,0
"1079",1,1,1,1
"1080",1,1,1,1
"1081",1,1,1,1
"1082",1,1,1,1
"1083",1,1,1,1
"1084",0,1,1,1
"1085",1,1,1,0
"1086",0,0,0,0
"1087",1,1,1,1
"1088",1,1,1,1
"1089",0,1,1,0
"1090",1,1,1,1
"1091",0,1,1,1
"1092",0,1,1,1
"1093",1,1,1,1
"1094",0,1,1,1
"1095",0,1,1,0
"1096",1,1,1,1
"1097",0,0,1,0
"1098",0,1,0,1
"1099",1,1,1,1
"1100",1,0,1,1
"1101",0,1,1,0
"1102",0,1,1,0
"1103",1,1,1,0
"1104",1,1,1,0
"1105",1,1,0,0
"1106",1,1,0,0
"1107",1,1,1,0
"1108",1,1,1,1
"1109",1,1,0,0
"1110",0,1,0,0
"1111",0,1,1,0
"1112",1,1,1,1
"1113",0,1,0,0
"1114",0,1,0,1
"1115",0,1,1,0
"1116",1,1,1,0
"1117",0,1,1,1
"1118",1,1,1,0
"1119",1,1,0,0
"1120",1,1,1,1
"1121",0,1,1,0
"1122",1,1,1,0
"1123",0,1,1,0
"1124",1,1,1,0
"1125",0,0,0,0
"1126",1,1,1,0
"1127",0,1,1,0
"1128",0,1,0,1
"1129",1,1,1,1
"1130",1,1,1,1
"1131",1,1,1,1
"1132",0,0,0,0
