"","V7221","V7215","V8527","V7202","V8512","V8526","V7206","V8509","V8530"
"35807",1,0,0,0,1,1,0,0,1
"35808",0,0,0,0,0,0,1,0,1
"35809",0,1,1,0,1,0,0,1,0
"35810",1,1,1,1,0,1,1,0,1
"35811",1,0,1,1,0,1,1,1,0
"35812",1,0,0,1,0,1,1,1,0
"35813",1,1,0,1,1,1,1,0,0
"35814",1,0,1,1,0,1,1,1,1
"35815",1,1,1,1,0,1,1,1,0
"35816",1,0,0,0,0,0,0,0,0
"35817",0,1,1,1,0,1,1,0,1
"35818",1,1,0,1,0,1,1,1,0
"35819",1,0,1,0,1,1,1,0,1
"35820",1,1,1,1,1,1,0,0,1
"35821",0,0,0,0,0,0,1,0,1
"35822",0,0,1,0,1,1,1,0,1
"35823",1,1,0,1,0,0,1,1,1
"35824",0,0,0,1,1,0,1,0,1
"35825",0,1,1,1,0,0,0,0,0
"35826",0,0,1,0,1,0,1,0,0
"35827",0,1,1,1,1,1,0,0,1
"35828",1,1,1,1,1,0,1,0,1
"35829",0,0,1,0,1,1,1,0,0
"35830",0,0,1,0,0,0,0,0,0
"35831",0,1,1,1,0,1,1,0,1
"35832",1,1,0,1,0,0,0,0,0
"35833",0,0,0,0,0,0,1,0,0
"35834",1,1,0,0,1,1,1,0,1
"35835",0,0,1,0,1,1,0,0,1
"35836",0,1,0,1,0,0,0,1,0
"35837",1,0,0,1,0,0,1,0,0
"35838",0,0,1,1,0,1,1,0,1
"35839",1,0,1,0,1,1,1,0,1
"35840",1,1,0,0,1,1,1,0,1
"35841",0,0,1,1,1,0,1,1,0
"35842",0,0,0,0,1,0,1,0,0
"35843",0,1,0,1,0,0,0,1,0
"35844",1,1,1,1,1,1,1,0,0
"35845",1,1,1,0,1,1,1,0,1
"35846",0,0,1,0,0,0,0,1,1
"35847",1,0,1,0,1,1,1,0,1
"35848",0,0,0,1,1,1,1,0,1
"35849",0,1,1,0,1,1,1,0,1
"35850",1,1,1,0,1,1,1,0,1
"35851",1,1,0,0,1,1,1,0,1
"35852",1,1,0,1,0,0,0,0,0
"35853",1,1,1,0,1,1,1,0,1
"35854",1,1,1,1,1,0,1,0,0
"35855",1,0,0,1,1,0,1,0,0
"35856",1,1,1,0,0,0,1,0,0
"35857",1,1,0,1,1,1,0,1,1
"35858",1,1,1,1,1,1,1,0,1
"35859",1,0,0,1,1,1,1,0,1
"35860",0,1,0,0,1,0,0,1,0
"35861",0,1,0,0,0,1,1,0,1
"35862",1,0,0,1,0,0,0,1,0
"35863",0,1,1,1,1,1,0,1,1
"35864",1,0,1,0,1,1,0,0,0
"35865",1,0,1,1,1,1,1,0,1
"35866",1,1,1,0,1,1,1,0,1
"35867",0,0,1,1,1,1,0,0,0
"35868",0,0,1,1,0,0,0,1,0
"35869",1,1,1,1,0,0,1,0,0
"35870",1,1,1,1,1,1,1,0,1
"35871",0,0,1,1,0,0,1,1,0
"35872",0,1,1,1,0,0,1,0,1
"35873",1,1,0,0,1,1,1,0,1
"35874",0,1,0,1,0,0,1,1,1
"35875",1,1,1,1,1,0,1,0,0
"35876",1,1,0,1,0,0,1,1,1
"35877",0,1,1,0,1,0,0,0,1
"35878",0,0,1,0,0,1,1,1,1
"35879",1,1,0,1,0,0,1,0,0
"35880",1,1,1,0,0,1,0,0,0
"35881",1,0,0,0,0,0,0,0,0
"35882",0,1,0,1,1,0,0,0,1
"35883",1,0,1,1,1,0,1,0,1
"35884",1,1,1,0,1,1,1,0,1
"35885",1,0,0,0,1,0,1,0,1
"35886",1,0,1,0,1,1,1,0,0
"35887",1,1,1,0,1,1,1,0,1
"35888",0,1,0,1,1,1,0,0,0
"35889",1,1,1,1,0,1,1,0,0
"35890",0,0,0,0,1,1,1,0,1
"35891",0,0,0,0,0,0,0,1,0
"35892",1,0,0,0,1,1,1,0,0
"35893",0,0,1,1,0,0,1,1,0
"35894",0,1,1,1,0,1,0,0,1
"35895",0,1,0,1,1,0,1,0,0
"35896",1,1,1,1,1,0,0,0,0
"35897",1,0,1,0,1,1,1,0,1
"35898",1,1,1,0,1,0,1,0,1
"35899",0,1,0,0,0,1,0,1,1
"35900",0,0,1,1,1,1,1,0,1
"35901",1,0,1,1,1,0,0,0,1
"35902",0,1,1,0,1,1,1,0,0
"35903",1,1,1,1,0,0,0,0,0
"35904",0,0,0,0,1,0,1,0,1
"35905",1,1,0,0,1,0,1,0,1
"35906",0,1,1,1,0,1,1,1,0
"35907",0,0,1,0,1,1,1,0,1
"35908",1,1,1,0,0,0,1,1,0
"35909",1,0,1,1,1,1,1,0,0
"35910",0,0,1,0,1,1,1,0,1
"35911",1,0,0,1,1,1,1,0,0
"35912",0,1,1,1,1,1,1,0,1
"35913",0,0,0,0,0,0,1,1,1
"35914",1,0,1,0,1,0,1,0,1
"35915",1,1,1,1,0,1,1,1,1
"35916",1,0,1,1,1,1,0,0,0
"35917",0,1,0,0,1,0,0,0,1
"35918",0,1,0,1,1,0,0,0,0
"35919",1,1,1,1,1,1,0,0,1
"35920",0,0,1,0,0,0,1,1,0
"35921",1,1,1,1,1,1,1,0,1
"35922",1,1,1,1,1,1,1,0,1
"35923",1,1,1,1,0,1,1,0,1
"35924",1,0,0,0,1,0,1,1,1
"35925",1,1,1,1,0,0,1,1,1
"35926",0,1,0,0,1,1,0,0,0
"35927",0,1,1,0,1,0,1,0,1
"35928",0,0,1,1,0,1,1,0,1
"35929",0,1,0,0,0,0,1,0,0
"35930",1,0,1,0,1,1,1,0,0
"35931",0,1,1,0,1,0,1,0,0
"35932",1,1,0,1,0,0,1,1,1
"35933",0,0,1,0,1,1,0,0,1
"35934",1,1,0,0,1,1,1,0,1
"35935",0,0,0,0,1,0,1,0,0
"35936",1,1,0,1,1,1,1,0,1
"35937",1,1,1,1,1,1,1,0,0
"35938",1,0,0,1,1,0,1,1,0
"35939",1,0,0,1,1,1,1,0,1
"35940",1,1,1,1,1,1,1,1,1
"35941",1,1,0,0,1,1,1,0,1
"35942",1,1,0,0,1,1,0,0,0
"35943",0,1,0,0,0,1,0,0,1
"35944",1,1,0,1,1,1,1,0,0
"35945",1,1,1,1,1,1,1,0,0
"35946",0,0,0,1,0,0,1,0,0
"35947",1,1,1,1,1,1,0,0,0
"35948",1,1,1,1,0,0,1,0,1
"35949",1,0,0,1,1,1,1,0,1
"35950",0,1,1,1,0,1,0,0,1
"35951",0,0,0,0,1,0,1,0,1
"35952",0,0,0,1,1,0,1,1,1
"35953",1,0,1,1,1,1,0,0,1
"35954",1,1,0,0,1,0,1,0,1
"35955",0,0,1,1,0,1,0,0,1
"35956",1,0,1,0,1,1,1,0,0
"35957",1,1,1,1,1,1,1,0,1
"35958",0,0,1,0,1,0,1,0,0
"35959",0,1,1,0,1,1,1,0,0
"35960",1,1,1,1,1,0,1,0,0
"35961",1,1,1,1,1,1,1,0,1
"35962",0,1,0,0,1,1,1,0,1
"35963",1,0,1,0,1,1,1,0,1
"35964",1,1,1,1,1,1,1,0,1
"35965",0,1,1,0,1,0,1,0,0
"35966",1,1,1,1,0,1,1,0,0
"35967",0,0,0,1,0,0,1,0,0
"35968",0,0,1,1,0,0,1,0,1
"35969",1,1,0,0,1,1,1,0,1
"35970",0,0,1,0,1,0,1,0,1
"35971",0,1,0,1,0,0,1,1,1
"35972",1,0,1,1,1,1,1,0,1
"35973",0,1,1,0,0,1,1,0,0
"35974",1,0,1,0,1,1,0,0,1
"35975",1,0,1,0,1,0,1,0,0
"35976",1,0,0,1,0,1,1,0,1
"35977",0,0,1,1,1,1,0,0,0
"35978",1,0,0,1,0,0,1,1,0
"35979",1,1,1,1,1,1,1,0,0
"35980",1,0,0,1,1,0,1,0,0
"35981",0,0,0,0,0,1,1,0,1
"35982",1,1,1,0,1,1,1,0,1
"35983",0,1,1,1,0,1,1,1,1
"35984",1,1,1,1,1,0,1,0,1
"35985",1,1,1,0,0,0,1,0,0
"35986",1,1,1,1,1,1,1,0,0
"35987",0,0,1,1,1,1,1,0,0
"35988",0,0,0,1,0,0,1,1,0
"35989",1,1,0,1,1,1,1,0,1
"35990",0,0,1,1,0,1,1,0,1
"35991",0,0,0,0,1,0,1,0,1
"35992",1,1,1,0,1,1,1,0,1
"35993",0,1,1,1,0,0,1,0,0
"35994",1,1,1,0,1,1,0,0,0
"35995",0,0,1,1,1,1,1,0,1
"35996",1,1,1,0,0,0,1,0,1
"35997",0,0,1,1,1,1,1,1,1
"35998",1,0,1,1,1,1,1,0,0
"35999",0,1,1,0,1,1,0,1,0
"36000",1,1,0,0,0,0,1,0,1
"36001",0,0,0,1,1,1,1,0,0
"36002",1,1,1,1,1,1,1,0,1
"36003",1,1,1,1,1,1,0,0,1
"36004",1,1,0,1,1,1,1,0,1
"36005",1,1,1,1,1,0,0,0,0
"36006",1,1,1,1,1,0,1,0,0
"36007",1,0,1,1,1,1,1,0,1
"36008",1,1,1,1,1,1,0,0,1
"36009",0,1,0,0,0,0,0,0,0
"36010",1,1,1,0,1,1,1,0,0
"36011",1,0,1,0,1,1,1,0,1
"36012",1,1,1,1,1,1,1,0,1
"36013",1,1,1,0,1,1,0,0,0
"36014",0,1,1,0,1,1,0,0,1
"36015",1,0,1,1,0,1,1,1,0
"36016",1,1,1,1,1,0,1,0,0
"36017",0,1,1,1,0,1,1,0,1
"36018",1,0,1,1,1,1,1,0,1
"36019",1,1,1,1,0,0,1,0,0
"36020",0,0,1,0,0,1,1,0,1
"36021",0,0,1,0,0,1,1,0,1
"36022",1,1,1,0,0,1,1,0,1
"36023",1,0,1,1,1,0,0,0,1
"36024",0,1,1,1,1,1,1,0,1
"36025",0,0,0,0,1,0,0,0,0
"36026",0,0,1,1,1,0,1,0,0
"36027",1,1,1,0,1,1,1,1,1
"36028",0,0,0,0,1,1,1,0,1
"36029",1,0,0,0,1,0,1,0,1
"36030",1,0,0,1,0,0,1,1,0
"36031",1,0,1,1,0,0,0,1,0
"36032",1,1,0,1,0,0,1,0,0
"36033",1,1,1,1,1,0,1,0,0
"36034",1,1,0,1,0,0,1,1,0
"36035",1,1,1,1,1,1,1,0,1
"36036",1,0,1,1,0,0,1,0,1
"36037",1,0,1,1,1,0,1,0,1
"36038",0,0,1,1,1,0,1,0,1
"36039",0,0,0,0,1,1,1,0,1
"36040",0,0,0,0,0,0,1,0,1
"36041",0,1,0,0,1,0,1,0,0
"36042",1,1,0,1,1,0,1,0,1
"36043",1,0,0,1,0,1,1,0,1
"36044",1,1,1,1,1,0,1,0,1
"36045",1,1,1,1,1,0,1,0,1
"36046",1,1,1,1,1,1,0,0,0
"36047",0,0,1,1,1,1,0,0,1
"36048",0,1,1,1,1,0,0,0,0
"36049",1,1,0,0,0,0,1,0,0
"36050",1,1,0,0,1,1,1,1,1
"36051",1,1,1,1,1,1,0,0,0
"36052",1,1,1,0,1,1,0,0,1
"36053",1,1,1,1,1,0,1,0,1
"36054",1,0,1,1,1,1,1,0,1
"36055",1,1,1,1,1,1,1,0,1
"36056",1,1,1,1,1,1,1,0,1
"36057",1,0,0,1,1,0,1,0,1
"36058",1,0,1,1,0,0,1,0,0
"36059",1,1,1,0,1,1,1,0,1
"36060",1,1,0,0,0,1,1,0,1
"36061",1,0,1,1,1,1,1,0,1
"36062",1,0,1,1,1,0,1,0,1
"36063",1,1,0,0,0,0,0,0,0
"36064",0,1,1,0,1,0,1,0,1
"36065",0,0,1,1,1,1,1,0,1
"36066",0,0,0,0,0,0,0,0,0
"36067",0,0,0,0,1,0,1,0,1
"36068",0,0,1,1,0,0,0,0,0
"36069",0,0,1,0,0,1,1,0,1
"36070",1,1,1,0,1,1,1,0,0
"36071",1,0,1,1,1,1,1,0,1
"36072",0,1,1,0,1,1,1,0,1
"36073",0,0,0,0,1,0,0,0,1
"36074",1,0,1,1,1,0,1,0,1
"36075",1,0,1,1,1,1,1,0,1
"36076",1,1,1,0,1,0,1,0,1
"36077",1,1,1,0,1,0,1,0,0
"36078",1,0,1,0,1,1,1,0,1
"36079",0,1,1,0,1,1,0,0,1
"36080",0,1,1,0,0,0,1,1,0
"36081",1,0,0,1,1,1,1,0,1
"36082",0,0,1,1,1,0,1,0,1
"36083",1,0,1,1,1,1,1,0,0
"36084",1,0,1,0,1,0,1,0,1
"36085",0,0,1,0,1,1,1,0,0
"36086",1,0,1,1,0,0,1,0,0
"36087",0,0,0,0,1,1,1,0,0
"36088",0,0,0,1,1,1,1,0,0
"36089",1,0,1,0,1,0,0,0,1
"36090",0,1,0,1,1,1,0,0,1
"36091",1,0,1,1,1,1,1,1,1
"36092",0,1,1,0,1,1,1,0,1
"36093",1,1,0,1,1,0,0,0,0
"36094",0,1,0,1,1,0,1,0,0
"36095",1,1,0,1,1,0,1,0,1
"36096",0,0,0,0,0,1,1,0,1
"36097",0,1,0,0,0,1,1,0,0
"36098",0,0,1,0,1,0,0,0,0
"36099",0,1,0,1,1,0,1,0,0
"36100",1,0,1,1,1,0,1,0,1
"36101",1,1,1,0,1,1,1,0,1
"36102",1,0,1,1,1,1,1,0,1
"36103",1,1,0,0,1,0,1,0,1
"36104",1,0,0,1,1,0,1,1,0
"36105",0,1,1,0,1,0,1,0,0
"36106",1,0,1,1,1,0,1,0,1
"36107",1,0,1,0,1,1,1,1,1
"36108",1,1,1,1,1,1,1,0,1
"36109",1,1,1,1,0,0,1,0,1
"36110",1,1,0,1,1,0,1,0,1
"36111",1,1,0,1,1,1,1,0,1
"36112",1,1,1,1,1,1,0,0,1
"36113",1,1,0,0,0,0,1,0,0
"36114",0,0,0,0,1,1,1,0,1
"36115",0,0,0,1,0,0,0,0,0
"36116",1,0,0,0,1,1,1,0,1
"36117",1,1,1,0,1,1,1,0,1
"36118",1,1,0,1,0,1,1,0,1
"36119",0,1,1,0,0,1,1,0,1
"36120",1,1,1,1,1,0,1,0,0
"36121",0,0,0,0,1,0,1,0,0
"36122",1,1,0,1,1,0,1,0,0
"36123",1,0,0,1,0,1,1,0,0
"36124",0,1,1,0,1,0,1,0,1
"36125",1,1,1,1,1,0,1,0,1
"36126",1,0,1,0,1,1,1,0,1
"36127",1,1,1,0,1,0,1,0,0
"36128",0,0,1,1,1,1,0,0,1
"36129",1,0,0,1,0,0,0,0,0
"36130",1,0,1,1,0,0,1,1,0
"36131",1,1,1,1,1,1,1,0,1
"36132",0,0,0,0,1,1,1,0,1
"36133",0,0,0,1,1,0,1,0,1
"36134",1,1,1,1,1,1,1,0,0
"36135",1,1,0,0,1,0,0,0,1
"36136",0,0,0,0,1,0,0,0,1
"36137",1,0,0,1,0,0,1,0,0
"36138",0,1,0,1,1,0,1,1,0
"36139",1,1,1,0,1,1,1,0,1
"36140",0,1,1,1,1,1,1,0,1
"36141",1,1,1,1,1,1,1,0,1
"36142",1,0,1,1,1,1,1,0,1
"36143",1,1,1,0,1,0,0,0,0
"36144",1,1,1,0,1,1,1,0,0
"36145",0,0,0,1,0,1,0,0,1
"36146",0,0,1,1,1,0,1,0,1
"36147",0,0,0,0,1,0,0,0,0
"36148",1,1,1,1,1,1,1,0,1
"36149",0,1,1,1,1,1,1,0,1
"36150",0,1,1,0,1,1,0,0,1
"36151",0,1,0,1,1,0,1,0,0
"36152",1,1,0,1,1,1,1,0,1
"36153",0,1,0,1,1,0,1,0,1
"36154",0,1,0,0,1,0,1,0,1
"36155",1,0,0,1,1,0,1,0,1
"36156",0,1,0,0,0,0,1,0,0
"36157",1,1,1,1,1,0,1,0,0
"36158",1,1,1,0,1,1,1,0,1
"36159",1,1,1,1,1,1,1,1,1
"36160",1,0,0,0,0,0,1,0,0
"36161",1,0,0,0,1,1,0,0,1
"36162",1,1,0,1,0,1,1,0,0
"36163",1,0,1,1,0,0,1,0,0
"36164",0,1,1,1,0,0,0,1,0
"36165",0,0,0,0,0,1,0,0,1
"36166",1,1,1,1,0,1,1,0,1
"36167",1,1,0,0,1,1,1,0,0
"36168",0,1,1,0,1,0,0,1,1
"36169",0,1,0,1,0,0,1,1,1
"36170",1,1,1,0,1,1,1,0,1
"36171",0,0,0,1,0,0,1,1,0
"36172",1,0,1,0,1,0,0,0,1
"36173",1,0,0,0,0,0,1,1,0
"36174",0,0,1,1,1,1,1,0,0
"36175",0,0,0,0,0,0,1,0,0
"36176",1,0,1,1,1,1,1,0,1
"36177",0,1,1,0,0,0,1,0,1
"36178",0,1,0,0,1,1,1,0,1
"36179",1,0,0,0,1,1,1,0,1
"36180",1,1,1,1,1,1,0,0,0
"36181",1,0,1,1,1,0,1,1,1
"36182",0,0,1,1,1,1,1,0,1
"36183",0,1,1,0,1,1,1,0,1
"36184",1,1,0,1,0,0,1,1,0
"36185",1,1,0,1,1,0,1,0,1
"36186",0,1,1,0,1,0,1,0,0
"36187",1,0,1,0,1,0,1,0,1
"36188",1,1,1,0,1,0,1,0,1
"36189",0,1,1,0,1,1,1,0,1
"36190",0,0,1,1,0,1,1,1,0
"36191",1,1,1,0,1,1,1,0,1
"36192",0,0,1,1,1,0,1,0,1
"36193",1,0,1,1,1,1,1,0,1
"36194",0,1,1,0,1,1,0,0,1
"36195",1,1,1,0,1,1,1,0,0
"36196",1,0,0,1,1,0,0,0,0
"36197",0,0,1,0,0,1,0,0,1
"36198",0,1,0,0,1,0,0,0,1
"36199",0,1,0,1,0,0,0,0,0
"36200",1,1,1,0,1,0,1,0,0
"36201",0,0,1,0,1,1,0,0,1
"36202",0,1,0,0,0,1,0,0,0
"36203",1,0,1,1,1,0,0,0,1
"36204",1,0,1,1,1,1,0,0,0
"36205",0,0,1,1,1,1,1,0,1
"36206",1,1,0,0,1,0,0,0,1
"36207",1,0,0,1,1,1,0,0,0
"36208",0,1,1,0,1,1,1,0,0
"36209",0,1,0,1,0,0,0,1,0
"36210",1,0,1,0,1,1,1,0,1
"36211",0,1,0,1,1,1,0,1,0
"36212",1,0,1,1,1,0,1,0,0
"36213",0,1,1,1,1,1,1,0,1
"36214",1,0,1,1,1,1,1,0,0
"36215",1,1,1,1,0,1,1,0,1
"36216",1,0,0,1,1,0,1,0,1
"36217",1,1,0,0,1,0,1,0,1
"36218",0,0,0,0,1,0,1,0,1
"36219",1,1,1,1,1,1,1,0,1
"36220",1,0,1,1,0,1,1,0,0
"36221",0,0,1,0,1,1,1,0,0
"36222",1,0,1,1,0,1,1,0,0
"36223",1,1,1,1,1,1,0,0,0
"36224",0,0,1,0,1,0,1,0,1
"36225",0,0,1,1,1,1,1,0,1
"36226",1,1,0,1,0,0,1,1,0
"36227",1,0,1,0,1,1,1,1,1
"36228",1,1,1,1,1,0,1,0,1
"36229",1,0,1,0,1,1,1,0,1
"36230",1,1,1,1,0,1,1,1,1
"36231",0,1,1,0,1,0,0,0,0
"36232",0,0,0,1,1,0,0,0,1
"36233",0,0,0,1,1,0,1,0,0
"36234",1,1,1,1,1,1,1,0,1
"36235",1,0,1,0,1,1,1,0,1
"36236",1,0,0,0,1,1,1,0,1
"36237",1,1,1,1,1,1,0,0,1
"36238",0,0,0,0,1,0,1,0,0
"36239",1,0,0,1,0,0,1,0,0
"36240",1,0,0,1,0,0,1,1,1
"36241",0,0,0,0,1,0,1,0,0
"36242",0,0,0,0,1,0,1,0,1
"36243",0,0,1,1,1,1,1,0,1
"36244",1,1,1,1,0,1,1,0,0
"36245",0,0,0,1,0,0,1,0,1
"36246",1,0,1,0,1,1,1,0,1
"36247",0,1,1,0,1,1,1,0,1
"36248",1,0,1,0,1,1,1,0,1
"36249",1,1,1,0,1,1,1,0,1
"36250",1,1,1,0,1,1,0,0,0
"36251",0,1,1,1,0,1,0,1,1
"36252",1,0,1,0,1,0,1,0,1
"36253",0,1,1,0,1,1,1,0,0
"36254",1,1,1,1,1,1,0,0,0
"36255",1,1,1,1,1,1,1,0,1
"36256",0,1,1,0,0,1,1,0,1
"36257",1,1,1,0,1,1,1,0,1
"36258",1,1,1,0,1,0,1,0,1
"36259",0,1,1,0,1,1,0,0,1
"36260",1,0,0,1,1,0,1,0,0
"36261",1,1,1,0,1,1,1,0,0
"36262",0,0,1,0,0,0,1,0,1
"36263",0,0,0,0,1,1,1,0,0
"36264",1,1,1,1,1,1,1,0,1
"36265",0,0,1,0,1,0,1,0,0
"36266",1,0,1,1,1,1,1,0,0
"36267",0,1,1,1,0,0,1,0,1
"36268",0,0,0,0,1,0,1,0,1
"36269",0,1,0,0,1,1,1,1,1
"36270",1,0,1,1,1,1,1,0,1
"36271",1,0,1,1,0,1,1,0,1
"36272",0,0,0,0,1,0,1,0,0
"36273",0,1,0,1,1,0,0,0,0
"36274",0,0,1,0,1,1,1,1,0
"36275",1,0,1,0,1,1,1,0,1
"36276",1,0,0,1,0,0,0,0,1
"36277",1,0,0,1,1,1,1,0,1
"36278",1,0,1,0,0,1,1,0,1
"36279",1,0,0,1,0,0,1,0,0
"36280",1,0,1,0,1,1,1,0,1
"36281",1,0,1,1,1,1,1,0,0
"36282",1,1,1,1,1,0,1,0,1
"36283",1,1,0,0,1,1,1,0,1
"36284",1,1,1,1,1,0,0,0,0
"36285",0,0,1,0,0,1,1,0,1
"36286",0,1,1,1,0,1,1,1,1
"36287",0,0,1,0,1,1,1,1,1
"36288",1,1,1,0,1,1,1,0,1
"36289",0,0,0,0,0,0,0,1,1
"36290",1,1,1,1,1,1,1,0,1
"36291",1,1,1,1,1,1,1,0,1
"36292",1,1,1,1,1,0,1,0,0
"36293",1,0,1,1,1,1,1,0,1
"36294",0,0,0,0,1,0,1,0,1
"36295",1,1,0,0,1,0,1,1,1
"36296",0,0,1,0,0,1,1,0,1
"36297",1,1,1,1,1,1,1,0,1
"36298",1,0,1,0,1,1,1,0,1
"36299",0,0,1,0,1,1,1,0,1
"36300",1,1,1,0,1,1,1,0,1
"36301",0,1,1,0,1,0,0,0,0
"36302",0,0,1,1,0,0,0,1,0
"36303",1,1,1,0,0,1,1,1,1
"36304",1,0,0,1,1,0,1,1,1
"36305",1,0,1,1,1,1,1,0,1
"36306",0,0,0,1,0,0,1,1,0
"36307",0,1,1,0,1,1,1,0,0
"36308",1,1,0,0,1,0,1,0,0
"36309",1,0,1,0,1,0,1,0,1
"36310",0,0,1,0,1,1,1,0,1
"36311",1,0,1,0,0,1,0,0,1
"36312",0,0,1,1,0,1,1,1,0
"36313",0,0,1,0,1,0,1,0,1
"36314",0,0,0,0,1,1,1,0,1
"36315",1,1,1,1,1,1,1,0,1
"36316",0,1,0,0,1,1,1,0,1
"36317",1,0,1,0,0,1,1,0,1
"36318",1,0,0,1,1,0,0,0,0
"36319",0,1,1,1,0,0,1,1,0
"36320",0,1,0,1,0,0,1,1,1
"36321",1,1,1,1,1,1,1,0,0
"36322",0,0,1,0,1,0,1,0,1
"36323",0,0,1,0,0,1,1,0,1
"36324",0,0,1,0,1,0,0,0,1
"36325",1,1,1,0,1,1,1,0,1
"36326",1,0,0,0,0,0,1,0,1
"36327",1,1,1,0,0,1,1,0,1
"36328",0,0,1,0,1,0,1,0,1
"36329",1,1,1,0,1,0,1,0,1
"36330",0,0,1,0,1,1,1,0,1
"36331",1,0,1,0,1,1,1,0,1
"36332",1,0,1,1,1,1,1,0,1
"36333",1,1,1,1,1,1,1,0,0
"36334",1,1,1,0,1,0,1,0,0
"36335",1,0,1,1,1,1,1,0,1
"36336",1,0,1,0,1,0,1,0,1
"36337",1,0,1,0,1,1,1,1,0
"36338",1,1,0,0,1,0,0,0,1
"36339",1,1,1,1,1,1,1,0,1
"36340",1,0,0,1,0,0,1,1,0
"36341",0,0,0,1,0,0,1,1,0
"36342",0,0,0,0,1,0,0,1,0
"36343",1,1,1,1,1,0,1,0,1
"36344",1,1,1,1,1,0,1,0,1
"36345",0,0,1,1,1,0,1,1,0
"36346",1,1,1,1,1,1,1,0,1
"36347",0,1,1,0,1,1,1,0,1
"36348",1,1,0,0,1,1,1,0,0
"36349",1,1,1,0,1,0,0,0,0
"36350",1,1,1,1,1,1,1,0,1
"36351",0,0,0,0,1,1,1,0,0
"36352",1,1,0,1,1,1,1,0,1
"36353",0,1,1,0,1,1,0,0,1
"36354",0,1,1,1,0,0,0,1,1
"36355",1,1,1,0,1,1,1,0,1
"36356",1,1,0,1,1,0,0,0,1
"36357",1,0,1,0,1,1,0,0,1
"36358",1,0,1,1,1,1,1,0,1
"36359",0,1,1,0,0,1,1,0,0
"36360",0,0,1,1,0,0,1,1,0
"36361",1,0,0,0,1,1,1,0,1
"36362",1,0,1,1,1,0,1,0,1
"36363",1,0,0,1,1,0,0,0,1
"36364",0,1,1,0,1,1,1,0,1
"36365",1,1,1,1,1,0,0,0,0
"36366",1,1,0,1,1,1,1,0,1
"36367",1,1,1,1,1,1,1,0,1
"36368",1,1,1,0,1,1,1,0,0
"36369",0,1,1,1,1,1,1,0,1
"36370",0,1,1,1,1,0,1,0,1
"36371",1,1,0,0,0,1,1,0,0
"36372",1,0,0,1,1,0,1,0,1
"36373",0,0,0,0,0,1,1,0,1
"36374",0,1,1,1,1,1,1,1,0
"36375",1,0,0,0,1,0,1,0,0
"36376",0,0,0,0,1,1,1,0,1
"36377",1,0,1,0,1,1,1,1,1
"36378",0,0,0,0,0,0,1,1,0
"36379",0,0,0,0,0,1,1,0,1
"36380",1,1,1,1,1,1,1,0,1
"36381",1,0,0,1,1,0,1,0,1
"36382",0,1,0,1,0,0,1,1,0
"36383",1,0,1,1,0,0,1,1,0
"36384",0,1,0,1,0,0,0,1,0
"36385",0,1,1,1,0,1,1,1,0
"36386",0,1,1,0,0,0,1,0,0
"36387",0,1,1,0,0,0,1,0,0
"36388",0,1,1,0,1,1,1,1,1
"36389",0,0,1,1,0,0,1,1,1
"36390",0,1,1,1,1,1,1,0,1
"36391",0,0,0,1,1,0,0,0,1
"36392",0,1,0,1,0,0,0,1,0
"36393",0,0,1,1,1,1,0,0,1
"36394",1,0,1,0,1,1,1,0,0
"36395",0,1,1,0,1,1,1,1,1
"36396",0,0,0,1,0,1,1,0,1
"36397",1,1,0,0,1,0,1,0,1
"36398",1,0,0,0,1,1,0,0,0
"36399",1,0,1,1,1,1,0,0,0
"36400",0,1,1,1,1,1,1,1,1
"36401",0,1,0,0,0,1,1,0,1
"36402",1,1,1,0,1,1,1,0,1
"36403",1,1,0,1,1,1,1,0,0
"36404",0,1,1,0,1,0,1,0,1
"36405",0,0,1,0,1,1,1,0,0
"36406",0,0,0,0,1,0,1,0,1
"36407",0,1,0,0,1,1,1,0,1
"36408",1,0,1,1,1,1,1,0,0
"36409",1,0,1,1,1,1,0,0,1
"36410",0,0,1,1,1,0,1,1,0
"36411",1,0,1,1,1,1,1,0,1
"36412",1,0,1,1,0,1,1,0,1
"36413",1,0,1,0,0,1,1,0,1
"36414",1,1,1,0,1,1,1,0,1
"36415",1,0,1,1,0,0,1,0,1
"36416",1,0,1,1,0,1,0,0,1
"36417",0,0,0,1,1,1,0,0,1
"36418",1,1,1,0,0,1,1,0,0
"36419",1,1,1,1,1,1,1,0,0
"36420",0,1,0,0,1,1,1,0,1
"36421",0,0,0,0,1,1,1,0,1
"36422",1,0,0,0,1,1,1,0,1
"36423",0,0,0,0,0,0,0,0,0
"36424",1,1,1,0,1,0,1,0,0
"36425",0,1,1,1,1,0,0,0,0
"36426",1,1,1,0,1,1,1,0,1
"36427",0,0,0,1,0,0,1,0,0
"36428",1,1,1,1,1,1,0,0,0
"36429",1,1,1,0,1,1,1,0,1
"36430",1,1,1,0,1,1,1,0,1
"36431",1,1,0,0,0,0,1,1,1
"36432",1,1,0,1,1,0,0,0,0
"36433",1,1,1,0,1,1,1,0,1
"36434",1,1,0,1,1,1,1,0,1
"36435",0,1,0,0,0,0,0,1,0
"36436",1,0,1,0,1,1,1,0,1
"36437",1,1,0,1,1,0,1,0,0
"36438",0,0,1,0,1,1,1,0,1
"36439",1,1,1,1,0,0,0,1,1
"36440",0,1,1,0,1,0,1,0,1
