"","V7221","V7215","V8527","V7202","V8512","V8526","V7206","V8509","V8530"
"2096",1,1,1,0,1,1,1,0,1
"2097",0,0,1,0,0,0,1,0,0
"2098",0,0,0,1,1,0,1,0,0
"2099",1,1,1,1,0,0,0,1,1
"2100",1,1,1,1,1,1,1,0,1
"2101",0,0,1,0,1,1,1,0,1
"2102",1,1,1,1,1,0,1,0,1
"2103",1,1,1,0,1,1,1,0,0
"2104",1,1,1,0,1,1,1,0,1
"2105",0,1,0,1,1,0,0,0,0
"2106",1,0,0,1,1,0,0,0,1
"2107",0,0,1,0,1,0,1,0,1
"2108",1,1,1,1,0,1,1,0,1
"2109",0,0,0,0,0,0,1,0,1
"2110",0,1,1,0,1,1,1,0,1
"2111",0,0,1,0,1,1,1,0,1
"2112",0,0,0,0,0,0,1,0,0
"2113",1,0,1,0,0,0,1,1,1
"2114",1,0,1,0,1,1,1,0,1
"2115",1,1,1,1,1,0,0,0,0
"2116",1,0,1,0,1,1,1,0,1
"2117",0,1,0,1,1,0,1,0,0
"2118",1,1,1,0,1,1,0,0,0
"2119",1,0,1,1,1,1,1,0,0
"2120",0,0,0,0,1,0,1,0,0
"2121",0,1,0,1,0,0,1,1,0
"2122",0,1,1,1,1,1,0,0,0
"2123",1,1,1,0,1,1,1,0,1
"2124",0,1,0,0,0,1,1,1,1
"2125",1,1,1,1,1,1,1,0,0
"2126",0,0,1,0,1,1,1,0,1
"2127",0,0,0,1,1,1,0,0,0
"2128",0,1,1,0,0,0,1,1,1
"2129",0,0,1,1,1,0,1,0,1
"2130",0,1,0,0,0,0,0,1,0
"2131",0,1,1,1,0,0,1,0,1
"2132",0,0,0,1,0,0,1,0,1
"2133",0,0,0,1,1,0,1,0,1
"2134",1,0,1,1,1,1,0,0,1
"2135",1,1,1,0,1,1,1,0,1
"2136",1,1,1,1,1,0,1,0,1
"2137",0,1,1,0,1,1,1,0,1
"2138",1,1,1,1,1,1,1,0,0
"2139",0,0,0,1,1,0,1,0,0
"2140",1,0,0,1,0,0,1,1,0
"2141",1,0,0,1,0,0,1,1,0
"2142",0,1,0,1,0,0,0,1,1
"2143",1,1,1,0,1,1,1,0,1
"2144",1,0,1,0,1,1,1,0,1
"2145",1,1,1,0,1,1,1,1,0
"2146",0,0,1,1,1,1,1,0,1
"2147",1,0,1,0,1,1,0,0,1
"2148",1,0,1,0,1,1,1,0,1
"2149",1,1,1,1,0,1,1,0,1
"2150",0,0,0,0,1,0,1,1,1
"2151",1,1,0,1,1,1,1,0,1
"2152",0,1,1,0,1,1,0,0,0
"2153",0,0,1,0,1,1,1,0,1
"2154",0,1,1,1,1,0,1,0,1
"2155",1,1,1,0,1,1,1,0,1
"2156",1,0,1,1,1,1,1,0,1
"2157",0,1,1,0,1,1,1,0,1
"2158",0,0,1,1,1,0,1,0,0
"2159",1,1,1,1,1,1,1,0,1
"2160",0,0,0,0,0,0,1,0,0
"2161",1,0,1,1,0,1,1,0,1
"2162",1,0,0,0,1,1,0,0,1
"2163",0,0,0,0,1,1,1,0,1
"2164",0,1,1,0,1,0,1,0,1
"2165",0,0,0,0,1,0,0,0,1
"2166",0,1,0,1,0,0,1,0,0
"2167",1,0,1,0,1,0,1,0,1
"2168",1,1,1,0,1,1,1,0,1
"2169",0,0,0,1,1,0,1,0,0
"2170",1,0,0,1,1,0,1,0,1
"2171",1,1,1,1,1,1,1,0,0
"2172",1,1,1,0,0,0,1,0,0
"2173",1,1,1,1,1,1,1,0,1
"2174",1,0,0,1,1,1,1,0,0
"2175",0,0,1,0,1,0,1,0,1
"2176",0,0,0,0,1,1,1,0,1
"2177",1,1,1,1,1,0,1,0,0
"2178",1,1,0,0,1,0,0,0,0
"2179",0,1,1,1,1,1,1,0,1
"2180",1,0,0,1,1,0,0,0,0
"2181",1,0,1,0,1,1,1,0,1
"2182",1,0,1,0,1,1,1,0,1
"2183",0,0,0,1,1,0,0,0,0
"2184",1,0,1,1,1,1,1,0,1
"2185",0,1,1,0,1,1,1,1,0
"2186",0,1,1,1,1,1,1,0,1
"2187",1,0,0,1,0,0,1,0,1
"2188",0,0,1,1,1,0,1,0,1
"2189",0,0,1,1,1,1,1,0,1
"2190",1,1,0,1,0,0,1,1,0
"2191",1,1,1,1,1,1,1,0,1
"2192",1,1,1,0,1,1,1,0,1
"2193",0,0,0,0,1,1,1,0,1
"2194",1,1,0,1,1,1,0,0,1
"2195",0,1,0,0,1,0,0,0,1
"2196",1,1,1,0,0,0,1,1,1
"2197",1,1,1,1,1,1,0,0,0
"2198",0,0,0,0,1,1,1,0,1
"2199",1,0,0,1,1,1,1,1,1
"2200",1,1,1,1,0,0,0,1,0
"2201",1,1,1,1,1,1,1,0,1
"2202",0,0,0,0,1,1,1,0,0
"2203",1,1,1,1,0,1,1,1,1
"2204",0,0,1,1,0,1,1,1,0
"2205",1,1,0,1,1,1,0,0,0
"2206",0,1,0,0,0,1,1,0,0
"2207",1,0,1,0,1,1,1,0,1
"2208",0,0,0,0,0,1,1,0,0
"2209",0,0,1,0,1,1,1,0,0
"2210",0,0,0,1,0,0,1,1,1
"2211",0,1,0,0,1,0,0,0,0
"2212",0,0,0,0,0,1,1,0,1
"2213",0,1,0,0,1,1,1,0,0
"2214",1,0,1,1,1,0,1,0,1
"2215",1,0,1,0,1,1,1,0,1
"2216",1,1,1,1,1,1,1,0,1
"2217",0,0,1,0,1,1,1,0,1
"2218",0,0,1,1,1,1,1,0,1
"2219",1,1,1,0,1,1,1,0,1
"2220",0,0,0,1,1,0,1,0,0
"2221",0,0,1,1,1,0,0,0,1
"2222",0,0,0,0,1,0,1,1,0
"2223",0,0,1,0,0,0,0,0,0
"2224",0,1,1,1,1,1,1,1,1
"2225",1,0,0,0,1,0,1,0,1
"2226",1,1,1,1,1,0,0,0,0
"2227",1,0,0,0,1,0,1,0,1
"2228",0,0,0,0,1,0,1,0,0
"2229",0,1,1,0,1,1,1,0,1
"2230",0,1,0,1,1,1,0,0,1
"2231",1,1,1,1,1,1,1,0,0
"2232",1,1,0,1,1,0,1,0,1
"2233",1,0,0,1,1,1,1,0,0
"2234",1,1,1,1,1,1,1,0,1
"2235",0,0,1,1,1,0,1,0,0
"2236",1,1,1,0,1,1,1,0,1
"2237",0,1,1,0,0,1,1,0,1
"2238",1,0,0,0,1,1,1,0,1
"2239",1,1,0,1,1,0,1,0,0
"2240",1,1,1,1,1,0,1,0,0
"2241",0,1,1,0,1,0,1,0,1
"2242",1,0,0,0,0,0,1,0,1
"2243",1,1,0,0,0,1,1,0,1
"2244",0,0,1,1,0,0,1,1,1
"2245",0,1,1,0,0,1,1,1,0
"2246",1,1,1,0,1,1,1,0,1
"2247",0,1,1,0,0,0,1,0,1
"2248",1,1,0,1,1,0,0,0,1
"2249",1,0,1,0,0,1,1,0,1
"2250",1,1,0,0,1,1,1,1,1
"2251",0,0,1,1,1,0,1,0,0
"2252",1,1,0,0,1,1,1,0,1
"2253",0,0,1,1,1,0,1,0,1
"2254",0,1,1,1,0,0,1,0,0
"2255",1,0,1,1,1,1,1,0,1
"2256",1,1,1,0,1,1,1,0,1
"2257",1,1,1,1,1,0,1,0,1
"2258",1,0,1,1,1,1,0,0,1
"2259",1,1,1,1,1,1,1,0,1
"2260",1,0,1,1,1,1,1,0,1
"2261",1,0,1,0,1,1,1,0,1
"2262",0,1,1,1,1,1,1,0,1
"2263",0,0,1,1,0,1,1,1,0
"2264",1,1,1,1,1,1,1,0,1
"2265",0,1,1,1,1,1,1,0,0
"2266",0,0,1,0,1,1,1,0,1
"2267",0,0,0,1,1,0,1,0,0
"2268",0,1,1,0,1,1,1,0,1
"2269",1,1,1,1,0,1,1,1,1
"2270",1,1,1,0,1,1,1,0,1
"2271",0,1,1,0,1,0,0,0,1
"2272",0,1,0,1,1,0,1,0,0
"2273",1,0,1,1,0,0,0,0,1
"2274",1,1,0,1,1,0,1,0,0
"2275",0,0,0,1,1,0,1,0,1
"2276",0,0,0,1,1,1,1,0,1
"2277",1,0,1,0,1,1,0,0,0
"2278",1,1,1,0,1,1,1,0,1
"2279",1,0,0,0,1,1,0,0,0
"2280",1,0,1,0,1,1,0,0,1
"2281",1,0,0,1,1,0,1,0,1
"2282",1,0,0,1,0,1,1,0,1
"2283",0,1,0,0,0,1,1,0,0
"2284",1,1,0,0,1,0,0,0,1
"2285",1,1,1,1,1,1,1,0,1
"2286",1,0,1,0,0,1,1,0,0
"2287",0,0,0,0,1,1,1,0,1
"2288",1,1,1,1,0,0,1,1,1
"2289",0,0,1,0,1,1,1,0,1
"2290",0,1,1,0,1,1,1,0,1
"2291",0,0,1,0,1,1,1,1,1
"2292",1,0,1,1,1,1,1,0,1
"2293",1,0,1,0,1,1,0,0,1
"2294",0,0,1,0,0,0,1,0,1
"2295",1,1,1,0,0,0,1,1,1
"2296",1,0,1,0,1,1,1,0,1
"2297",0,0,1,0,1,0,1,0,1
"2298",1,0,1,1,1,1,1,0,1
"2299",0,0,0,0,1,0,1,0,1
"2300",1,0,0,0,1,0,1,0,1
"2301",1,1,1,1,1,1,1,0,1
"2302",0,0,1,0,1,1,1,0,0
"2303",1,1,1,1,1,1,1,0,1
"2304",0,0,0,1,0,1,1,1,1
"2305",1,1,1,0,1,1,1,1,1
"2306",0,0,1,1,1,1,1,0,1
"2307",1,0,1,0,1,1,1,0,1
"2308",0,1,0,0,1,1,1,0,1
"2309",1,0,0,1,0,1,0,0,0
"2310",1,1,1,1,1,1,1,0,1
"2311",1,0,1,0,0,1,0,0,1
"2312",1,1,0,0,1,1,0,0,0
"2313",1,1,1,1,1,1,1,0,1
"2314",1,1,0,1,1,0,0,0,0
"2315",1,0,1,1,1,1,0,0,1
"2316",1,0,1,1,1,0,1,0,1
"2317",0,0,1,0,1,1,1,0,1
"2318",1,0,1,1,1,0,0,0,0
"2319",0,1,1,0,0,0,1,0,0
"2320",1,1,1,0,1,1,1,0,0
"2321",1,1,1,1,0,0,1,0,1
"2322",0,1,0,0,1,0,1,1,0
"2323",1,0,1,1,0,1,1,0,0
"2324",1,1,1,0,1,1,1,0,0
"2325",1,1,1,0,1,1,1,0,1
"2326",1,0,1,0,1,1,1,1,0
"2327",1,1,1,1,1,1,1,0,0
"2328",1,0,1,1,1,1,1,0,1
"2329",1,1,1,0,1,1,1,0,1
"2330",1,0,1,1,1,1,1,0,1
"2331",1,1,1,0,1,1,1,0,1
"2332",0,1,1,0,1,1,0,0,0
"2333",1,0,1,0,1,1,1,0,1
"2334",1,1,1,0,1,1,1,0,1
"2335",0,0,1,1,1,1,1,0,1
"2336",0,1,1,0,1,1,0,1,1
"2337",1,1,1,1,1,0,0,0,1
"2338",0,1,1,1,1,1,0,0,1
"2339",0,1,1,1,0,0,0,1,0
"2340",0,0,1,0,1,1,1,0,1
"2341",1,0,1,0,1,1,1,0,1
"2342",0,0,1,1,1,0,0,0,1
"2343",1,1,1,1,1,0,1,0,0
"2344",0,1,1,0,0,1,1,1,0
"2345",1,0,1,0,1,1,1,0,1
"2346",1,0,1,0,0,0,1,0,1
"2347",1,0,1,1,1,0,1,0,0
"2348",0,0,0,1,1,1,1,1,1
"2349",0,1,1,0,1,1,0,1,1
"2350",0,0,1,1,1,0,1,0,0
"2351",0,1,1,1,1,1,1,0,1
"2352",1,0,1,0,1,0,1,0,1
"2353",1,0,1,1,1,0,1,0,1
"2354",1,1,0,0,1,1,1,0,1
"2355",0,0,1,0,1,1,1,0,1
"2356",0,0,0,1,1,1,0,1,0
"2357",1,1,0,0,1,0,1,0,0
"2358",1,0,0,0,1,1,1,0,1
"2359",0,0,1,0,0,0,1,0,0
"2360",1,1,0,1,0,1,1,0,0
"2361",1,0,1,1,1,1,1,0,0
"2362",0,1,1,0,1,1,1,0,1
"2363",1,1,1,0,1,0,0,0,1
"2364",0,1,0,1,0,0,1,0,0
"2365",0,0,1,0,0,1,1,0,1
"2366",1,0,1,1,1,0,1,0,0
"2367",1,1,1,1,1,0,1,0,1
"2368",0,1,0,0,1,1,1,0,1
"2369",0,0,1,1,1,0,1,0,0
"2370",1,1,1,1,1,1,1,0,1
"2371",1,0,1,1,1,0,1,0,1
"2372",0,1,0,1,1,1,1,0,1
"2373",1,0,0,0,0,0,1,0,1
"2374",1,1,0,1,1,0,1,0,1
"2375",1,0,0,1,0,0,1,1,1
"2376",1,0,1,0,0,1,1,0,1
"2377",0,0,1,0,1,1,1,0,0
"2378",0,1,1,0,1,1,1,0,1
"2379",0,1,1,1,1,1,0,0,1
"2380",0,0,0,1,0,0,1,0,0
"2381",1,0,1,0,1,1,1,0,0
"2382",0,0,1,0,1,0,1,0,0
"2383",1,1,1,0,1,1,1,0,1
"2384",1,1,0,0,1,0,1,0,1
"2385",1,0,1,0,1,1,1,0,1
"2386",1,1,1,0,0,1,0,0,0
"2387",1,1,0,0,1,1,1,1,0
"2388",1,1,0,1,1,0,1,0,0
"2389",0,0,1,1,1,0,1,0,1
"2390",0,0,1,0,1,1,0,0,1
"2391",0,0,1,1,1,1,1,0,1
"2392",1,0,1,0,1,0,1,1,1
"2393",0,0,0,0,0,0,0,0,0
"2394",1,0,1,1,1,1,1,0,1
"2395",1,0,0,1,1,1,1,0,1
"2396",1,1,1,1,1,1,1,0,1
"2397",0,1,1,0,1,1,1,0,1
"2398",0,0,1,0,1,1,0,1,1
"2399",1,1,0,0,1,0,0,0,1
"2400",0,1,1,1,1,1,1,0,0
"2401",1,1,1,1,0,0,0,0,1
"2402",0,1,1,1,0,1,0,1,0
"2403",1,1,1,0,0,1,1,1,0
"2404",0,0,1,0,1,1,1,0,0
"2405",0,0,1,1,1,0,1,0,1
"2406",0,0,1,0,1,1,1,0,1
"2407",1,0,0,0,0,0,1,0,1
"2408",1,1,1,0,1,0,1,0,1
"2409",1,1,1,1,1,1,1,0,1
"2410",1,0,1,1,1,0,1,0,1
"2411",0,0,1,1,1,1,1,0,1
"2412",1,1,1,1,1,0,1,0,0
"2413",1,1,1,0,0,1,0,0,1
"2414",1,1,1,1,1,1,1,0,1
"2415",1,0,1,1,1,1,0,0,1
"2416",0,0,0,1,0,0,0,0,0
"2417",1,1,1,1,1,1,1,0,1
"2418",0,0,1,0,1,1,1,0,1
"2419",1,0,0,0,0,1,0,1,1
"2420",1,1,1,1,0,0,1,0,0
"2421",0,1,1,1,1,0,1,0,1
"2422",1,0,1,1,1,0,0,0,0
"2423",1,0,1,1,1,1,0,0,1
"2424",0,0,1,0,1,1,0,0,1
"2425",1,1,1,0,1,1,1,0,1
"2426",1,0,1,1,1,0,1,0,1
"2427",0,0,1,0,0,0,1,0,0
"2428",1,1,0,1,1,1,1,1,1
"2429",0,1,1,1,0,1,1,0,0
"2430",1,1,1,1,0,1,1,1,0
"2431",1,1,1,1,1,0,1,0,1
"2432",0,0,0,1,0,0,1,0,1
"2433",0,0,1,1,0,1,1,0,0
"2434",0,0,0,1,1,1,0,0,1
"2435",1,0,0,1,1,1,1,0,1
"2436",0,1,0,0,1,0,1,0,1
"2437",1,0,1,0,1,1,0,0,1
"2438",0,0,1,0,0,1,0,0,1
"2439",0,1,0,0,1,0,1,1,0
"2440",1,1,1,1,1,0,1,0,1
"2441",1,1,0,0,1,1,1,0,0
"2442",0,0,1,0,0,1,1,0,1
"2443",1,1,1,0,1,0,1,0,0
"2444",0,1,0,0,1,0,1,0,1
"2445",0,0,0,1,1,0,0,0,1
"2446",1,1,0,0,0,1,1,0,1
"2447",1,0,1,1,1,1,1,0,1
"2448",0,0,1,0,1,1,1,0,0
"2449",0,1,1,0,0,1,1,1,0
"2450",1,1,1,1,1,1,1,0,1
"2451",0,0,0,1,1,0,1,0,0
"2452",1,0,0,0,0,0,1,0,0
"2453",1,1,0,0,1,0,1,0,1
"2454",0,0,1,0,1,1,1,0,1
"2455",0,1,1,1,1,1,1,0,1
"2456",0,1,1,0,1,1,0,0,1
"2457",1,0,1,0,0,1,1,1,0
"2458",0,1,0,0,0,1,0,1,1
"2459",1,1,0,1,1,1,1,0,1
"2460",1,1,1,1,1,1,1,0,1
"2461",1,1,1,1,1,1,1,1,0
"2462",1,0,1,0,1,1,1,0,1
"2463",0,1,1,0,0,1,1,1,0
"2464",1,1,1,1,1,0,1,0,0
"2465",0,1,0,0,0,1,1,0,1
"2466",0,1,1,1,1,1,0,0,0
"2467",1,0,1,1,1,0,1,0,1
"2468",1,0,1,0,1,0,1,1,0
"2469",1,1,0,1,1,1,1,0,1
"2470",1,1,1,1,0,1,1,0,1
"2471",1,1,1,1,0,1,1,0,0
"2472",1,1,1,0,1,1,1,0,1
"2473",1,1,0,1,1,1,1,0,1
"2474",0,1,0,0,1,1,0,0,1
"2475",1,1,1,1,1,1,1,0,1
"2476",1,0,0,1,1,1,1,0,1
"2477",1,1,1,0,1,1,1,0,1
"2478",1,0,1,0,1,0,1,0,0
"2479",0,0,0,0,1,0,1,0,0
"2480",1,1,1,1,1,1,1,0,1
"2481",1,1,1,1,1,1,1,0,1
"2482",1,1,1,1,0,1,1,1,1
"2483",1,1,1,0,1,1,1,0,1
"2484",1,0,0,0,0,1,1,1,0
"2485",1,0,0,1,1,0,1,0,0
"2486",1,0,1,1,1,1,1,0,1
"2487",0,0,0,0,1,0,1,0,1
"2488",1,1,1,1,1,1,1,0,0
"2489",0,1,1,0,1,0,0,0,0
"2490",1,0,1,1,0,1,1,1,0
"2491",1,1,0,1,1,1,1,0,1
"2492",0,1,0,0,1,1,1,0,1
"2493",0,1,1,0,1,1,1,0,1
"2494",0,0,0,1,0,1,0,0,0
"2495",0,0,0,0,0,0,1,0,1
"2496",0,1,1,1,0,1,0,1,0
"2497",1,1,1,1,1,1,1,0,0
"2498",1,0,0,1,0,0,0,0,0
"2499",1,0,1,0,1,0,1,0,1
"2500",1,0,0,1,1,0,1,0,1
"2501",1,1,1,0,1,1,1,1,1
"2502",1,1,1,0,0,1,1,0,1
"2503",0,0,1,1,1,1,0,0,1
"2504",1,0,0,1,1,0,0,0,1
"2505",0,1,0,1,0,0,1,1,0
"2506",1,1,0,1,0,1,1,0,1
"2507",0,0,0,0,1,0,1,0,0
"2508",0,1,0,0,1,1,1,0,1
"2509",1,0,1,0,0,1,1,0,1
"2510",0,1,0,0,1,1,0,0,0
"2511",0,0,1,0,1,1,0,1,1
"2512",1,1,0,0,1,1,0,0,1
"2513",0,0,1,0,1,0,1,0,0
"2514",0,0,1,0,1,1,1,0,1
"2515",1,1,1,1,1,0,1,0,0
"2516",1,1,1,0,1,1,1,0,1
"2517",0,1,1,0,1,1,1,0,1
"2518",0,0,0,1,0,1,1,0,0
"2519",1,1,1,1,1,1,1,0,1
"2520",0,0,1,1,1,1,1,0,1
"2521",1,1,1,1,1,1,1,0,1
"2522",1,1,1,1,1,1,1,0,1
"2523",1,1,0,0,1,1,1,1,0
"2524",0,0,1,0,1,0,1,0,1
"2525",1,0,1,1,0,1,1,0,1
"2526",1,1,1,0,1,1,1,0,1
"2527",1,1,0,0,1,0,1,0,0
"2528",0,0,1,0,0,1,1,0,1
"2529",1,0,1,0,1,0,1,0,1
"2530",0,1,1,0,1,1,1,0,1
"2531",1,1,1,1,1,1,0,0,1
"2532",1,0,1,1,0,1,1,0,0
"2533",0,0,1,0,1,1,0,0,0
"2534",1,0,1,0,1,1,1,0,0
"2535",1,0,0,1,1,0,1,0,1
"2536",1,1,1,0,1,1,1,0,1
"2537",1,1,1,0,1,0,1,0,0
"2538",1,0,1,1,0,0,1,1,1
"2539",0,1,0,0,0,1,0,0,1
"2540",0,0,0,1,0,1,1,1,1
"2541",1,0,1,1,1,1,1,0,1
"2542",0,0,0,1,1,0,1,1,1
"2543",1,1,1,0,1,1,0,0,1
"2544",0,1,1,1,0,0,1,0,0
"2545",0,0,1,0,0,1,0,0,1
"2546",1,1,1,1,1,1,1,0,1
"2547",0,1,1,0,1,1,1,1,1
"2548",0,0,1,0,1,1,1,1,0
"2549",1,1,1,1,1,1,1,0,0
"2550",0,0,1,1,0,0,1,0,0
"2551",1,0,1,1,0,0,1,0,1
"2552",1,0,1,1,1,0,1,0,0
"2553",0,0,0,1,0,1,1,0,1
"2554",0,1,0,1,0,0,0,0,1
"2555",1,1,1,1,1,0,1,0,1
"2556",1,1,1,1,1,1,1,0,1
"2557",1,1,1,1,1,1,1,0,1
"2558",1,0,0,1,1,0,0,0,0
"2559",1,0,1,0,1,1,1,0,1
"2560",1,0,1,1,1,0,1,0,1
"2561",1,1,1,1,1,1,1,0,1
"2562",0,0,0,0,1,1,1,0,1
"2563",1,0,0,1,1,1,1,0,1
"2564",0,0,0,0,1,0,1,0,1
"2565",0,1,1,0,0,1,1,0,0
"2566",1,1,1,0,0,1,1,0,1
"2567",0,0,1,1,1,0,0,0,0
"2568",1,1,1,0,1,1,1,0,1
"2569",0,0,0,0,1,0,0,0,0
"2570",0,1,1,0,0,0,1,0,0
"2571",1,1,1,0,1,1,0,0,1
"2572",1,0,1,1,1,0,1,0,1
"2573",0,1,0,0,1,0,1,1,0
"2574",0,1,0,0,1,1,1,0,1
"2575",1,0,0,1,0,0,1,1,1
"2576",1,1,0,0,0,0,1,1,0
"2577",0,1,1,0,1,1,1,1,1
"2578",0,1,0,0,1,0,1,0,0
"2579",0,0,1,0,1,1,0,0,0
"2580",1,1,1,0,1,1,1,0,1
"2581",0,0,1,0,1,0,1,0,1
"2582",1,1,1,0,1,1,1,0,1
"2583",0,0,1,0,0,1,1,0,1
"2584",0,0,0,0,1,0,0,0,1
"2585",1,0,0,1,0,1,1,0,1
"2586",1,1,0,0,1,1,1,0,1
"2587",1,1,1,0,1,1,1,0,1
"2588",0,0,1,0,1,0,0,0,1
"2589",0,1,1,0,1,1,1,0,1
"2590",0,0,0,1,1,0,1,1,0
"2591",1,1,1,0,1,1,1,0,1
"2592",0,0,0,1,1,0,0,0,1
"2593",0,1,1,1,1,1,0,1,1
"2594",1,1,1,1,0,1,1,0,1
"2595",1,0,1,1,1,1,1,0,1
"2596",1,1,1,0,1,1,1,0,1
"2597",0,0,0,1,0,0,0,1,0
"2598",0,1,0,1,1,0,1,0,0
"2599",0,0,0,0,1,1,1,0,1
"2600",0,0,0,0,1,0,1,0,1
"2601",1,1,1,1,1,1,0,0,1
"2602",0,1,0,0,1,1,1,0,0
"2603",1,0,0,1,1,1,1,0,1
"2604",0,1,1,1,1,0,0,0,0
"2605",1,1,1,0,1,1,1,0,0
"2606",1,1,0,1,0,1,1,0,0
"2607",0,1,1,1,0,0,1,0,0
"2608",1,1,1,0,1,1,1,0,1
"2609",0,1,1,1,0,0,1,1,1
"2610",0,0,0,0,0,0,0,0,0
"2611",0,1,1,0,1,0,1,0,1
"2612",0,0,1,1,1,0,0,0,1
"2613",1,0,1,0,1,1,1,0,1
"2614",0,1,1,0,1,1,1,0,1
"2615",1,1,1,0,1,1,1,1,1
"2616",0,1,1,0,1,0,0,0,1
"2617",1,1,1,1,1,1,0,0,1
"2618",1,0,1,1,1,1,1,0,1
"2619",1,1,0,1,0,0,0,0,1
"2620",1,1,1,1,1,1,1,0,1
"2621",1,0,1,1,0,1,1,0,1
"2622",0,1,1,0,1,1,1,0,1
"2623",1,0,1,0,1,1,1,0,1
"2624",1,0,1,1,1,1,1,0,1
"2625",1,1,1,0,1,1,1,0,1
"2626",0,0,0,1,0,0,0,0,0
"2627",0,0,1,1,1,0,1,0,1
"2628",1,1,1,0,1,1,1,0,1
"2629",0,0,0,0,1,0,0,0,1
"2630",1,0,1,0,1,1,1,0,1
"2631",0,0,1,0,0,1,1,0,0
"2632",0,1,0,1,1,0,0,0,0
"2633",1,1,1,0,1,0,0,0,1
"2634",0,1,0,1,0,0,0,1,1
"2635",1,0,1,0,1,1,1,0,1
"2636",1,0,1,1,1,0,1,0,0
"2637",1,1,1,0,1,1,1,0,0
"2638",1,1,0,0,1,1,1,0,1
"2639",0,1,1,0,1,0,1,1,1
"2640",1,0,1,1,0,0,1,1,0
"2641",0,0,1,0,1,0,1,0,1
"2642",0,1,1,1,0,0,1,1,0
"2643",0,0,1,1,0,0,1,1,0
"2644",0,0,1,1,1,0,1,0,1
"2645",0,0,1,0,0,0,1,0,1
"2646",0,1,0,0,0,0,0,1,1
"2647",0,1,1,1,1,1,0,0,1
"2648",1,0,0,1,1,1,1,0,0
"2649",1,0,0,1,1,0,1,0,0
"2650",1,0,1,1,0,0,0,0,1
"2651",0,1,0,1,1,0,1,0,1
"2652",1,1,1,0,1,0,1,0,1
"2653",1,1,1,1,1,1,1,0,1
"2654",0,1,0,1,1,1,1,0,1
"2655",0,1,0,1,1,1,1,0,0
"2656",1,0,0,1,1,0,1,0,1
"2657",1,1,1,0,1,1,1,0,0
"2658",0,0,0,1,1,0,0,0,1
"2659",1,0,0,0,1,1,1,0,1
"2660",0,0,0,1,0,0,1,1,0
"2661",0,0,0,1,0,0,1,1,0
"2662",1,1,0,1,0,0,1,1,0
"2663",1,0,0,1,1,1,1,0,0
"2664",0,0,0,0,1,1,1,0,1
"2665",1,1,1,0,1,1,1,0,1
"2666",1,0,1,1,1,1,1,0,1
"2667",0,1,1,1,1,0,0,0,1
"2668",1,1,1,1,1,0,1,0,1
"2669",1,0,0,1,0,0,1,1,0
"2670",1,1,1,1,1,0,1,0,1
"2671",0,0,1,1,1,1,1,0,1
"2672",1,1,1,1,1,0,0,0,1
"2673",1,0,1,0,0,0,1,0,0
"2674",1,0,1,1,0,1,0,0,1
"2675",0,1,0,0,1,0,0,0,1
"2676",0,1,0,1,1,1,1,0,0
"2677",0,1,0,1,1,0,0,1,0
"2678",1,1,0,1,1,0,0,1,1
"2679",0,1,0,0,1,0,1,0,0
"2680",0,0,0,1,1,0,1,0,0
"2681",0,0,0,0,1,1,1,0,1
"2682",0,1,1,1,1,1,1,0,1
"2683",0,0,0,0,1,0,0,0,1
"2684",0,0,0,0,0,1,1,0,0
"2685",0,0,0,0,1,1,0,0,1
"2686",1,0,0,1,1,1,1,0,0
"2687",1,1,1,1,1,1,1,0,1
"2688",1,1,1,1,1,1,1,0,1
"2689",0,0,1,0,1,1,1,0,1
"2690",1,0,1,1,1,1,1,0,1
"2691",0,0,0,1,0,0,1,1,0
"2692",0,1,0,0,0,0,1,1,0
"2693",1,1,1,1,1,1,0,0,0
"2694",0,0,0,1,0,1,1,0,1
"2695",1,0,1,0,1,1,1,0,1
"2696",1,1,0,0,1,1,1,0,1
"2697",1,0,1,1,1,1,1,0,1
"2698",0,1,1,0,1,1,1,0,1
"2699",0,0,0,0,1,1,0,0,0
"2700",0,1,0,0,1,1,1,0,1
"2701",0,0,1,1,1,0,1,0,1
"2702",1,1,0,1,0,1,1,0,1
"2703",0,0,0,1,1,0,1,0,0
"2704",0,1,1,0,1,0,0,0,1
"2705",0,1,0,1,1,0,0,1,1
"2706",0,0,1,0,1,1,1,1,1
"2707",0,1,0,1,1,0,0,0,1
"2708",1,1,1,1,1,0,1,0,1
"2709",0,0,0,0,1,1,1,0,1
"2710",1,0,0,1,1,0,0,0,0
"2711",0,0,0,0,0,0,1,0,0
"2712",1,0,1,0,0,0,0,0,0
"2713",0,1,0,0,1,1,1,0,1
"2714",1,0,0,0,1,0,1,0,1
"2715",0,0,1,1,0,0,1,0,1
"2716",0,1,1,1,1,0,1,0,1
"2717",1,1,1,1,1,1,1,0,1
"2718",0,1,0,1,1,1,0,0,1
"2719",1,0,0,0,1,0,1,0,1
"2720",1,1,0,1,1,1,1,0,0
"2721",0,0,0,0,1,1,1,0,1
"2722",1,0,1,1,1,1,1,0,1
"2723",1,1,0,0,1,1,1,0,0
"2724",1,1,1,1,0,1,1,0,0
"2725",0,1,0,0,1,0,1,0,0
"2726",1,1,0,0,1,1,1,0,1
"2727",1,1,1,0,1,1,1,0,1
"2728",1,1,0,1,1,1,1,0,0
"2729",0,0,0,0,0,0,1,0,0
