"","V8517","V8502","V8527","V7552","V8512"
"13389",0,0,1,0,0
"13390",0,0,1,0,1
"13391",0,0,1,0,1
"13392",0,0,1,0,1
"13393",0,0,1,1,1
"13394",0,0,1,0,1
"13395",0,0,1,1,1
"13396",0,0,0,1,1
"13397",0,0,1,1,0
"13398",1,0,1,1,1
"13399",0,0,0,1,1
"13400",1,0,0,1,1
"13401",0,0,1,1,1
"13402",0,0,1,0,1
"13403",0,0,1,0,0
"13404",0,0,1,1,0
"13405",0,0,1,1,1
"13406",1,1,0,0,0
"13407",0,0,1,0,1
"13408",0,0,1,0,0
"13409",0,0,1,0,1
"13410",1,1,0,1,1
"13411",0,0,0,0,1
"13412",0,0,0,0,1
"13413",1,0,1,0,1
"13414",0,0,0,0,1
"13415",0,0,1,0,1
"13416",0,0,0,0,1
"13417",1,0,1,1,1
"13418",0,1,1,1,1
"13419",1,0,0,1,0
"13420",0,0,1,1,1
"13421",0,0,1,1,1
"13422",0,0,1,1,1
"13423",0,0,1,1,1
"13424",0,1,0,1,0
"13425",0,0,1,1,1
"13426",0,0,0,1,0
"13427",0,0,0,1,1
"13428",0,0,0,1,0
"13429",0,0,0,1,1
"13430",1,0,1,1,1
"13431",0,0,0,1,1
"13432",1,0,1,1,1
"13433",1,0,0,1,1
"13434",0,0,1,1,1
"13435",0,0,1,1,1
"13436",0,0,1,0,1
"13437",1,0,1,1,1
"13438",0,0,1,1,1
"13439",0,0,1,1,0
"13440",0,0,1,1,1
"13441",0,0,0,1,1
"13442",1,0,1,1,1
"13443",0,0,1,1,1
"13444",0,1,0,0,0
"13445",0,0,1,1,1
"13446",0,0,1,1,0
"13447",0,0,1,1,1
"13448",0,0,1,0,1
"13449",1,0,0,1,0
"13450",0,0,1,0,0
"13451",0,0,1,1,1
"13452",0,0,0,1,1
"13453",0,0,0,0,0
"13454",0,0,0,1,1
"13455",0,0,1,1,0
"13456",0,0,0,1,0
"13457",0,0,0,1,1
"13458",1,0,1,0,1
"13459",0,0,1,1,1
"13460",1,1,1,0,1
"13461",0,0,0,1,0
"13462",0,1,1,1,1
"13463",0,0,1,1,1
"13464",0,0,1,0,1
"13465",0,0,1,0,1
"13466",1,0,1,1,1
"13467",0,0,1,0,1
"13468",0,0,1,1,1
"13469",0,0,1,1,0
"13470",0,0,0,0,0
"13471",0,1,1,0,0
"13472",1,0,1,1,0
"13473",0,0,1,1,1
"13474",0,0,1,0,1
"13475",0,0,1,1,1
"13476",0,0,1,1,0
"13477",0,0,1,1,1
"13478",0,0,1,1,1
"13479",0,1,1,1,0
"13480",0,0,1,1,1
"13481",0,1,0,1,0
"13482",1,0,1,1,0
"13483",1,0,0,0,1
"13484",0,0,1,1,1
"13485",1,0,1,1,1
"13486",0,0,1,1,1
"13487",0,0,1,1,1
"13488",0,0,1,0,1
"13489",0,0,1,0,1
"13490",0,0,0,1,1
"13491",0,0,1,1,1
"13492",1,0,1,0,1
"13493",0,0,1,1,1
"13494",0,0,1,1,1
"13495",0,0,1,0,1
"13496",0,0,1,0,1
"13497",1,0,1,1,1
"13498",0,0,0,0,1
"13499",0,0,1,0,1
"13500",1,1,0,1,0
"13501",0,0,1,0,1
"13502",0,0,1,0,1
"13503",0,0,1,1,1
"13504",0,0,0,0,1
"13505",1,0,1,1,1
"13506",0,0,0,0,1
"13507",0,0,1,1,1
"13508",0,0,1,1,1
"13509",0,0,1,1,0
"13510",0,0,1,1,0
"13511",1,1,0,0,0
"13512",0,0,1,0,1
"13513",0,1,1,0,0
"13514",0,1,1,0,1
"13515",0,0,1,1,1
"13516",0,0,0,1,1
"13517",0,0,0,0,1
"13518",0,0,1,0,1
"13519",0,0,1,1,1
"13520",0,0,0,0,0
"13521",0,0,1,1,1
"13522",0,0,1,1,1
"13523",0,1,1,1,1
"13524",0,0,1,1,1
"13525",0,0,0,1,1
"13526",0,1,1,1,0
"13527",0,0,1,0,0
"13528",0,0,1,1,0
"13529",0,0,0,1,1
"13530",0,0,1,1,0
"13531",1,0,1,1,1
"13532",0,0,1,1,1
"13533",0,0,1,1,1
"13534",0,0,1,1,1
"13535",0,0,1,0,1
"13536",0,0,0,0,0
"13537",0,1,1,1,1
"13538",0,0,1,1,0
"13539",0,0,0,1,1
"13540",0,1,0,1,0
"13541",1,0,1,1,1
"13542",0,1,1,1,0
"13543",0,1,0,0,0
"13544",0,0,1,1,1
"13545",0,0,0,0,1
"13546",1,0,0,1,1
"13547",1,0,0,1,0
"13548",0,0,0,0,1
"13549",0,1,1,1,1
"13550",0,0,1,0,1
"13551",1,0,1,1,1
"13552",0,0,1,1,1
"13553",0,1,0,1,1
"13554",0,0,1,1,1
"13555",0,0,1,1,1
"13556",0,0,1,0,1
"13557",0,0,0,0,1
"13558",0,0,0,1,1
"13559",0,0,1,1,1
"13560",0,0,0,0,1
"13561",0,0,1,0,1
"13562",0,0,1,1,1
"13563",0,0,1,0,1
"13564",0,1,1,1,0
"13565",0,0,0,0,1
"13566",0,0,1,0,1
"13567",0,0,0,1,1
"13568",1,0,0,1,1
"13569",0,0,0,1,1
"13570",0,0,1,0,1
"13571",1,1,1,1,1
"13572",0,0,0,1,0
"13573",0,0,1,1,1
"13574",0,0,1,1,1
"13575",1,0,1,1,1
"13576",0,0,1,1,1
"13577",0,0,0,1,1
"13578",0,0,1,1,1
"13579",0,0,0,1,1
"13580",0,0,1,0,1
"13581",0,0,1,0,1
"13582",0,0,0,1,1
"13583",0,0,1,1,0
"13584",0,0,1,0,0
"13585",0,0,1,0,1
"13586",0,0,1,0,1
"13587",0,0,1,1,1
"13588",0,0,1,0,1
"13589",1,0,1,0,1
"13590",0,0,1,1,1
"13591",0,0,1,1,1
"13592",0,1,1,0,1
"13593",0,1,0,1,1
"13594",1,1,0,1,0
"13595",0,0,1,1,0
"13596",0,0,1,0,1
"13597",1,1,0,1,1
"13598",0,0,1,0,1
"13599",0,0,0,0,1
"13600",0,0,0,1,1
"13601",1,1,1,0,1
"13602",0,0,1,0,1
"13603",1,1,1,1,1
"13604",0,0,1,0,1
"13605",1,1,1,1,0
"13606",0,0,0,1,1
"13607",0,0,0,1,1
"13608",1,0,1,1,1
"13609",0,0,1,1,0
"13610",0,1,1,1,0
"13611",0,1,0,0,0
"13612",0,0,1,1,1
"13613",0,0,0,0,0
"13614",0,0,1,1,1
"13615",0,0,1,1,0
"13616",0,1,1,0,1
"13617",0,1,0,1,0
"13618",0,0,0,1,0
"13619",0,0,1,1,1
"13620",0,0,1,1,1
"13621",0,0,1,1,1
"13622",0,0,1,0,1
"13623",0,0,1,0,1
"13624",0,0,1,1,1
"13625",0,1,0,1,0
"13626",0,0,1,0,1
"13627",0,0,1,1,1
"13628",0,0,0,1,0
"13629",0,1,1,1,1
"13630",0,1,0,0,0
"13631",0,0,0,1,1
"13632",0,0,0,0,0
"13633",0,0,0,0,0
"13634",0,1,1,1,0
"13635",1,1,1,1,1
"13636",1,0,1,0,1
"13637",0,0,1,1,1
"13638",0,0,1,0,0
"13639",0,0,0,1,1
"13640",0,0,1,1,0
"13641",0,0,1,1,1
"13642",0,0,1,1,0
"13643",0,0,1,1,1
"13644",0,0,1,1,1
"13645",0,1,1,1,1
"13646",0,0,1,0,1
"13647",0,0,0,1,1
"13648",0,0,1,0,1
"13649",0,0,0,1,1
"13650",0,0,1,0,1
"13651",0,0,0,0,0
"13652",0,0,0,0,0
"13653",0,1,1,0,1
"13654",0,0,1,1,1
"13655",0,0,1,0,1
"13656",0,0,1,0,1
"13657",0,0,0,1,1
"13658",0,0,1,1,1
"13659",0,0,1,1,1
"13660",0,0,1,1,1
"13661",1,0,0,1,1
"13662",1,0,1,0,0
"13663",0,0,1,0,1
"13664",1,0,1,1,1
"13665",0,0,1,1,1
"13666",0,1,0,1,1
"13667",0,0,1,1,1
"13668",1,0,1,0,1
"13669",0,0,1,1,1
"13670",0,0,1,0,1
"13671",1,0,1,0,1
"13672",0,0,0,1,1
"13673",0,0,1,1,1
"13674",0,0,1,1,1
"13675",0,0,1,1,1
"13676",0,0,1,0,0
"13677",0,0,1,0,1
"13678",0,0,0,1,1
"13679",0,0,1,1,1
"13680",0,0,1,1,1
"13681",0,0,1,1,1
"13682",0,0,0,1,1
"13683",0,0,0,0,1
"13684",0,0,0,1,0
"13685",0,0,1,1,1
"13686",0,0,1,0,1
"13687",0,0,1,1,1
"13688",1,0,0,1,1
"13689",1,0,1,1,1
"13690",0,0,1,1,1
"13691",0,0,1,1,1
"13692",1,0,1,1,1
"13693",0,0,1,1,1
"13694",0,0,1,1,1
"13695",1,0,0,1,1
"13696",0,0,0,0,1
"13697",1,0,0,1,1
"13698",1,0,1,1,1
"13699",0,1,0,0,0
"13700",0,0,1,1,1
"13701",0,0,1,1,1
"13702",1,0,1,0,1
"13703",0,1,1,1,1
"13704",0,1,0,1,1
"13705",0,0,0,1,1
"13706",0,0,0,1,1
"13707",0,1,0,1,0
"13708",0,0,0,0,1
"13709",0,0,1,0,1
"13710",0,0,1,0,0
"13711",0,1,1,1,1
"13712",0,0,1,0,1
"13713",0,0,0,1,1
"13714",0,0,1,1,0
"13715",0,0,1,1,1
"13716",0,0,1,0,1
"13717",1,0,1,1,1
"13718",0,0,1,0,1
"13719",0,0,1,1,1
"13720",1,0,1,1,1
"13721",0,0,1,0,1
"13722",0,0,1,0,1
"13723",0,0,1,1,1
"13724",0,0,1,1,1
"13725",0,1,1,1,0
"13726",0,0,1,0,1
"13727",0,0,1,0,1
"13728",0,0,1,1,0
"13729",0,0,1,0,1
"13730",0,1,1,1,1
"13731",1,1,1,1,1
"13732",1,0,1,1,0
"13733",0,1,1,1,0
"13734",0,0,0,1,1
"13735",0,0,1,0,1
"13736",0,0,1,1,1
"13737",0,0,1,1,1
"13738",0,0,0,0,1
"13739",1,1,0,1,0
"13740",0,0,1,0,1
"13741",0,0,0,1,1
"13742",0,0,1,1,1
"13743",0,1,1,1,0
"13744",0,0,1,1,1
"13745",1,0,1,0,0
"13746",0,0,1,1,1
"13747",0,1,1,1,1
"13748",0,0,0,1,1
"13749",1,0,0,1,0
"13750",1,0,1,1,1
"13751",0,0,0,0,1
"13752",0,0,1,1,1
"13753",0,1,0,1,0
"13754",0,0,1,1,0
"13755",0,0,1,1,1
"13756",0,0,1,1,1
"13757",0,0,1,1,0
"13758",0,0,1,1,1
"13759",0,1,0,1,0
"13760",1,0,0,1,1
"13761",0,1,0,1,1
"13762",0,0,1,1,1
"13763",0,0,0,1,1
"13764",0,0,1,1,1
"13765",0,0,1,1,1
"13766",1,0,0,1,1
"13767",0,0,1,1,1
"13768",0,0,0,0,1
"13769",0,0,1,0,1
"13770",0,0,1,1,1
"13771",0,0,1,0,0
"13772",0,0,1,1,1
"13773",0,0,1,1,1
"13774",0,1,0,1,0
"13775",0,0,0,1,0
"13776",0,0,0,0,1
"13777",1,0,1,1,1
"13778",0,1,0,1,1
"13779",0,1,1,1,1
"13780",0,1,0,1,0
"13781",0,1,0,1,0
"13782",1,1,1,1,1
"13783",0,0,1,1,1
"13784",1,0,1,0,1
"13785",0,0,0,1,1
"13786",0,1,1,0,0
"13787",1,0,1,1,1
"13788",0,0,1,0,0
"13789",0,1,0,1,0
"13790",0,0,1,1,1
"13791",0,1,1,1,0
"13792",0,1,1,1,0
"13793",0,0,1,1,1
"13794",0,0,0,0,1
"13795",0,0,0,0,1
"13796",0,1,0,0,0
"13797",0,0,0,0,1
"13798",0,0,1,0,1
"13799",0,0,1,1,1
"13800",0,0,1,0,1
"13801",0,0,0,0,1
"13802",0,1,1,1,0
"13803",0,0,0,1,1
"13804",1,0,1,0,1
"13805",1,1,0,1,0
"13806",0,0,1,1,0
"13807",0,0,1,0,1
"13808",0,0,1,1,1
"13809",0,1,0,1,0
"13810",0,0,0,0,1
"13811",0,0,1,1,1
"13812",0,1,1,1,0
"13813",0,0,1,1,1
"13814",1,0,0,0,0
"13815",1,1,0,0,1
"13816",0,0,1,1,1
"13817",0,1,1,1,1
"13818",0,0,1,1,1
"13819",0,1,1,1,1
"13820",1,0,1,0,1
"13821",0,0,1,0,1
"13822",0,0,1,1,1
"13823",0,0,1,1,1
"13824",0,0,0,1,0
"13825",0,0,1,1,1
"13826",0,0,1,0,1
"13827",0,0,1,0,1
"13828",0,0,0,0,1
"13829",0,0,0,1,0
"13830",0,0,0,1,1
"13831",0,1,1,1,1
"13832",0,0,1,0,1
"13833",0,0,0,1,1
"13834",0,0,1,0,1
"13835",0,0,0,1,0
"13836",0,0,0,1,1
"13837",0,1,1,1,0
"13838",0,1,1,1,1
"13839",0,0,0,1,1
"13840",0,1,1,0,0
"13841",0,0,1,1,1
"13842",0,0,1,0,1
"13843",0,0,0,1,1
"13844",0,1,1,1,0
"13845",0,0,1,0,0
"13846",0,0,1,1,1
"13847",0,0,1,1,1
"13848",0,0,1,1,1
"13849",0,0,1,1,0
"13850",0,0,1,1,1
"13851",0,0,0,1,1
"13852",0,0,1,0,1
"13853",0,0,1,1,1
"13854",0,1,1,1,1
"13855",0,0,0,0,1
"13856",0,0,1,1,1
"13857",0,0,1,1,1
"13858",0,0,0,0,1
"13859",0,1,1,1,0
"13860",0,0,0,0,1
"13861",1,1,1,0,0
"13862",0,0,0,1,1
"13863",1,1,0,1,1
"13864",0,0,1,0,1
"13865",1,1,0,1,0
"13866",0,1,1,1,0
"13867",0,1,1,0,0
"13868",0,0,1,0,1
"13869",0,0,0,1,1
"13870",0,0,1,1,1
"13871",0,1,1,0,1
"13872",0,0,1,1,1
"13873",0,0,0,1,1
"13874",0,0,1,1,1
"13875",0,1,0,1,0
"13876",1,0,1,1,0
"13877",0,0,1,0,1
"13878",1,0,0,0,1
"13879",1,1,0,1,1
"13880",0,0,0,1,0
"13881",0,0,1,0,1
"13882",0,0,1,0,1
"13883",0,0,1,1,1
"13884",0,0,1,1,1
"13885",0,0,1,0,0
"13886",0,0,1,1,1
"13887",0,1,1,0,1
"13888",0,0,1,1,0
"13889",0,1,1,1,1
"13890",0,0,1,1,1
"13891",0,0,1,1,1
"13892",1,0,0,1,1
"13893",0,0,0,1,1
"13894",0,0,1,1,1
"13895",0,0,1,1,0
"13896",0,1,1,0,1
"13897",0,0,1,1,1
"13898",1,0,0,1,1
"13899",0,1,1,1,0
"13900",0,0,1,1,1
"13901",0,0,1,0,0
"13902",0,0,1,1,0
"13903",0,0,0,0,1
"13904",0,0,0,1,1
"13905",0,0,1,1,1
"13906",0,0,1,1,1
"13907",0,0,1,1,1
"13908",1,0,1,1,1
"13909",0,0,1,0,1
"13910",0,0,1,0,1
"13911",0,0,0,1,1
"13912",0,0,1,1,1
"13913",0,0,1,1,1
"13914",0,1,0,1,0
"13915",0,0,0,1,1
"13916",0,0,1,0,1
"13917",0,0,0,1,1
"13918",0,0,0,0,1
"13919",0,0,1,0,1
"13920",0,0,1,1,1
"13921",0,0,0,0,0
"13922",1,0,1,1,1
"13923",0,0,1,0,1
"13924",0,0,1,0,1
"13925",0,0,1,0,1
"13926",0,0,1,1,1
"13927",0,1,1,0,0
"13928",0,0,0,0,1
"13929",0,0,1,1,1
"13930",0,0,1,1,1
"13931",1,0,0,1,0
"13932",0,0,1,0,1
"13933",0,0,1,1,1
"13934",0,0,1,1,1
"13935",0,1,1,0,0
"13936",0,0,1,1,0
"13937",0,1,0,0,1
"13938",0,0,1,1,1
"13939",0,0,0,1,1
"13940",0,0,1,1,1
"13941",0,1,1,1,0
"13942",0,0,0,1,1
"13943",0,0,1,1,1
"13944",0,0,1,1,1
"13945",0,1,0,1,1
"13946",1,1,1,1,1
"13947",0,1,1,1,0
"13948",1,0,1,0,1
"13949",0,0,0,1,1
"13950",0,0,1,0,0
"13951",0,0,1,0,1
"13952",0,0,1,0,1
"13953",0,0,1,0,1
"13954",0,0,0,1,1
"13955",1,0,0,1,1
"13956",0,0,1,1,1
"13957",1,0,1,1,1
"13958",0,1,1,1,0
"13959",0,0,1,1,1
"13960",0,0,0,1,1
"13961",0,1,1,1,1
"13962",1,1,0,1,0
"13963",0,0,1,1,1
"13964",0,0,0,1,0
"13965",0,0,1,1,1
"13966",0,0,1,1,1
"13967",0,0,1,0,1
"13968",1,0,0,1,0
"13969",0,0,1,1,1
"13970",0,1,0,1,1
"13971",0,0,1,1,1
"13972",0,0,1,0,0
"13973",0,0,0,0,1
"13974",1,0,0,1,1
"13975",0,0,0,1,1
"13976",0,0,0,0,1
"13977",0,0,1,1,1
"13978",0,0,1,1,0
"13979",0,0,1,0,1
"13980",0,0,1,1,1
"13981",0,1,0,1,1
"13982",0,0,1,1,1
"13983",0,0,1,0,1
"13984",0,0,1,1,1
"13985",0,0,1,0,1
"13986",1,0,0,1,0
"13987",1,0,1,0,1
"13988",0,0,1,1,1
"13989",0,0,0,1,1
"13990",0,1,0,0,1
"13991",1,0,1,0,0
"13992",1,0,0,1,1
"13993",0,0,0,1,1
"13994",0,0,1,1,1
"13995",0,0,1,1,1
"13996",1,0,1,1,1
"13997",0,1,1,1,1
"13998",0,1,1,1,1
"13999",0,0,1,1,1
"14000",1,1,1,1,1
"14001",0,0,1,0,0
"14002",0,0,1,1,1
"14003",0,0,1,1,1
"14004",0,1,1,1,0
"14005",0,0,1,1,1
"14006",0,0,1,1,1
"14007",0,0,0,1,1
"14008",0,0,1,1,1
"14009",0,0,1,1,1
"14010",0,0,1,1,1
"14011",1,0,0,1,1
"14012",0,0,1,1,0
"14013",0,1,1,0,0
"14014",0,0,1,1,1
"14015",0,0,1,0,1
"14016",0,0,1,0,0
"14017",0,0,1,1,1
"14018",0,0,0,1,1
"14019",1,1,1,1,1
"14020",0,0,1,0,1
"14021",0,0,0,1,1
"14022",0,0,1,1,0
"14023",0,0,1,1,1
"14024",0,0,1,0,1
"14025",0,0,1,1,1
"14026",0,0,1,0,1
"14027",1,0,1,1,1
"14028",0,0,1,1,1
"14029",0,0,1,0,1
"14030",0,0,1,0,1
"14031",1,1,1,0,0
"14032",0,0,1,1,1
"14033",0,0,1,0,1
"14034",0,0,0,1,1
"14035",0,0,0,1,1
"14036",1,1,0,1,0
"14037",1,0,1,1,1
"14038",0,0,0,1,1
"14039",0,0,1,1,1
"14040",0,0,1,1,1
"14041",0,0,1,1,1
"14042",0,0,0,1,1
"14043",0,0,1,1,1
"14044",1,1,0,0,0
"14045",0,0,1,0,1
"14046",0,0,0,1,1
"14047",0,1,1,1,0
"14048",0,0,0,1,0
"14049",1,0,0,1,1
"14050",0,0,1,1,1
"14051",1,0,1,1,1
"14052",0,0,1,1,1
"14053",0,0,0,1,1
"14054",1,0,0,1,0
"14055",1,0,0,1,1
"14056",0,0,0,1,0
"14057",0,0,1,1,1
"14058",0,0,1,1,0
"14059",1,0,1,1,1
"14060",0,0,1,1,1
"14061",0,1,0,1,1
"14062",0,0,1,0,1
"14063",0,0,1,1,0
"14064",0,0,1,0,1
"14065",0,0,1,0,1
"14066",0,1,0,1,1
"14067",0,0,0,1,1
"14068",0,0,1,0,0
"14069",0,0,0,1,1
"14070",1,1,1,1,1
"14071",0,0,0,1,1
"14072",0,0,1,1,1
"14073",0,1,0,1,1
"14074",1,0,0,1,1
"14075",0,1,1,0,1
"14076",0,0,1,1,1
"14077",0,0,1,0,1
"14078",0,0,1,1,1
"14079",0,0,0,1,0
"14080",0,0,1,1,1
"14081",0,1,1,1,1
"14082",0,0,1,1,0
"14083",0,0,0,0,1
"14084",0,0,1,1,0
"14085",0,0,1,1,1
"14086",0,0,1,0,1
"14087",0,0,0,0,1
"14088",0,0,1,1,1
"14089",1,1,1,0,0
"14090",0,0,1,1,1
"14091",0,0,1,1,1
"14092",0,0,0,1,1
"14093",0,0,1,1,1
"14094",1,0,0,0,1
"14095",0,0,1,1,1
"14096",0,0,1,1,1
"14097",0,0,1,1,0
"14098",0,0,1,1,1
"14099",0,1,1,0,0
"14100",0,0,0,0,0
"14101",0,0,1,1,1
"14102",0,1,0,1,0
"14103",0,0,1,1,1
"14104",0,0,0,1,1
"14105",0,0,0,1,1
"14106",0,0,0,0,1
"14107",0,0,0,1,1
"14108",0,0,1,1,1
"14109",0,0,1,1,1
"14110",0,0,1,0,1
"14111",0,1,0,1,0
"14112",1,1,0,1,1
"14113",0,0,1,1,1
"14114",0,0,0,0,1
"14115",0,0,0,0,0
"14116",1,0,0,1,0
"14117",0,0,1,1,1
"14118",0,0,0,1,0
"14119",0,0,0,1,1
"14120",0,0,1,0,1
"14121",1,0,1,1,1
"14122",1,1,1,0,0
"14123",1,0,0,1,1
"14124",0,0,1,0,1
"14125",0,0,1,0,1
"14126",0,0,1,1,1
"14127",0,0,1,1,1
"14128",0,0,0,1,1
"14129",0,0,1,1,1
"14130",0,0,1,1,0
"14131",0,0,1,1,1
"14132",0,1,1,0,0
"14133",0,0,0,1,1
"14134",0,0,1,1,1
"14135",0,0,1,1,1
"14136",0,0,0,1,0
"14137",1,0,1,1,1
"14138",0,0,1,1,1
"14139",0,1,1,1,0
"14140",0,0,1,0,1
"14141",0,0,1,0,1
"14142",1,0,1,1,1
"14143",0,0,1,0,1
"14144",0,0,1,1,0
"14145",0,1,1,0,0
"14146",0,0,1,0,1
"14147",1,1,1,1,1
"14148",0,0,1,0,1
"14149",1,0,0,1,1
"14150",0,0,1,1,0
"14151",1,0,1,1,1
"14152",0,0,0,1,0
"14153",1,0,1,1,1
"14154",0,0,1,0,1
"14155",0,0,1,0,0
"14156",0,0,1,0,0
"14157",0,0,1,1,1
"14158",0,0,1,1,1
"14159",0,0,0,0,1
"14160",0,0,1,1,1
"14161",0,1,1,1,0
"14162",0,0,1,1,1
"14163",0,0,1,1,1
"14164",0,0,1,0,1
"14165",1,0,0,1,1
"14166",0,1,1,1,0
"14167",1,1,1,0,0
"14168",0,0,1,1,1
"14169",1,0,0,1,1
"14170",1,0,0,1,1
"14171",0,0,1,0,1
"14172",0,0,1,0,1
"14173",0,0,1,1,1
"14174",0,0,1,0,0
"14175",0,0,1,1,1
"14176",0,0,1,1,0
"14177",1,0,1,1,0
"14178",0,0,0,0,0
"14179",0,0,1,1,0
"14180",0,0,0,1,1
"14181",1,0,0,1,1
"14182",0,0,1,1,1
"14183",0,0,1,1,0
"14184",0,0,1,1,1
"14185",0,1,1,1,0
"14186",0,0,1,1,0
"14187",1,0,0,1,1
"14188",0,0,1,0,1
"14189",0,0,1,1,1
"14190",0,0,1,1,1
"14191",0,0,0,0,1
"14192",1,1,0,1,0
"14193",0,0,1,1,1
"14194",0,0,0,0,0
"14195",0,1,1,0,0
"14196",0,1,0,0,1
"14197",0,0,0,0,0
"14198",0,0,0,1,0
"14199",0,0,1,1,0
"14200",1,1,0,1,0
"14201",0,1,0,1,0
"14202",0,0,1,1,1
"14203",0,0,0,1,1
"14204",1,0,1,1,0
"14205",0,0,1,1,1
"14206",0,0,0,1,1
"14207",0,0,1,0,1
"14208",0,0,1,1,1
"14209",0,0,0,0,0
"14210",1,1,0,1,1
"14211",0,1,1,1,0
"14212",0,1,0,1,0
"14213",0,0,0,1,1
"14214",0,0,0,1,1
"14215",0,0,1,1,0
"14216",0,0,0,0,1
"14217",0,0,1,1,0
"14218",0,0,0,1,1
"14219",1,0,1,1,0
"14220",0,0,0,1,1
"14221",0,0,1,1,1
"14222",0,0,0,1,1
"14223",0,0,1,0,1
"14224",0,0,1,1,1
"14225",1,0,0,1,1
"14226",0,1,1,1,1
"14227",0,0,1,1,1
"14228",0,0,1,1,1
"14229",0,0,1,1,1
"14230",0,0,1,1,1
"14231",0,0,1,0,0
"14232",0,1,0,1,0
"14233",0,0,1,1,1
"14234",0,0,0,1,1
"14235",0,0,1,1,0
"14236",0,0,0,1,1
"14237",0,1,1,1,0
"14238",1,1,1,1,1
"14239",0,0,0,1,1
"14240",1,1,0,0,0
"14241",0,0,1,1,1
"14242",0,1,1,0,0
"14243",0,0,0,1,1
"14244",0,0,0,1,1
"14245",0,1,0,1,0
"14246",1,0,1,1,1
"14247",0,1,1,1,0
"14248",0,0,1,0,1
"14249",0,0,1,1,1
"14250",1,0,1,1,1
"14251",0,0,1,0,1
"14252",0,0,1,1,1
"14253",0,0,1,1,1
"14254",0,0,1,0,1
"14255",0,0,1,1,1
"14256",0,0,0,1,1
"14257",0,1,1,1,0
"14258",0,0,1,1,1
"14259",0,0,1,1,1
"14260",0,0,1,1,1
"14261",0,0,1,1,0
"14262",0,0,1,1,1
"14263",0,0,0,0,1
"14264",0,0,0,1,0
"14265",0,0,0,1,1
"14266",0,0,0,1,0
"14267",1,0,1,0,1
"14268",0,1,0,1,0
"14269",1,1,0,1,0
"14270",1,0,0,1,1
"14271",0,0,0,0,1
"14272",1,0,1,1,1
"14273",0,0,1,0,1
"14274",0,0,1,1,0
"14275",0,0,1,1,1
"14276",0,0,1,1,1
"14277",0,0,1,1,1
"14278",0,1,0,1,0
"14279",0,0,1,1,1
"14280",0,0,1,1,1
"14281",0,0,0,1,1
"14282",0,0,1,1,1
"14283",1,0,1,1,1
"14284",1,1,0,1,1
"14285",0,1,0,1,1
"14286",0,1,1,1,1
"14287",1,0,0,1,1
"14288",0,0,1,1,1
"14289",0,1,1,1,1
"14290",0,0,1,1,1
"14291",0,0,1,1,1
"14292",0,0,1,0,1
"14293",0,0,1,1,1
"14294",0,0,1,1,1
"14295",0,0,1,1,1
"14296",1,0,1,0,1
"14297",0,0,1,1,1
"14298",0,0,1,1,1
"14299",0,0,1,1,1
"14300",0,0,1,1,1
"14301",0,0,1,1,0
"14302",0,0,1,1,1
"14303",0,1,0,1,1
"14304",0,0,0,0,1
"14305",0,0,1,1,1
"14306",0,0,0,0,1
"14307",1,0,0,1,1
"14308",0,0,0,0,1
"14309",0,0,1,0,0
"14310",1,0,0,0,1
"14311",0,0,0,1,1
"14312",0,0,1,0,1
"14313",0,0,1,1,1
"14314",0,0,1,1,1
"14315",0,0,1,0,1
"14316",0,0,1,0,1
"14317",0,0,0,1,1
"14318",0,0,1,1,1
"14319",0,0,1,0,0
"14320",0,0,1,1,1
"14321",0,0,0,1,0
"14322",0,0,1,1,1
"14323",0,0,0,1,1
"14324",0,0,1,1,1
"14325",1,0,1,1,1
"14326",0,0,0,1,1
"14327",0,0,1,0,1
"14328",0,0,1,0,0
"14329",0,0,1,0,1
"14330",1,0,0,0,1
"14331",0,0,1,1,1
"14332",1,0,0,1,1
"14333",0,0,1,0,0
"14334",0,0,1,0,0
"14335",0,0,1,1,1
"14336",0,0,1,1,1
"14337",0,0,1,1,1
"14338",0,0,1,0,0
"14339",0,0,1,1,1
"14340",0,1,1,1,1
"14341",0,1,0,0,0
"14342",0,0,1,0,1
"14343",0,0,1,1,1
"14344",0,0,0,0,1
"14345",0,0,0,1,1
"14346",0,0,1,1,1
"14347",0,0,1,1,1
"14348",0,0,1,0,1
"14349",0,0,1,0,1
"14350",0,1,1,1,0
"14351",0,0,1,1,0
"14352",0,0,1,1,0
"14353",0,0,1,1,1
"14354",0,0,1,1,0
"14355",0,0,1,1,1
"14356",0,1,0,0,0
"14357",0,0,1,1,1
"14358",0,0,1,1,1
"14359",0,1,0,0,0
"14360",0,1,0,1,1
"14361",0,0,1,0,1
"14362",0,0,1,0,0
"14363",0,0,0,1,1
"14364",0,0,1,1,1
"14365",0,0,1,0,0
"14366",0,0,0,1,1
"14367",0,0,1,1,1
"14368",0,0,0,0,1
"14369",0,0,1,1,1
"14370",1,0,1,1,1
"14371",0,0,1,1,1
"14372",0,0,1,1,0
"14373",1,0,1,1,1
"14374",0,0,1,1,1
"14375",1,1,0,1,0
"14376",0,0,1,0,1
"14377",1,0,1,1,1
"14378",0,0,1,1,1
"14379",0,0,1,1,1
"14380",0,0,1,0,1
"14381",0,0,0,1,1
"14382",1,0,0,1,1
"14383",0,1,1,1,1
"14384",0,0,1,1,1
"14385",0,0,1,0,1
"14386",0,0,1,1,1
