"","V8517","V8502","V8527","V7552","V8512"
"30158",0,0,1,0,0
"30159",0,0,0,1,0
"30160",0,1,0,1,0
"30161",0,0,1,1,1
"30162",0,0,1,1,1
"30163",1,1,0,1,1
"30164",0,0,1,1,1
"30165",0,0,1,1,0
"30166",0,0,0,0,0
"30167",0,0,1,1,0
"30168",0,0,1,1,1
"30169",0,0,0,1,0
"30170",1,0,1,0,0
"30171",0,0,0,1,0
"30172",0,1,0,1,0
"30173",0,0,0,1,0
"30174",1,1,0,1,0
"30175",0,1,0,1,0
"30176",0,0,1,0,1
"30177",0,0,1,1,0
"30178",1,0,1,0,0
"30179",0,0,1,0,0
"30180",1,1,1,1,1
"30181",1,1,0,1,1
"30182",0,1,0,1,0
"30183",1,0,0,1,0
"30184",0,1,0,1,0
"30185",1,1,0,1,0
"30186",0,0,1,0,0
"30187",0,0,1,0,1
"30188",0,0,0,0,1
"30189",1,0,1,1,1
"30190",0,0,1,0,1
"30191",0,0,1,1,1
"30192",0,0,1,1,1
"30193",0,0,1,0,1
"30194",1,0,0,0,1
"30195",0,0,1,1,1
"30196",0,1,1,0,0
"30197",0,0,0,1,1
"30198",1,0,0,0,0
"30199",0,0,1,1,1
"30200",0,0,1,1,1
"30201",0,1,0,1,1
"30202",1,1,0,1,0
"30203",0,1,0,0,0
"30204",0,0,0,1,0
"30205",0,0,1,1,1
"30206",0,0,1,1,1
"30207",0,0,1,1,1
"30208",0,0,1,1,1
"30209",0,0,1,1,1
"30210",0,0,1,1,1
"30211",0,0,1,0,1
"30212",0,0,1,1,1
"30213",1,0,0,1,0
"30214",0,0,1,1,1
"30215",0,0,1,1,1
"30216",0,0,1,0,1
"30217",0,1,0,1,1
"30218",0,0,0,1,1
"30219",0,0,1,1,1
"30220",0,0,0,0,1
"30221",0,0,1,1,1
"30222",0,0,0,1,1
"30223",0,0,1,1,0
"30224",0,1,0,1,1
"30225",0,0,1,1,1
"30226",0,0,1,1,0
"30227",0,0,0,0,1
"30228",0,1,1,1,1
"30229",0,1,0,1,0
"30230",1,0,0,1,1
"30231",0,0,0,1,0
"30232",1,0,0,1,1
"30233",1,0,1,1,1
"30234",0,0,0,1,0
"30235",0,1,1,1,0
"30236",0,0,0,1,1
"30237",0,1,1,0,1
"30238",0,0,1,0,1
"30239",0,0,1,0,1
"30240",0,0,1,1,1
"30241",0,1,0,1,0
"30242",0,0,0,1,0
"30243",0,0,1,1,0
"30244",0,0,1,1,1
"30245",0,0,1,1,1
"30246",0,0,1,0,1
"30247",1,0,0,1,1
"30248",0,0,1,0,1
"30249",0,1,0,1,1
"30250",0,0,1,1,1
"30251",1,0,0,1,1
"30252",0,1,0,1,0
"30253",0,1,0,1,1
"30254",0,0,0,1,0
"30255",0,0,1,1,1
"30256",0,0,1,1,1
"30257",0,0,1,1,1
"30258",0,0,1,1,1
"30259",1,1,1,1,0
"30260",0,1,0,1,0
"30261",0,0,1,1,1
"30262",0,0,1,1,0
"30263",1,1,1,1,0
"30264",1,1,0,1,0
"30265",0,1,1,1,0
"30266",0,0,1,1,1
"30267",0,1,1,0,0
"30268",0,0,1,1,1
"30269",0,0,1,1,1
"30270",0,0,0,1,1
"30271",1,0,0,0,1
"30272",0,1,1,1,0
"30273",0,1,1,1,1
"30274",0,0,1,1,1
"30275",0,1,1,0,0
"30276",0,1,0,1,1
"30277",0,0,1,1,1
"30278",0,0,1,0,1
"30279",0,0,1,1,1
"30280",0,0,1,1,1
"30281",0,0,0,1,1
"30282",0,0,1,0,1
"30283",0,1,1,1,1
"30284",0,1,1,1,1
"30285",0,0,1,0,1
"30286",0,0,1,1,0
"30287",0,1,1,1,1
"30288",1,0,0,1,0
"30289",0,0,0,1,1
"30290",0,0,0,1,1
"30291",1,1,1,0,0
"30292",0,0,1,1,1
"30293",1,0,1,1,1
"30294",0,0,0,1,1
"30295",0,0,1,0,1
"30296",0,0,1,0,1
"30297",0,0,1,1,1
"30298",0,0,0,1,0
"30299",0,0,1,1,1
"30300",0,0,1,1,1
"30301",0,1,0,1,1
"30302",0,0,0,0,1
"30303",0,1,1,1,1
"30304",0,0,1,1,1
"30305",1,0,0,1,1
"30306",0,0,0,0,1
"30307",1,1,1,1,0
"30308",0,0,1,1,0
"30309",0,0,1,1,0
"30310",0,0,1,1,1
"30311",0,0,1,0,1
"30312",0,0,0,1,1
"30313",0,0,0,1,1
"30314",0,0,1,0,1
"30315",0,0,1,1,1
"30316",0,0,1,1,1
"30317",0,0,1,1,1
"30318",0,0,1,1,1
"30319",0,0,1,1,1
"30320",0,0,1,1,1
"30321",1,0,1,1,0
"30322",0,0,0,1,0
"30323",0,0,0,1,1
"30324",0,0,1,1,1
"30325",0,0,1,0,1
"30326",0,0,0,0,1
"30327",0,0,0,0,1
"30328",0,0,1,0,1
"30329",0,0,1,1,1
"30330",0,1,1,1,1
"30331",0,1,1,1,1
"30332",0,0,0,1,1
"30333",1,1,0,0,1
"30334",0,0,0,1,0
"30335",1,0,1,1,1
"30336",0,0,1,1,1
"30337",0,0,0,1,1
"30338",0,0,1,1,1
"30339",0,0,1,1,0
"30340",0,1,1,1,1
"30341",0,0,1,1,1
"30342",0,0,0,1,0
"30343",0,1,1,0,0
"30344",0,0,0,1,0
"30345",0,0,1,1,1
"30346",0,0,0,1,1
"30347",1,1,1,1,0
"30348",0,0,1,1,1
"30349",0,0,1,1,1
"30350",0,0,1,1,1
"30351",1,1,0,1,0
"30352",0,0,1,1,1
"30353",1,0,1,1,0
"30354",0,1,0,1,0
"30355",0,1,0,1,1
"30356",0,0,1,1,0
"30357",1,0,1,0,1
"30358",0,0,1,1,1
"30359",0,0,0,0,1
"30360",0,0,1,1,1
"30361",0,0,1,0,1
"30362",0,0,1,0,1
"30363",0,0,0,0,1
"30364",0,0,1,1,0
"30365",0,0,0,1,1
"30366",0,0,0,1,1
"30367",0,0,1,1,0
"30368",0,0,1,1,1
"30369",0,0,0,1,0
"30370",0,1,1,1,1
"30371",0,0,1,1,1
"30372",0,0,1,1,1
"30373",0,0,0,1,1
"30374",0,0,1,1,1
"30375",0,0,1,1,1
"30376",0,0,1,0,1
"30377",0,0,1,1,1
"30378",0,0,1,1,1
"30379",0,0,1,0,1
"30380",0,0,1,1,1
"30381",0,0,0,1,0
"30382",0,1,0,1,0
"30383",0,0,1,1,1
"30384",0,0,1,1,1
"30385",0,1,0,1,0
"30386",0,0,1,0,1
"30387",0,1,1,0,1
"30388",0,0,1,1,1
"30389",0,0,1,1,1
"30390",0,1,1,1,0
"30391",0,1,1,1,0
"30392",0,1,1,1,0
"30393",0,0,1,1,1
"30394",0,0,0,1,0
"30395",0,0,1,1,1
"30396",0,1,1,1,0
"30397",0,0,0,1,1
"30398",0,0,1,1,1
"30399",0,1,1,0,0
"30400",1,1,1,1,0
"30401",0,0,0,1,1
"30402",0,0,0,1,0
"30403",0,0,1,1,1
"30404",0,1,0,1,0
"30405",0,1,0,1,1
"30406",0,1,1,1,1
"30407",0,0,0,1,1
"30408",0,0,1,1,1
"30409",1,1,0,1,1
"30410",0,1,0,1,0
"30411",0,1,0,1,0
"30412",1,1,0,1,0
"30413",0,0,0,0,1
"30414",0,0,1,0,1
"30415",0,0,1,1,1
"30416",0,0,1,1,0
"30417",0,0,0,0,1
"30418",1,0,1,0,1
"30419",0,1,0,1,0
"30420",0,0,1,0,1
"30421",0,1,1,1,0
"30422",0,0,1,0,1
"30423",0,0,1,1,1
"30424",0,0,0,1,1
"30425",0,0,0,1,0
"30426",1,0,1,1,1
"30427",0,0,0,1,1
"30428",0,0,1,0,1
"30429",1,0,1,1,1
"30430",0,0,1,1,1
"30431",1,0,1,1,1
"30432",0,0,1,1,1
"30433",0,0,1,0,1
"30434",0,0,1,1,1
"30435",0,0,0,1,1
"30436",0,1,1,1,1
"30437",1,0,1,1,1
"30438",1,0,0,1,0
"30439",0,0,1,1,1
"30440",0,1,0,1,1
"30441",0,0,0,0,0
"30442",0,1,0,1,0
"30443",1,0,1,1,1
"30444",0,0,1,1,1
"30445",0,1,0,1,1
"30446",0,1,1,1,0
"30447",1,0,1,1,1
"30448",0,0,1,1,1
"30449",0,0,0,1,1
"30450",0,0,0,1,1
"30451",0,0,1,1,1
"30452",0,0,1,0,1
"30453",0,1,1,1,1
"30454",0,1,1,1,1
"30455",0,0,1,1,1
"30456",0,0,1,1,0
"30457",1,0,1,0,0
"30458",0,0,1,1,1
"30459",0,0,1,1,1
"30460",0,0,0,1,0
"30461",0,0,1,1,1
"30462",0,1,0,1,1
"30463",1,1,0,1,0
"30464",0,0,1,1,0
"30465",0,1,0,1,0
"30466",0,0,0,1,1
"30467",0,0,0,1,0
"30468",0,0,1,1,0
"30469",0,1,1,1,0
"30470",0,0,1,1,0
"30471",0,0,1,1,1
"30472",0,0,1,1,1
"30473",1,1,1,1,1
"30474",0,0,1,1,1
"30475",1,1,0,0,1
"30476",0,0,0,1,1
"30477",0,0,0,1,1
"30478",0,1,0,1,0
"30479",0,0,1,1,0
"30480",0,0,1,0,1
"30481",0,0,1,1,1
"30482",1,1,1,1,1
"30483",0,0,1,0,1
"30484",0,0,1,1,0
"30485",0,0,1,1,1
"30486",0,0,1,1,1
"30487",0,1,0,0,0
"30488",0,0,1,0,1
"30489",0,0,0,1,0
"30490",0,0,1,1,1
"30491",0,0,1,0,1
"30492",0,0,0,1,0
"30493",0,1,1,0,0
"30494",0,0,1,1,1
"30495",0,0,0,1,0
"30496",0,0,0,1,1
"30497",0,0,1,1,1
"30498",0,0,1,1,0
"30499",1,0,1,1,1
"30500",0,0,1,1,1
"30501",0,0,0,1,0
"30502",0,1,0,1,0
"30503",1,0,1,1,1
"30504",0,0,1,1,1
"30505",0,0,0,1,0
"30506",0,0,1,1,1
"30507",0,1,1,1,0
"30508",1,1,1,1,0
"30509",0,0,0,0,1
"30510",0,0,1,0,1
"30511",0,1,1,1,0
"30512",0,1,1,1,1
"30513",0,0,0,1,1
"30514",0,1,0,1,0
"30515",0,0,1,1,1
"30516",0,0,1,1,1
"30517",0,0,0,1,1
"30518",0,1,0,1,1
"30519",0,1,1,0,0
"30520",0,0,1,1,0
"30521",0,0,1,1,1
"30522",0,1,1,1,1
"30523",0,0,1,1,1
"30524",0,0,1,1,1
"30525",1,0,0,1,1
"30526",0,0,0,1,0
"30527",0,0,1,1,1
"30528",0,0,1,1,1
"30529",0,0,1,1,1
"30530",0,1,0,0,1
"30531",0,0,0,1,1
"30532",0,0,0,1,1
"30533",1,1,1,1,1
"30534",0,0,0,1,0
"30535",0,0,0,0,1
"30536",0,1,1,1,0
"30537",0,1,0,1,0
"30538",0,1,0,0,1
"30539",0,1,1,1,0
"30540",0,0,1,1,0
"30541",0,0,0,1,1
"30542",0,0,1,1,1
"30543",0,0,1,1,1
"30544",1,1,1,1,0
"30545",0,0,1,1,1
"30546",0,0,0,1,1
"30547",0,0,1,0,1
"30548",0,0,1,1,1
"30549",0,0,1,1,1
"30550",0,0,1,1,1
"30551",0,0,0,1,1
"30552",0,0,1,0,1
"30553",1,0,1,1,1
"30554",0,0,0,1,0
"30555",0,0,1,1,1
"30556",0,0,0,0,1
"30557",0,0,1,1,1
"30558",1,1,0,1,0
"30559",0,1,0,1,0
"30560",1,0,1,1,0
"30561",0,1,0,1,1
"30562",0,0,0,1,1
"30563",0,0,0,1,1
"30564",0,0,1,1,1
"30565",0,0,1,1,1
"30566",0,1,1,0,1
"30567",0,0,0,1,0
"30568",0,1,1,1,0
"30569",0,0,1,0,0
"30570",0,0,1,1,1
"30571",0,0,1,1,1
"30572",0,0,1,0,1
"30573",0,0,0,0,1
"30574",0,0,1,1,1
"30575",0,1,0,1,0
"30576",0,1,1,1,1
"30577",0,0,1,0,1
"30578",0,0,1,0,1
"30579",0,0,1,1,1
"30580",0,0,1,1,0
"30581",0,0,1,0,1
"30582",0,0,1,1,0
"30583",0,0,1,1,1
"30584",0,0,0,1,0
"30585",1,0,0,1,1
"30586",0,0,0,1,1
"30587",0,0,1,0,1
"30588",0,0,0,1,0
"30589",0,0,1,0,1
"30590",0,0,0,1,0
"30591",1,0,1,1,1
"30592",0,0,1,1,1
"30593",0,1,1,1,1
"30594",0,0,1,1,1
"30595",0,0,1,1,1
"30596",0,0,1,1,1
"30597",1,0,0,1,1
"30598",1,1,1,1,0
"30599",0,0,1,0,1
"30600",1,0,1,1,1
"30601",0,0,0,1,0
"30602",0,0,1,1,1
"30603",1,1,1,1,0
"30604",1,0,0,1,1
"30605",0,0,0,1,1
"30606",0,0,1,1,1
"30607",0,0,1,1,0
"30608",0,0,1,1,1
"30609",1,0,1,1,1
"30610",0,1,1,1,1
"30611",0,0,1,1,0
"30612",0,0,0,1,1
"30613",0,0,0,1,0
"30614",0,0,1,0,0
"30615",0,0,1,1,1
"30616",0,1,0,0,1
"30617",1,1,1,0,0
"30618",0,0,1,1,0
"30619",0,1,0,1,1
"30620",0,0,1,1,1
"30621",0,0,0,1,0
"30622",0,0,1,1,1
"30623",0,0,1,1,1
"30624",0,0,1,1,1
"30625",0,0,1,0,1
"30626",0,1,1,1,0
"30627",0,0,1,1,0
"30628",0,0,1,1,1
"30629",0,0,1,1,1
"30630",0,1,0,0,0
"30631",0,0,0,0,1
"30632",0,0,1,0,1
"30633",0,0,1,1,0
"30634",0,0,1,1,1
"30635",0,0,1,0,1
"30636",0,0,1,0,1
"30637",0,0,1,1,1
"30638",0,1,0,0,0
"30639",0,0,1,1,0
"30640",0,0,1,1,1
"30641",0,0,0,0,1
"30642",0,0,1,1,0
"30643",0,0,0,1,1
"30644",1,0,0,1,0
"30645",0,0,1,0,1
"30646",0,0,1,1,1
"30647",0,0,1,1,1
"30648",0,0,1,1,1
"30649",0,1,1,1,1
"30650",1,0,1,1,0
"30651",0,0,1,1,0
"30652",0,1,1,1,0
"30653",0,0,1,0,1
"30654",0,0,0,0,1
"30655",0,0,0,1,0
"30656",0,1,1,1,1
"30657",0,0,1,1,1
"30658",0,1,1,1,0
"30659",0,0,0,1,1
"30660",0,1,1,1,0
"30661",0,0,0,1,0
"30662",1,1,0,1,1
"30663",0,1,1,1,1
"30664",0,1,0,1,0
"30665",1,0,1,1,1
"30666",0,0,1,0,1
"30667",0,1,1,1,1
"30668",0,0,1,1,1
"30669",0,0,0,1,0
"30670",0,1,1,1,1
"30671",1,0,1,1,0
"30672",0,1,1,1,0
"30673",0,0,1,1,1
"30674",1,0,0,1,1
"30675",0,0,1,0,0
"30676",0,1,1,1,0
"30677",0,1,1,1,0
"30678",0,0,1,0,0
"30679",0,0,1,1,1
"30680",0,0,1,1,1
"30681",0,0,0,1,1
"30682",0,0,1,1,1
"30683",0,0,1,0,1
"30684",1,0,1,0,0
"30685",1,1,1,1,0
"30686",0,1,1,0,1
"30687",0,1,1,1,0
"30688",0,0,0,1,1
"30689",0,0,1,1,1
"30690",0,0,1,1,0
"30691",1,0,0,1,1
"30692",1,0,0,1,0
"30693",0,0,1,0,1
"30694",0,0,1,1,1
"30695",1,0,0,1,1
"30696",1,0,0,1,1
"30697",1,1,1,1,0
"30698",0,0,1,1,0
"30699",0,0,1,1,1
"30700",0,1,0,1,0
"30701",0,1,0,1,0
"30702",0,0,1,1,1
"30703",0,1,1,1,0
"30704",0,0,1,1,1
"30705",0,1,1,1,1
"30706",0,1,1,0,0
"30707",0,0,1,1,1
"30708",0,0,1,1,0
"30709",0,0,1,0,1
"30710",0,0,1,0,1
"30711",0,0,1,1,1
"30712",0,0,1,1,1
"30713",0,0,0,1,0
"30714",0,1,0,1,0
"30715",0,0,1,1,1
"30716",0,0,0,0,0
"30717",1,1,0,1,1
"30718",0,1,0,0,1
"30719",0,0,1,1,0
"30720",0,0,1,0,1
"30721",1,0,0,0,1
"30722",0,0,0,1,1
"30723",0,0,1,1,1
"30724",0,0,1,1,1
"30725",0,0,1,1,1
"30726",0,0,1,1,1
"30727",0,0,1,1,1
"30728",0,1,0,1,0
"30729",0,0,1,0,1
"30730",1,1,1,1,0
"30731",0,0,1,0,1
"30732",0,1,1,1,0
"30733",0,1,0,1,1
"30734",0,0,1,0,1
"30735",0,0,1,1,1
"30736",0,1,1,0,0
"30737",1,0,1,1,0
"30738",0,0,1,0,0
"30739",0,1,1,1,0
"30740",0,0,1,1,1
"30741",0,0,1,1,1
"30742",0,0,0,1,1
"30743",0,0,1,1,1
"30744",1,0,1,1,0
"30745",0,0,0,1,1
"30746",0,0,1,1,0
"30747",0,0,1,0,1
"30748",0,0,1,1,1
"30749",0,0,0,1,1
"30750",0,0,1,1,0
"30751",0,0,1,1,1
"30752",0,0,1,1,1
"30753",1,1,0,1,0
"30754",0,0,1,1,1
"30755",0,0,0,1,1
"30756",0,0,1,1,1
"30757",0,0,1,1,1
"30758",0,0,0,1,0
"30759",0,0,0,0,1
"30760",0,1,1,1,0
"30761",0,0,1,0,1
"30762",0,0,1,1,1
"30763",0,0,1,1,1
"30764",0,1,1,1,1
"30765",0,0,1,1,1
"30766",1,0,1,1,1
"30767",0,0,1,0,1
"30768",0,0,1,1,1
"30769",0,0,1,1,1
"30770",0,0,0,1,1
"30771",0,0,1,1,1
"30772",0,0,1,0,1
"30773",0,0,0,0,1
"30774",0,0,0,0,1
"30775",0,0,1,1,1
"30776",0,0,1,1,1
"30777",0,0,0,1,0
"30778",0,0,1,1,0
"30779",0,1,1,0,0
"30780",0,0,0,1,0
"30781",0,1,1,1,0
"30782",0,0,0,1,1
"30783",0,0,1,1,1
"30784",0,0,1,1,0
"30785",0,1,1,1,0
"30786",1,0,1,1,1
"30787",0,0,1,1,1
"30788",0,0,1,0,0
"30789",0,0,1,1,1
"30790",0,1,1,1,0
"30791",0,0,1,1,1
"30792",0,0,1,0,1
"30793",0,0,0,1,0
"30794",0,0,1,1,1
"30795",0,0,1,1,1
"30796",0,0,1,1,1
"30797",0,0,0,0,1
"30798",0,1,0,1,1
"30799",0,0,1,1,1
"30800",0,0,1,1,1
"30801",0,0,1,1,1
"30802",0,0,0,0,0
"30803",0,0,1,1,1
"30804",0,0,1,1,1
"30805",0,0,1,0,1
"30806",0,0,1,1,1
"30807",0,1,0,0,0
"30808",0,0,1,1,1
"30809",0,0,1,0,1
"30810",0,0,1,1,1
"30811",0,1,0,0,0
"30812",0,0,1,1,1
"30813",0,0,1,0,1
"30814",0,1,1,1,0
"30815",0,0,0,1,0
"30816",0,0,0,1,1
"30817",0,0,0,1,1
"30818",0,0,1,1,1
"30819",0,0,1,0,1
"30820",0,0,1,1,1
"30821",0,0,1,1,0
"30822",0,1,1,0,0
"30823",0,0,0,1,1
"30824",0,0,0,1,1
"30825",0,0,1,1,0
"30826",0,0,1,1,0
"30827",0,0,0,0,1
"30828",0,0,1,1,1
"30829",0,0,1,1,1
"30830",0,0,1,1,0
"30831",0,1,1,1,1
"30832",1,0,1,1,1
"30833",0,0,0,1,1
"30834",0,0,0,1,1
"30835",0,0,1,0,1
"30836",0,0,1,0,1
"30837",0,1,1,1,0
"30838",0,0,0,1,1
"30839",0,0,1,1,1
"30840",0,1,1,1,0
"30841",0,0,1,1,1
"30842",0,0,1,1,0
"30843",0,1,1,1,0
"30844",1,1,1,1,0
"30845",0,0,1,1,1
"30846",0,0,0,1,1
"30847",0,1,1,1,1
"30848",0,1,0,1,1
"30849",0,1,1,1,1
"30850",0,1,0,1,0
"30851",0,0,0,1,1
"30852",1,0,0,1,1
"30853",0,0,1,1,1
"30854",0,0,1,0,0
"30855",0,0,1,1,1
"30856",0,0,1,1,1
"30857",1,0,1,1,1
"30858",0,0,1,0,1
"30859",1,1,1,1,0
"30860",0,0,1,1,1
"30861",0,0,0,0,1
"30862",1,0,0,1,1
"30863",0,1,0,1,0
"30864",1,0,1,0,0
"30865",0,0,1,1,0
"30866",0,0,1,1,1
"30867",0,0,1,1,1
"30868",0,0,1,0,1
"30869",0,0,0,1,1
"30870",0,1,1,1,1
"30871",0,0,1,1,0
"30872",0,0,1,1,0
"30873",1,1,1,0,0
"30874",0,0,1,1,1
"30875",0,1,0,1,0
"30876",0,1,1,1,0
"30877",1,0,1,1,1
"30878",0,0,1,1,1
"30879",0,0,1,1,1
"30880",0,0,1,1,1
"30881",0,0,0,1,0
"30882",0,0,0,1,1
"30883",0,0,1,1,1
"30884",0,0,1,1,1
"30885",0,0,0,1,0
"30886",0,0,1,0,1
"30887",0,0,1,1,1
"30888",1,0,1,1,0
"30889",1,0,0,1,1
"30890",0,0,0,1,1
"30891",0,1,0,0,1
"30892",0,0,0,1,1
"30893",0,1,1,1,0
"30894",0,0,1,0,1
"30895",0,0,1,1,1
"30896",1,0,0,0,1
"30897",0,0,1,1,1
"30898",0,0,1,1,1
"30899",0,1,1,0,0
"30900",0,0,1,1,1
"30901",0,1,0,1,0
"30902",0,0,1,0,1
"30903",0,1,0,1,1
"30904",0,1,1,0,0
"30905",0,0,0,1,1
"30906",0,0,1,0,1
"30907",0,0,1,1,1
"30908",0,1,0,0,1
"30909",0,1,1,1,0
"30910",0,0,1,0,1
"30911",0,1,0,1,1
"30912",0,0,0,1,1
"30913",0,1,0,1,1
"30914",0,0,1,1,1
"30915",1,0,0,1,1
"30916",0,1,1,1,0
"30917",0,0,1,1,0
"30918",0,0,0,1,0
"30919",0,0,1,1,1
"30920",0,0,1,1,1
"30921",0,1,0,1,0
"30922",1,1,0,1,0
"30923",0,0,0,1,1
"30924",0,0,1,0,1
"30925",0,1,0,0,0
"30926",1,1,0,1,1
"30927",0,0,0,1,0
"30928",0,0,1,1,1
"30929",0,0,0,1,1
"30930",0,0,1,1,1
"30931",1,0,1,0,1
"30932",0,1,1,1,0
"30933",0,0,0,1,1
"30934",0,0,0,1,1
"30935",0,0,0,0,1
"30936",0,1,0,1,0
"30937",1,1,1,1,0
"30938",0,0,1,0,1
"30939",1,0,1,1,0
"30940",1,0,1,1,1
"30941",0,0,1,0,1
"30942",0,0,0,0,1
"30943",0,0,1,1,1
"30944",0,0,1,0,1
"30945",0,0,0,1,1
"30946",1,0,1,1,1
"30947",0,0,1,1,1
"30948",0,0,1,0,1
"30949",1,0,1,1,0
"30950",0,0,1,1,0
"30951",0,0,1,0,1
"30952",0,0,1,1,0
"30953",0,0,1,1,1
"30954",1,0,1,1,1
"30955",0,0,1,1,1
"30956",0,0,1,1,1
"30957",0,0,0,1,1
"30958",1,0,1,1,0
"30959",1,0,0,1,0
"30960",1,0,1,1,1
"30961",0,0,1,1,1
"30962",0,0,1,1,1
"30963",0,0,1,1,1
"30964",0,0,1,1,1
"30965",0,0,1,1,1
"30966",0,1,0,1,0
"30967",0,0,0,1,0
"30968",0,0,1,1,0
"30969",0,0,1,1,0
"30970",0,0,0,1,1
"30971",0,0,0,1,1
"30972",0,0,1,1,1
"30973",0,0,1,1,1
"30974",0,0,1,1,1
"30975",1,0,1,1,1
"30976",1,0,0,0,1
"30977",1,1,1,1,0
"30978",0,1,1,1,1
"30979",0,0,0,1,1
"30980",0,0,1,1,1
"30981",0,0,0,1,1
"30982",0,0,0,1,1
"30983",0,1,0,0,1
"30984",1,0,0,1,1
"30985",0,0,1,1,1
"30986",0,0,0,1,1
"30987",0,0,0,1,1
"30988",0,0,1,0,0
"30989",0,0,0,1,1
"30990",0,0,1,1,1
"30991",0,0,1,1,1
"30992",1,0,0,1,0
"30993",0,0,1,0,1
"30994",0,0,1,1,1
"30995",0,0,1,1,1
"30996",0,0,1,1,1
"30997",0,0,1,1,1
"30998",0,0,0,1,0
"30999",0,0,0,1,1
"31000",0,1,1,1,0
"31001",1,0,1,1,1
"31002",0,0,1,1,1
"31003",0,0,1,0,1
"31004",0,0,1,1,1
"31005",1,1,1,1,1
"31006",0,1,1,1,0
"31007",0,1,0,1,0
"31008",0,0,1,1,1
"31009",0,0,1,1,1
"31010",0,1,1,1,1
"31011",0,0,1,1,1
"31012",1,1,1,1,1
"31013",0,1,1,0,1
"31014",1,0,1,1,1
"31015",0,0,1,1,1
"31016",0,0,1,1,1
"31017",0,0,0,0,0
"31018",0,1,0,1,0
"31019",0,0,1,1,1
"31020",0,0,0,0,1
"31021",0,0,1,0,1
"31022",1,1,1,1,0
"31023",0,0,1,1,1
"31024",1,0,1,1,1
"31025",0,0,0,1,1
"31026",0,0,1,0,1
"31027",0,0,1,0,0
"31028",0,0,1,1,1
"31029",0,0,1,1,1
"31030",0,1,1,1,0
"31031",0,0,0,1,1
"31032",0,0,0,1,1
"31033",0,1,0,1,0
"31034",0,0,1,1,1
"31035",0,0,1,0,1
"31036",0,0,1,1,0
"31037",0,1,1,1,1
"31038",0,0,0,0,0
"31039",0,0,1,1,0
"31040",0,0,0,1,1
"31041",1,0,1,1,1
"31042",0,0,0,0,1
"31043",0,0,1,1,1
"31044",0,0,1,0,1
"31045",0,1,1,1,0
"31046",0,0,0,1,1
"31047",0,1,1,1,1
"31048",0,0,1,1,1
"31049",0,1,1,1,1
"31050",0,1,0,1,0
"31051",0,0,1,1,1
"31052",0,0,0,1,0
"31053",0,0,0,1,1
"31054",0,0,1,1,1
"31055",1,1,1,1,1
"31056",0,0,1,1,0
"31057",0,1,0,1,0
"31058",1,1,0,1,0
"31059",0,0,0,1,1
"31060",0,0,0,0,1
"31061",0,1,1,1,1
"31062",0,1,1,1,1
"31063",1,1,1,1,0
"31064",0,0,1,1,1
"31065",0,0,0,0,1
"31066",1,1,0,1,0
"31067",0,0,1,1,1
"31068",0,0,1,1,1
"31069",0,0,0,1,1
"31070",0,0,0,0,1
"31071",0,0,1,1,1
"31072",1,1,1,1,0
"31073",0,1,0,0,0
"31074",0,0,1,1,1
"31075",0,1,1,1,0
"31076",1,0,1,1,0
"31077",0,1,1,1,1
"31078",0,0,1,0,0
"31079",0,0,1,1,1
"31080",0,0,1,1,1
"31081",1,0,0,0,1
"31082",0,0,1,1,0
"31083",0,0,0,1,1
"31084",0,0,1,0,1
"31085",0,0,1,1,0
"31086",0,1,1,1,0
"31087",0,0,0,1,1
"31088",0,0,1,1,1
"31089",0,0,1,0,1
"31090",0,0,1,1,1
"31091",0,1,1,1,1
"31092",0,0,0,1,1
"31093",1,1,0,1,1
"31094",0,0,0,1,1
"31095",0,0,0,0,1
"31096",0,0,1,1,1
"31097",1,0,1,0,1
"31098",0,0,0,1,0
"31099",1,0,1,0,1
"31100",0,0,1,0,0
"31101",0,0,0,1,1
"31102",0,0,1,1,1
"31103",1,0,1,0,1
"31104",0,0,0,0,0
"31105",1,0,1,1,1
"31106",1,0,1,1,0
"31107",0,0,1,1,1
"31108",0,0,1,0,1
"31109",0,0,1,1,1
"31110",0,0,0,1,1
"31111",0,0,1,1,1
"31112",0,0,1,1,1
"31113",0,0,1,1,1
"31114",0,0,1,1,1
"31115",0,1,0,1,0
"31116",0,0,0,1,1
"31117",0,0,1,0,1
"31118",0,0,1,1,1
"31119",0,0,1,0,1
"31120",0,0,1,1,1
"31121",0,0,1,1,1
"31122",0,0,1,1,1
"31123",1,1,1,1,1
"31124",0,0,1,1,0
"31125",0,1,1,1,0
"31126",0,0,1,1,1
"31127",1,1,0,1,0
"31128",0,1,1,1,0
"31129",0,0,1,0,1
"31130",0,1,1,1,1
"31131",0,0,1,0,1
"31132",0,0,1,1,1
"31133",0,1,0,1,1
"31134",0,0,1,1,1
"31135",0,0,1,1,1
"31136",1,0,0,1,0
"31137",0,0,1,1,1
"31138",0,0,1,0,0
"31139",1,0,0,1,0
"31140",0,0,1,1,1
"31141",0,0,1,1,1
"31142",0,0,1,1,1
"31143",0,1,0,1,0
"31144",1,1,1,0,0
"31145",0,0,1,1,1
"31146",1,0,1,1,1
"31147",1,1,0,1,1
"31148",0,0,0,1,1
"31149",1,1,1,0,1
"31150",0,0,1,1,1
"31151",0,0,1,1,1
"31152",0,0,1,1,1
"31153",0,1,0,1,0
"31154",0,0,0,1,1
"31155",0,0,0,1,1
