"","V7221","V7101","V7202","V7206","V8512","V8517","V8526"
"43394",0,0,1,1,1,0,0
"43395",0,0,1,0,1,0,0
"43396",0,0,0,1,1,0,1
"43397",0,1,0,1,1,0,0
"43398",1,0,1,1,0,0,1
"43399",1,0,1,1,1,0,1
"43400",0,0,1,1,0,0,0
"43401",1,0,1,1,0,0,0
"43402",0,0,0,1,0,1,0
"43403",0,0,0,0,0,0,0
"43404",1,0,1,0,0,0,0
"43405",1,0,1,1,1,0,1
"43406",0,1,0,1,1,1,0
"43407",0,0,1,1,0,0,1
"43408",0,1,0,1,1,0,1
"43409",1,0,1,1,0,0,1
"43410",0,1,0,1,0,0,0
"43411",0,0,0,1,1,0,1
"43412",0,0,0,1,1,0,1
"43413",1,0,1,1,1,0,1
"43414",0,1,0,1,0,0,1
"43415",1,0,1,0,0,0,1
"43416",0,0,0,1,1,1,1
"43417",0,0,0,0,1,0,1
"43418",0,0,0,1,0,0,0
"43419",0,1,0,1,0,1,1
"43420",1,0,1,1,1,0,1
"43421",0,0,1,1,1,0,0
"43422",1,0,1,1,0,1,1
"43423",1,0,1,0,0,0,1
"43424",0,0,1,0,1,0,1
"43425",1,0,0,1,1,0,1
"43426",0,0,0,1,1,1,1
"43427",1,0,0,1,1,0,1
"43428",0,0,0,1,0,0,1
"43429",1,0,1,0,1,0,0
"43430",1,0,0,1,1,0,1
"43431",1,0,0,1,1,1,1
"43432",0,0,0,0,0,0,0
"43433",1,0,1,0,0,1,0
"43434",1,0,1,0,1,0,1
"43435",0,0,1,1,1,0,1
"43436",1,0,0,1,1,0,1
"43437",0,1,0,1,1,1,0
"43438",1,0,1,0,0,0,0
"43439",1,0,0,1,0,1,0
"43440",0,0,1,1,1,0,0
"43441",0,0,0,0,0,0,0
"43442",1,0,0,1,1,0,1
"43443",1,0,1,1,1,0,1
"43444",0,0,0,1,1,1,1
"43445",1,0,0,1,1,0,1
"43446",0,0,0,0,1,0,1
"43447",1,0,1,0,1,0,1
"43448",1,0,0,1,1,0,1
"43449",1,0,0,1,1,0,0
"43450",0,0,1,1,0,0,1
"43451",1,0,0,1,1,0,1
"43452",1,0,1,1,1,0,1
"43453",1,0,1,1,0,0,1
"43454",1,0,1,1,1,0,1
"43455",1,0,1,0,0,0,1
"43456",1,0,1,1,0,0,1
"43457",0,0,1,1,1,0,0
"43458",0,0,0,0,1,0,0
"43459",1,0,1,1,0,0,0
"43460",0,0,1,1,1,0,1
"43461",0,0,0,1,1,0,0
"43462",0,0,0,1,1,0,0
"43463",0,0,1,1,0,1,1
"43464",1,0,1,1,0,0,1
"43465",0,0,0,1,1,0,1
"43466",0,0,1,1,0,0,1
"43467",0,0,1,1,0,0,0
"43468",1,0,0,1,0,0,1
"43469",1,1,0,1,1,0,0
"43470",1,0,0,1,0,1,1
"43471",0,0,0,1,0,0,1
"43472",0,0,0,0,0,1,1
"43473",0,0,0,0,1,0,1
"43474",0,0,0,1,1,0,1
"43475",1,0,1,0,0,0,1
"43476",0,0,1,1,0,0,1
"43477",0,0,1,0,1,0,0
"43478",1,0,1,1,0,0,0
"43479",1,0,0,1,0,0,1
"43480",1,0,0,1,1,0,1
"43481",0,0,1,0,1,0,0
"43482",0,1,0,0,1,0,0
"43483",0,0,0,1,1,0,1
"43484",0,1,0,1,1,0,1
"43485",1,0,1,1,1,0,1
"43486",0,0,0,0,0,0,1
"43487",1,0,1,1,1,0,1
"43488",0,0,0,1,1,0,1
"43489",1,0,0,1,0,1,0
"43490",0,0,1,1,1,0,0
"43491",1,0,1,1,0,0,0
"43492",1,0,1,1,1,0,1
"43493",0,0,1,1,1,0,1
"43494",1,0,0,1,1,0,1
"43495",1,0,0,1,1,0,1
"43496",0,0,0,1,1,1,1
"43497",1,1,0,0,0,0,0
"43498",0,0,0,1,1,0,1
"43499",1,0,0,1,1,0,1
"43500",1,0,1,1,1,0,1
"43501",0,0,0,0,1,0,1
"43502",1,0,1,1,1,0,0
"43503",1,0,0,1,1,0,1
"43504",0,0,0,1,0,0,1
"43505",1,0,1,0,1,0,0
"43506",0,1,1,1,0,1,0
"43507",1,1,1,0,0,0,0
"43508",0,0,1,1,1,0,1
"43509",0,0,1,1,0,0,1
"43510",0,0,1,1,0,0,1
"43511",0,0,0,1,1,0,1
"43512",1,0,1,1,1,0,1
"43513",1,0,1,1,1,0,1
"43514",0,0,0,1,0,1,1
"43515",1,0,1,1,0,0,0
"43516",0,1,0,1,0,1,1
"43517",1,0,1,1,1,0,0
"43518",1,0,0,1,0,0,0
"43519",0,0,0,1,1,1,1
"43520",1,0,0,1,0,1,0
"43521",0,0,0,1,1,0,1
"43522",1,0,1,1,1,1,1
"43523",1,0,1,1,1,0,1
"43524",0,0,1,1,1,0,0
"43525",1,0,1,0,1,0,0
"43526",1,0,0,0,0,1,0
"43527",1,0,0,1,1,0,0
"43528",0,0,0,1,1,0,1
"43529",0,0,1,1,1,0,1
"43530",1,0,0,1,1,0,1
"43531",0,0,0,1,0,0,0
"43532",1,0,0,1,1,0,1
"43533",0,0,1,1,1,0,0
"43534",0,0,0,0,1,0,1
"43535",0,0,0,1,0,0,1
"43536",0,0,0,1,1,1,0
"43537",0,1,0,0,1,0,0
"43538",0,0,0,1,1,0,1
"43539",0,0,0,1,1,0,1
"43540",1,0,0,0,0,0,0
"43541",1,1,0,0,1,1,1
"43542",1,1,0,0,1,0,1
"43543",1,0,0,1,1,0,0
"43544",0,0,0,1,1,0,0
"43545",0,0,1,1,0,0,1
"43546",1,0,0,1,0,0,0
"43547",1,0,1,1,1,0,0
"43548",0,0,0,1,1,1,1
"43549",1,0,1,1,1,0,1
"43550",1,0,1,0,1,0,0
"43551",0,0,1,1,1,0,1
"43552",0,0,0,1,1,0,1
"43553",0,0,1,1,1,1,1
"43554",0,0,1,0,1,1,0
"43555",1,0,0,1,1,0,1
"43556",0,0,0,0,0,0,0
"43557",1,0,0,1,1,0,1
"43558",0,0,1,1,1,0,1
"43559",1,0,1,1,1,0,1
"43560",0,0,0,1,1,0,1
"43561",0,1,1,0,0,0,0
"43562",0,1,1,1,0,1,0
"43563",0,0,1,1,1,0,1
"43564",0,0,1,1,1,0,1
"43565",1,0,1,1,1,0,1
"43566",0,0,1,1,1,0,1
"43567",1,0,0,1,1,0,1
"43568",1,0,0,0,1,0,1
"43569",1,0,1,0,0,1,0
"43570",0,0,0,1,1,0,1
"43571",0,0,0,0,0,1,0
"43572",0,1,1,1,0,0,0
"43573",0,0,0,1,0,0,1
"43574",1,0,0,0,0,0,1
"43575",0,0,0,0,1,0,1
"43576",0,0,1,1,0,0,0
"43577",1,0,0,1,1,0,1
"43578",0,0,0,0,0,0,1
"43579",1,0,1,1,1,0,0
"43580",0,1,0,1,1,1,1
"43581",0,0,1,1,1,0,0
"43582",1,1,1,0,1,0,0
"43583",0,0,1,1,1,0,0
"43584",0,0,0,1,1,0,1
"43585",0,0,1,1,1,0,0
"43586",1,0,1,1,1,0,1
"43587",0,0,0,1,1,0,1
"43588",0,0,1,1,0,0,0
"43589",0,0,0,1,0,0,1
"43590",1,0,1,1,1,0,0
"43591",0,1,0,1,1,1,1
"43592",0,0,1,1,1,0,0
"43593",1,0,0,1,1,0,1
"43594",1,0,1,1,0,1,0
"43595",0,0,0,1,1,0,1
"43596",0,0,1,1,1,0,0
"43597",1,0,0,0,0,0,1
"43598",0,0,0,1,1,0,1
"43599",0,1,1,1,0,1,0
"43600",0,0,0,1,1,0,1
"43601",1,0,0,1,1,0,1
"43602",0,0,0,1,0,0,1
"43603",0,1,0,0,0,0,1
"43604",1,0,0,1,0,0,0
"43605",1,0,1,1,1,1,0
"43606",0,0,0,1,1,0,0
"43607",0,1,1,1,0,0,0
"43608",1,0,1,1,0,0,1
"43609",0,0,0,0,1,0,0
"43610",0,0,1,1,1,0,0
"43611",0,0,0,1,1,0,0
"43612",0,0,1,1,1,0,0
"43613",0,0,0,1,1,0,1
"43614",0,0,1,1,1,1,0
"43615",0,0,1,1,0,0,1
"43616",1,0,1,0,1,0,0
"43617",0,0,1,1,0,1,0
"43618",0,0,0,1,1,0,1
"43619",1,0,0,1,1,0,1
"43620",1,0,1,1,1,0,1
"43621",1,0,0,1,1,0,1
"43622",0,0,0,1,1,1,0
"43623",1,0,1,1,1,0,1
"43624",1,0,0,1,1,0,1
"43625",1,0,0,1,0,0,1
"43626",1,0,1,1,1,0,1
"43627",0,0,0,0,0,1,0
"43628",0,0,1,0,0,0,0
"43629",1,0,0,1,0,0,1
"43630",1,0,1,1,1,0,0
"43631",1,0,0,1,1,0,0
"43632",0,0,1,0,0,1,0
"43633",1,1,1,0,1,0,1
"43634",1,0,1,0,1,0,1
"43635",1,0,1,1,0,0,0
"43636",1,0,1,1,0,0,0
"43637",1,0,0,1,1,0,1
"43638",0,0,0,1,1,0,0
"43639",1,0,1,0,0,0,0
"43640",0,0,0,1,1,0,1
"43641",1,0,1,1,0,0,1
"43642",0,0,0,1,1,0,1
"43643",0,0,1,0,1,0,0
"43644",1,0,1,1,1,0,1
"43645",0,0,0,1,1,0,1
"43646",0,1,1,1,0,1,1
"43647",0,0,0,0,1,1,0
"43648",0,0,0,0,1,0,1
"43649",1,0,1,1,1,0,1
"43650",1,0,0,1,1,0,1
"43651",0,1,0,1,0,1,0
"43652",0,0,0,0,0,0,0
"43653",1,0,1,0,1,0,0
"43654",0,0,0,1,1,0,0
"43655",0,1,0,0,0,0,1
"43656",1,0,1,0,0,0,1
"43657",1,0,0,1,1,0,1
"43658",1,1,0,1,1,0,0
"43659",0,0,0,1,1,0,1
"43660",0,0,1,1,1,0,1
"43661",0,0,0,1,1,0,1
"43662",1,0,0,1,1,0,1
"43663",0,0,0,1,1,0,1
"43664",0,0,0,1,1,0,1
"43665",0,0,1,1,1,0,0
"43666",0,1,0,0,1,1,0
"43667",1,1,1,1,0,0,1
"43668",0,0,0,1,1,0,1
"43669",0,0,0,0,0,0,1
"43670",0,0,0,0,1,0,1
"43671",0,0,1,1,1,0,1
"43672",1,0,1,1,1,0,1
"43673",1,0,1,1,1,0,0
"43674",0,0,1,0,1,1,1
"43675",1,0,1,1,1,0,1
"43676",0,0,1,1,0,0,1
"43677",0,1,0,1,1,0,0
"43678",1,0,0,1,1,0,1
"43679",1,1,0,1,1,0,0
"43680",0,0,0,0,1,1,1
"43681",1,0,1,1,1,0,0
"43682",0,1,1,1,0,0,1
"43683",0,1,0,1,1,0,0
"43684",1,0,1,1,0,0,0
"43685",1,0,0,1,1,0,1
"43686",0,1,1,1,0,1,0
"43687",1,0,1,1,0,0,0
"43688",0,0,0,1,1,0,1
"43689",0,0,1,1,1,0,0
"43690",1,0,1,0,1,0,1
"43691",0,0,0,0,1,0,1
"43692",0,0,1,1,1,0,0
"43693",1,0,0,0,0,0,0
"43694",0,0,0,1,0,0,0
"43695",0,1,1,1,0,0,0
"43696",0,0,0,1,1,1,1
"43697",0,0,1,1,0,0,0
"43698",0,0,0,1,0,0,1
"43699",0,0,1,1,0,0,0
"43700",1,0,1,1,0,0,0
"43701",0,1,1,1,0,1,0
"43702",1,0,0,0,1,0,1
"43703",1,0,1,1,0,0,1
"43704",1,0,1,1,1,0,0
"43705",1,0,1,1,1,0,1
"43706",1,0,0,1,1,0,1
"43707",0,0,0,1,1,0,1
"43708",0,0,0,1,1,0,1
"43709",1,0,0,1,1,0,1
"43710",0,1,1,0,1,1,0
"43711",1,0,1,0,1,0,0
"43712",0,0,0,1,1,0,1
"43713",0,1,0,1,1,0,1
"43714",0,0,1,1,1,0,1
"43715",0,0,0,0,1,1,1
"43716",1,0,1,1,1,0,1
"43717",1,0,0,0,1,0,0
"43718",0,0,0,1,1,0,0
"43719",0,0,1,1,1,0,0
"43720",0,1,0,1,0,0,0
"43721",1,1,0,1,0,0,1
"43722",1,0,1,1,1,0,1
"43723",0,1,0,1,1,1,0
"43724",0,0,0,0,1,1,1
"43725",0,0,0,1,0,0,1
"43726",0,0,0,1,0,0,0
"43727",1,1,1,0,0,0,0
"43728",0,0,0,0,1,0,1
"43729",0,1,0,1,1,0,1
"43730",1,0,1,1,1,0,1
"43731",1,0,1,0,1,1,1
"43732",1,0,1,1,1,0,1
"43733",0,1,1,1,0,0,0
"43734",1,0,1,0,0,0,0
"43735",0,0,0,1,0,0,1
"43736",1,0,1,1,1,0,1
"43737",1,0,1,1,1,0,1
"43738",1,0,0,1,1,0,1
"43739",0,0,1,0,0,0,0
"43740",1,0,1,0,1,0,0
"43741",0,0,0,0,1,0,1
"43742",1,0,0,1,1,0,1
"43743",0,1,1,0,1,0,1
"43744",0,0,1,1,0,0,1
"43745",0,1,1,0,0,0,0
"43746",1,0,1,1,1,0,0
"43747",0,0,0,0,1,0,0
"43748",0,1,0,0,0,0,0
"43749",0,1,0,0,0,1,0
"43750",0,1,1,1,1,0,0
"43751",0,0,0,0,1,1,1
"43752",1,0,0,1,1,0,1
"43753",1,0,1,1,1,0,0
"43754",0,0,0,1,0,0,1
"43755",0,0,1,1,1,0,0
"43756",1,0,0,1,1,0,1
"43757",1,0,1,1,1,0,0
"43758",0,0,0,1,0,0,1
"43759",0,0,0,1,1,0,0
"43760",0,0,0,1,1,0,1
"43761",1,0,0,1,1,0,1
"43762",0,0,0,1,1,0,1
"43763",0,0,1,0,1,0,1
"43764",0,0,1,1,0,0,0
"43765",0,0,1,1,0,0,0
"43766",0,1,0,1,0,0,0
"43767",0,0,0,1,1,0,1
"43768",0,0,0,1,1,0,1
"43769",0,1,1,0,0,0,0
"43770",1,0,0,1,0,0,1
"43771",1,1,0,1,0,0,0
"43772",1,0,0,0,0,0,1
"43773",0,0,1,1,1,0,0
"43774",0,0,0,1,0,1,0
"43775",0,0,0,1,1,0,1
"43776",0,0,0,1,1,1,1
"43777",1,0,1,1,1,0,1
"43778",1,0,1,1,0,0,0
"43779",1,0,1,1,1,0,1
"43780",0,0,0,1,1,0,0
"43781",0,1,0,0,1,0,1
"43782",0,0,0,1,0,1,1
"43783",0,0,0,1,0,0,0
"43784",1,0,1,1,0,0,0
"43785",0,0,0,1,1,0,0
"43786",1,0,0,1,1,0,1
"43787",0,0,1,1,0,1,0
"43788",1,0,1,1,0,0,1
"43789",0,0,1,0,1,0,0
"43790",1,0,1,1,0,0,0
"43791",1,0,1,0,0,0,1
"43792",0,0,0,1,0,0,0
"43793",0,0,0,0,1,0,1
"43794",0,1,0,0,1,0,1
"43795",1,0,1,0,1,0,0
"43796",1,1,1,1,1,0,0
"43797",1,0,1,1,0,0,1
"43798",1,0,0,1,1,0,1
"43799",0,0,0,1,1,0,1
"43800",1,0,1,1,1,0,1
"43801",0,0,1,0,1,1,0
"43802",1,0,1,1,0,0,0
"43803",0,0,0,1,1,0,1
"43804",0,0,1,0,0,0,0
"43805",0,0,1,1,1,0,0
"43806",1,0,1,1,1,0,1
"43807",0,0,0,1,1,0,1
"43808",1,0,1,1,1,0,1
"43809",0,0,1,1,1,0,1
"43810",0,1,1,1,1,0,1
"43811",0,0,0,1,1,0,1
"43812",1,0,1,1,1,0,1
"43813",0,0,0,1,1,0,1
"43814",1,0,1,1,0,0,0
"43815",0,1,0,1,0,0,0
"43816",1,0,1,1,1,0,1
"43817",0,0,0,1,1,1,1
"43818",1,0,1,1,1,0,1
"43819",1,0,0,1,1,0,1
"43820",1,0,1,1,1,0,0
"43821",0,0,1,1,1,0,1
"43822",1,0,0,1,1,0,1
"43823",1,0,0,1,1,1,1
"43824",1,0,0,1,1,0,1
"43825",1,0,0,1,0,0,0
"43826",0,0,0,1,1,0,1
"43827",1,0,1,1,1,0,1
"43828",0,1,1,0,0,0,0
"43829",0,1,0,1,1,0,1
"43830",0,0,1,1,1,0,0
"43831",1,0,0,1,0,0,0
"43832",1,0,0,1,1,0,1
"43833",1,0,0,1,1,0,1
"43834",0,0,1,1,1,0,1
"43835",0,0,1,0,1,1,0
"43836",1,0,0,0,0,0,1
"43837",1,0,0,1,1,0,0
"43838",1,0,0,1,1,0,1
"43839",0,0,0,1,1,0,1
"43840",0,0,0,1,1,0,1
"43841",1,0,1,1,1,0,1
"43842",1,0,0,1,1,0,1
"43843",0,0,1,1,1,0,0
"43844",0,0,1,1,1,0,1
"43845",1,1,1,1,1,0,1
"43846",1,0,0,1,1,1,0
"43847",1,0,0,1,1,0,0
"43848",0,0,0,0,1,0,1
"43849",0,0,1,0,0,1,1
"43850",0,0,1,1,0,0,0
"43851",1,0,1,1,0,0,1
"43852",0,0,0,0,1,0,1
"43853",0,0,1,0,1,0,0
"43854",0,1,0,1,0,0,0
"43855",1,0,1,1,0,0,0
"43856",0,0,0,1,1,0,1
"43857",1,0,1,1,1,0,1
"43858",1,0,1,1,1,0,1
"43859",1,0,1,1,1,1,1
"43860",0,0,0,1,1,0,1
"43861",0,0,0,1,1,1,0
"43862",0,0,0,1,1,0,0
"43863",0,0,1,1,1,0,1
"43864",1,0,0,0,0,0,1
"43865",1,0,1,1,1,0,1
"43866",0,0,0,1,1,0,1
"43867",1,0,1,1,1,0,0
"43868",0,0,1,1,1,0,0
"43869",0,0,1,1,1,0,1
"43870",1,1,1,1,0,0,0
"43871",1,1,1,1,1,0,0
"43872",0,0,1,0,1,1,0
"43873",1,0,1,0,1,0,1
"43874",0,0,0,1,1,1,0
"43875",1,0,1,1,0,0,1
"43876",1,0,1,1,1,1,0
"43877",0,0,1,1,1,0,1
"43878",1,0,1,1,1,0,1
"43879",1,0,1,1,0,0,1
"43880",0,0,1,1,1,0,1
"43881",0,0,0,0,1,1,1
"43882",1,0,0,1,0,0,1
"43883",1,0,0,0,1,0,1
"43884",0,1,1,1,0,0,0
"43885",0,1,0,0,1,1,0
"43886",1,0,1,1,1,0,1
"43887",1,0,0,0,0,0,1
"43888",1,0,1,1,1,0,1
"43889",0,0,0,1,1,0,1
"43890",0,0,0,1,1,0,1
"43891",0,0,0,1,1,0,1
"43892",1,0,1,1,1,0,1
"43893",0,0,0,1,1,0,1
"43894",1,0,0,1,1,0,1
"43895",1,0,0,1,1,0,0
"43896",0,0,0,0,1,0,0
"43897",0,0,0,0,1,0,1
"43898",1,0,1,0,0,0,0
"43899",1,0,1,0,1,0,1
"43900",0,0,0,1,0,0,1
"43901",0,0,0,0,1,0,0
"43902",1,0,1,1,1,0,0
"43903",0,0,0,1,1,0,0
"43904",0,0,1,0,0,1,0
"43905",0,0,0,1,0,1,1
"43906",0,0,0,1,1,0,1
"43907",0,0,0,0,0,0,0
"43908",0,0,0,1,1,0,0
"43909",0,0,0,1,0,0,0
"43910",1,0,1,1,0,0,0
"43911",1,0,1,1,0,0,0
"43912",0,0,0,1,1,0,0
"43913",0,0,0,1,1,0,1
"43914",0,0,0,1,1,0,0
"43915",1,0,1,0,0,0,0
"43916",0,0,1,1,1,0,0
"43917",1,0,1,1,1,0,1
"43918",0,0,1,0,0,0,0
"43919",0,0,0,1,1,0,1
"43920",0,0,1,1,1,0,0
"43921",0,0,0,0,0,0,0
"43922",0,0,0,1,1,0,0
"43923",1,0,1,1,1,0,1
"43924",1,0,0,1,1,0,1
"43925",1,0,1,1,1,0,0
"43926",0,0,0,0,1,0,1
"43927",1,0,0,1,1,0,1
"43928",1,0,0,1,0,0,0
"43929",0,1,1,0,0,0,0
"43930",0,0,0,1,1,0,1
"43931",0,0,0,1,1,0,1
"43932",0,1,0,0,1,0,1
"43933",1,0,0,1,1,0,1
"43934",0,0,1,1,1,0,0
"43935",0,0,0,1,0,0,0
"43936",1,1,1,0,0,0,0
"43937",0,0,1,0,0,0,0
"43938",0,0,0,1,1,0,1
"43939",0,0,0,0,1,0,0
"43940",0,0,0,0,1,0,1
"43941",1,0,0,1,1,0,1
"43942",1,0,1,1,1,0,0
"43943",0,0,0,1,1,1,1
"43944",0,0,0,1,1,0,1
"43945",0,0,0,1,1,0,1
"43946",1,0,0,1,1,0,1
"43947",0,0,0,1,1,0,1
"43948",1,0,0,1,1,0,1
"43949",0,0,1,1,0,0,0
"43950",0,1,0,0,1,1,1
"43951",1,0,1,1,1,0,0
"43952",0,1,0,1,1,0,1
"43953",0,0,0,1,1,0,0
"43954",0,0,0,1,1,0,0
"43955",0,0,0,1,1,0,1
"43956",1,0,0,1,1,0,0
"43957",1,0,0,1,1,0,1
"43958",0,1,0,1,1,0,1
"43959",1,0,1,1,0,0,0
"43960",0,0,0,0,0,0,1
"43961",1,0,1,1,1,0,1
"43962",1,0,0,1,0,0,1
"43963",0,0,0,1,1,0,0
"43964",1,0,0,1,1,0,1
"43965",0,0,0,1,1,1,1
"43966",1,0,1,1,0,0,1
"43967",0,0,1,1,1,0,0
"43968",0,0,1,1,1,0,1
"43969",1,0,1,1,1,0,1
"43970",0,0,0,1,1,1,1
"43971",0,0,0,0,0,1,0
"43972",1,0,0,1,1,0,1
"43973",0,0,0,1,0,0,1
"43974",0,0,1,0,1,0,1
"43975",1,0,0,1,0,0,1
"43976",0,0,0,1,1,0,1
"43977",1,0,0,1,1,0,1
"43978",1,0,1,1,0,0,0
"43979",1,0,0,1,1,0,1
"43980",0,0,1,1,0,0,1
"43981",1,0,0,1,1,0,1
"43982",0,0,0,1,1,0,0
"43983",0,1,1,1,1,0,1
"43984",0,1,0,1,0,1,1
"43985",0,0,1,0,0,0,1
"43986",0,0,1,1,1,0,1
"43987",0,0,1,1,0,0,0
"43988",1,0,0,1,1,0,1
"43989",0,0,0,0,0,0,0
"43990",0,1,1,1,0,1,0
"43991",1,0,1,1,1,0,1
"43992",1,0,1,0,1,0,0
"43993",0,0,0,0,0,0,0
"43994",1,0,1,1,1,0,1
"43995",0,1,0,1,1,1,1
"43996",0,0,1,1,0,0,0
"43997",0,0,0,1,1,0,0
"43998",1,0,1,1,1,0,0
"43999",1,0,0,0,1,0,1
"44000",1,1,0,1,0,0,0
"44001",1,0,1,1,1,0,1
"44002",1,0,0,1,1,0,1
"44003",0,0,0,1,1,0,0
"44004",1,0,0,1,1,0,1
"44005",1,0,0,1,1,0,1
"44006",0,0,0,1,1,0,1
"44007",1,0,1,1,1,0,1
"44008",1,0,1,1,0,0,1
"44009",1,0,0,0,0,0,1
"44010",1,0,1,1,1,0,1
"44011",0,0,1,1,0,0,0
"44012",1,0,1,1,0,0,1
"44013",0,0,1,1,1,0,1
"44014",0,0,1,0,1,0,1
"44015",0,0,0,1,0,0,0
"44016",0,0,1,1,0,0,0
"44017",0,0,1,1,1,0,0
"44018",1,0,1,1,1,0,0
"44019",1,0,1,1,0,0,1
"44020",0,0,1,1,1,0,1
"44021",1,0,1,1,1,0,1
"44022",0,0,0,1,1,0,1
"44023",0,0,0,1,1,0,0
"44024",0,1,0,1,1,0,1
"44025",0,0,1,0,1,0,0
"44026",1,0,1,1,0,0,0
"44027",1,0,0,1,1,0,1
"44028",0,0,1,1,1,1,1
"44029",1,0,1,0,1,1,0
"44030",1,0,1,1,1,0,1
"44031",0,1,1,1,1,0,0
"44032",0,0,1,0,1,1,0
"44033",0,0,0,1,1,0,0
"44034",1,0,1,1,0,0,0
"44035",1,0,1,1,1,0,0
"44036",0,0,1,0,0,0,0
"44037",0,0,1,1,1,0,1
"44038",1,0,1,1,0,0,1
"44039",0,1,0,1,1,1,1
"44040",0,0,0,1,1,1,1
"44041",1,1,1,0,0,0,0
"44042",0,0,0,0,0,0,0
"44043",0,0,0,1,1,1,0
"44044",0,0,0,1,1,0,1
"44045",0,0,1,1,1,0,1
"44046",0,1,1,0,1,1,1
"44047",0,0,0,0,0,0,1
"44048",1,0,1,1,0,0,1
"44049",1,0,0,1,1,0,1
"44050",1,0,0,1,1,0,0
"44051",0,1,0,1,0,1,0
"44052",0,0,1,1,0,0,0
"44053",1,0,1,1,1,0,1
"44054",0,0,1,0,0,1,0
"44055",0,0,1,0,1,0,1
"44056",0,0,1,0,0,0,0
"44057",0,0,1,1,1,0,0
"44058",1,0,0,1,1,0,1
"44059",1,0,0,1,1,0,0
"44060",1,1,0,0,0,1,1
"44061",0,0,1,0,0,0,0
"44062",1,0,0,1,1,0,1
"44063",1,0,1,1,1,0,1
"44064",0,0,1,1,1,0,0
"44065",1,0,1,0,1,0,1
"44066",0,0,0,0,1,0,1
"44067",1,0,0,1,1,0,1
"44068",0,0,0,1,1,0,1
"44069",1,0,1,1,0,0,0
"44070",0,0,0,1,1,0,1
"44071",0,0,0,1,1,0,1
"44072",0,0,0,1,0,0,1
"44073",0,0,1,1,1,0,1
"44074",1,0,1,1,0,0,0
"44075",1,0,0,1,0,1,1
"44076",0,0,0,1,1,0,1
"44077",1,0,0,0,1,0,1
"44078",0,0,0,1,0,0,1
"44079",1,1,0,0,0,1,1
"44080",0,0,1,1,1,0,0
"44081",0,0,0,1,1,0,0
"44082",0,0,0,0,1,0,1
"44083",0,0,1,1,1,0,1
"44084",0,0,0,1,1,0,1
"44085",1,0,1,1,1,1,1
"44086",0,1,1,1,1,0,0
"44087",0,0,0,0,0,0,1
"44088",1,0,1,1,1,0,0
"44089",0,0,1,0,1,0,0
"44090",1,0,1,1,1,0,1
"44091",1,0,1,1,0,0,0
"44092",0,0,0,0,0,0,1
"44093",1,0,0,1,0,0,1
"44094",1,0,1,1,0,0,0
"44095",0,0,0,1,1,0,1
"44096",0,0,1,0,1,0,0
"44097",0,0,1,1,1,1,0
"44098",0,0,0,1,1,0,1
"44099",0,0,1,1,0,1,0
"44100",1,0,0,1,1,0,1
"44101",0,1,1,1,1,0,1
"44102",1,0,1,1,0,0,1
"44103",1,0,1,1,1,0,0
"44104",1,0,1,1,0,0,1
"44105",0,0,1,1,1,0,1
"44106",1,0,0,1,1,0,1
"44107",1,0,0,1,1,0,1
"44108",0,1,0,0,1,1,0
"44109",0,1,0,1,1,1,1
"44110",1,0,1,1,1,0,1
"44111",0,0,1,1,1,0,0
"44112",1,0,1,0,1,0,0
"44113",0,1,1,1,1,0,0
"44114",0,0,1,1,1,1,0
"44115",0,0,0,1,1,0,0
"44116",0,0,0,0,1,0,0
"44117",1,0,0,0,1,0,1
"44118",0,0,0,1,1,0,1
"44119",0,1,0,1,0,0,0
"44120",0,0,0,1,1,0,1
"44121",0,1,1,0,0,1,0
"44122",0,0,0,1,1,0,0
"44123",0,0,0,1,1,0,1
"44124",1,0,1,0,0,0,0
"44125",0,0,1,1,1,0,1
"44126",1,0,1,1,0,0,0
"44127",1,1,0,1,1,0,1
"44128",1,0,1,0,0,1,1
"44129",1,0,1,1,0,0,0
"44130",0,0,0,1,1,0,1
"44131",0,1,0,0,1,1,0
"44132",1,0,1,1,1,0,0
"44133",0,0,1,1,1,0,0
"44134",0,0,1,0,0,1,1
"44135",0,0,0,0,1,0,1
"44136",1,0,0,1,1,0,1
"44137",0,0,1,1,1,0,0
"44138",1,0,0,1,1,0,1
"44139",1,0,1,1,1,0,1
"44140",0,0,0,1,1,0,1
"44141",0,0,1,1,1,1,1
"44142",0,0,0,1,1,0,1
"44143",0,0,0,1,1,0,1
"44144",1,0,1,1,1,0,1
"44145",1,0,1,1,0,0,0
"44146",0,1,1,1,0,0,0
"44147",0,0,0,1,1,0,0
"44148",0,0,0,0,0,0,0
"44149",0,0,1,1,1,0,1
"44150",0,1,0,1,0,0,0
"44151",0,1,0,1,0,0,0
"44152",0,0,0,1,0,0,1
"44153",0,0,1,1,0,0,0
"44154",0,0,0,1,1,0,1
"44155",1,0,0,1,1,0,1
"44156",1,0,0,1,1,0,0
"44157",0,0,0,1,1,0,0
"44158",0,0,0,1,1,0,1
"44159",1,0,1,1,1,0,1
"44160",1,0,0,0,0,0,0
"44161",0,0,0,1,1,0,0
"44162",0,1,0,1,1,1,1
"44163",0,0,1,0,0,0,1
"44164",1,0,1,1,1,0,1
"44165",1,1,1,0,1,0,1
"44166",0,0,0,0,1,0,1
"44167",0,0,0,0,0,1,1
"44168",0,0,1,1,1,0,0
"44169",0,0,0,1,1,0,0
