"","V7221","V7101","V7202","V7206","V8512","V8517","V8526"
"6444",0,0,1,0,1,0,1
"6445",1,0,0,0,1,1,0
"6446",0,0,1,0,1,0,0
"6447",0,1,1,0,1,0,1
"6448",0,0,0,1,1,0,1
"6449",0,0,0,1,0,1,0
"6450",1,0,0,1,1,0,1
"6451",1,0,1,1,1,0,1
"6452",0,1,1,0,0,0,0
"6453",1,0,1,1,1,0,1
"6454",0,1,1,1,0,0,1
"6455",0,0,0,1,1,0,1
"6456",0,0,1,1,1,1,0
"6457",1,0,0,1,1,0,1
"6458",0,0,0,1,1,1,0
"6459",1,0,0,1,1,0,1
"6460",0,0,1,1,1,0,0
"6461",0,1,0,1,1,0,1
"6462",1,0,1,1,0,0,1
"6463",0,0,0,0,1,0,0
"6464",1,1,1,0,1,1,0
"6465",0,0,0,1,0,0,0
"6466",0,1,1,1,1,0,1
"6467",1,0,0,1,1,0,1
"6468",0,0,0,1,1,0,1
"6469",1,0,1,1,0,0,1
"6470",0,0,1,0,0,0,1
"6471",1,0,1,1,1,0,1
"6472",1,0,0,1,1,0,1
"6473",0,1,0,1,1,0,1
"6474",1,0,0,1,0,0,0
"6475",0,0,1,1,0,0,1
"6476",0,1,1,1,1,0,0
"6477",1,0,0,0,1,0,1
"6478",1,0,0,1,1,0,1
"6479",1,0,0,1,1,0,1
"6480",1,0,1,1,1,0,1
"6481",1,0,1,1,1,0,1
"6482",0,1,1,1,0,0,1
"6483",1,0,1,1,1,0,1
"6484",0,0,1,1,1,0,0
"6485",0,0,0,1,1,0,0
"6486",1,0,1,1,0,0,0
"6487",0,1,0,0,1,1,1
"6488",1,1,1,1,0,1,0
"6489",0,0,0,1,1,0,1
"6490",0,0,1,1,0,0,0
"6491",0,0,1,1,0,0,1
"6492",0,1,1,1,0,0,0
"6493",0,1,0,0,1,0,1
"6494",1,0,1,1,0,0,0
"6495",1,0,0,1,1,1,1
"6496",0,0,1,1,0,0,0
"6497",0,1,1,1,1,0,0
"6498",1,0,0,1,1,0,1
"6499",0,0,0,1,1,0,1
"6500",0,1,0,1,0,0,1
"6501",1,0,0,1,1,0,1
"6502",1,1,0,0,0,0,0
"6503",0,0,1,1,1,0,0
"6504",1,0,1,1,1,0,1
"6505",0,0,0,1,1,0,1
"6506",0,0,0,1,1,0,1
"6507",0,0,0,1,1,0,1
"6508",0,0,1,0,0,0,0
"6509",0,0,0,1,1,0,1
"6510",1,0,0,1,0,0,1
"6511",0,1,1,0,1,0,1
"6512",0,0,1,0,1,1,1
"6513",1,1,1,0,0,1,0
"6514",0,0,1,0,0,1,0
"6515",0,0,0,1,1,0,1
"6516",0,0,1,0,1,0,1
"6517",0,0,1,1,1,0,1
"6518",0,1,1,1,1,1,0
"6519",0,1,1,1,1,0,1
"6520",1,0,0,1,1,0,1
"6521",1,0,1,0,1,0,0
"6522",0,0,0,0,1,0,1
"6523",1,0,1,1,0,0,0
"6524",1,0,1,1,1,0,0
"6525",1,0,0,1,1,0,1
"6526",0,1,1,1,0,0,0
"6527",0,1,0,1,1,0,1
"6528",1,0,1,0,0,0,1
"6529",0,0,1,1,1,0,1
"6530",1,0,0,0,1,0,0
"6531",0,1,0,1,0,0,1
"6532",0,0,0,1,1,0,1
"6533",0,1,1,1,1,0,0
"6534",0,1,0,0,0,0,1
"6535",0,0,1,1,1,0,1
"6536",0,0,0,1,1,0,1
"6537",0,0,1,1,1,0,0
"6538",1,0,1,1,1,0,0
"6539",0,0,1,0,1,0,0
"6540",0,0,1,0,1,0,1
"6541",0,0,1,0,1,0,0
"6542",0,0,1,1,0,0,1
"6543",0,0,0,1,1,0,1
"6544",0,0,0,1,1,0,1
"6545",0,1,0,1,1,1,1
"6546",0,1,1,1,0,0,0
"6547",1,0,0,1,0,0,1
"6548",0,0,0,1,1,0,0
"6549",1,0,1,1,1,0,1
"6550",0,0,0,1,1,0,1
"6551",1,0,1,0,1,0,1
"6552",1,0,0,1,0,1,1
"6553",0,0,1,0,1,0,1
"6554",0,0,1,1,0,0,1
"6555",1,0,1,1,1,0,0
"6556",0,0,0,0,1,0,0
"6557",1,0,0,1,1,0,0
"6558",0,0,0,1,0,0,1
"6559",1,0,1,0,1,0,1
"6560",1,0,1,1,1,0,1
"6561",0,0,0,1,1,0,1
"6562",0,0,1,1,0,0,1
"6563",1,1,1,1,0,0,1
"6564",0,1,1,1,1,0,0
"6565",1,0,0,1,1,0,0
"6566",0,0,1,1,1,1,0
"6567",1,0,1,1,0,0,0
"6568",0,1,1,1,0,0,1
"6569",0,0,0,1,1,0,1
"6570",0,0,1,1,1,0,1
"6571",1,0,1,1,1,0,1
"6572",1,0,1,1,1,1,0
"6573",0,0,1,1,1,0,1
"6574",1,0,1,1,0,0,1
"6575",0,0,0,0,1,0,1
"6576",1,0,0,1,1,1,0
"6577",0,1,0,1,0,0,0
"6578",0,0,0,0,0,0,1
"6579",1,0,1,1,1,0,1
"6580",1,1,0,0,1,0,0
"6581",0,0,1,1,1,0,1
"6582",0,1,1,1,1,0,1
"6583",0,0,1,1,0,0,0
"6584",0,0,1,0,0,0,0
"6585",0,0,1,1,0,0,1
"6586",0,0,1,1,1,0,0
"6587",1,0,0,1,1,0,0
"6588",0,0,0,0,1,0,1
"6589",1,0,1,1,1,0,1
"6590",0,0,1,1,1,0,1
"6591",1,0,1,0,0,0,0
"6592",0,0,0,1,1,0,0
"6593",0,0,1,1,1,0,0
"6594",1,0,1,1,1,0,1
"6595",1,0,0,1,1,0,1
"6596",1,0,1,1,1,0,0
"6597",0,0,0,1,0,0,0
"6598",0,0,1,1,0,0,1
"6599",1,0,1,0,1,0,1
"6600",1,0,0,1,1,0,1
"6601",0,1,1,0,1,0,0
"6602",0,0,1,1,1,1,1
"6603",0,0,0,1,1,0,1
"6604",0,0,0,1,0,0,0
"6605",1,0,1,0,1,0,1
"6606",0,1,0,1,1,0,0
"6607",0,0,1,1,0,0,1
"6608",0,0,1,1,1,0,1
"6609",0,0,1,1,0,1,0
"6610",0,1,0,1,1,0,0
"6611",0,0,1,1,0,0,0
"6612",0,0,0,0,0,0,1
"6613",1,0,1,1,0,0,1
"6614",0,1,0,1,1,0,0
"6615",0,0,0,1,1,1,1
"6616",0,0,0,1,1,1,0
"6617",0,0,0,1,0,0,1
"6618",0,0,0,1,1,0,1
"6619",0,0,0,1,1,0,1
"6620",0,0,1,1,1,0,1
"6621",0,0,0,1,0,0,1
"6622",0,0,0,1,1,0,1
"6623",1,0,1,1,1,0,0
"6624",0,0,0,1,1,1,1
"6625",1,0,1,1,1,0,1
"6626",0,1,0,0,1,0,0
"6627",0,0,0,1,1,0,1
"6628",1,0,0,1,1,0,1
"6629",1,0,0,1,1,0,1
"6630",1,0,1,1,0,0,0
"6631",0,1,0,1,1,0,0
"6632",1,0,0,1,1,0,0
"6633",0,0,0,1,1,0,1
"6634",1,0,0,1,1,1,1
"6635",0,1,1,1,1,0,1
"6636",0,1,0,1,1,0,1
"6637",1,0,1,1,1,0,0
"6638",0,0,0,1,1,0,0
"6639",0,0,0,1,1,0,1
"6640",0,0,0,1,1,0,1
"6641",1,0,1,1,1,0,1
"6642",0,0,1,0,1,0,1
"6643",0,0,1,1,1,0,0
"6644",1,0,1,1,1,0,0
"6645",0,0,0,1,1,0,1
"6646",0,0,0,1,0,0,1
"6647",1,0,1,1,1,0,0
"6648",0,0,1,1,0,0,0
"6649",1,0,0,1,1,0,1
"6650",0,0,0,0,0,0,1
"6651",0,0,1,1,0,0,0
"6652",1,0,1,1,1,0,1
"6653",0,1,0,0,1,0,1
"6654",0,1,0,0,1,1,0
"6655",1,0,1,0,0,1,1
"6656",0,0,1,1,1,0,1
"6657",1,0,1,1,1,1,1
"6658",0,0,1,0,1,0,0
"6659",0,0,0,1,1,0,0
"6660",0,1,1,0,1,1,0
"6661",1,0,0,1,1,1,1
"6662",0,0,0,0,1,1,1
"6663",0,0,0,1,1,0,0
"6664",0,0,1,1,1,0,1
"6665",0,0,0,1,1,0,1
"6666",1,0,0,1,1,0,1
"6667",0,0,1,0,1,0,1
"6668",0,0,1,1,0,0,1
"6669",0,0,0,1,1,0,1
"6670",0,0,0,1,1,1,1
"6671",1,0,1,0,1,0,0
"6672",0,0,0,0,1,0,1
"6673",1,0,0,1,1,1,1
"6674",1,0,0,1,1,0,1
"6675",0,0,0,1,1,0,1
"6676",0,0,1,1,1,0,1
"6677",0,0,0,0,1,0,1
"6678",0,0,1,0,0,1,0
"6679",0,1,1,0,1,0,0
"6680",0,0,0,1,1,0,0
"6681",0,0,0,0,1,0,1
"6682",0,0,0,1,0,0,1
"6683",1,0,1,1,1,0,0
"6684",1,0,1,1,0,0,1
"6685",1,0,1,1,1,0,0
"6686",0,0,0,0,1,0,1
"6687",1,0,0,1,1,0,0
"6688",1,0,1,0,1,0,0
"6689",1,0,0,1,1,0,1
"6690",0,0,0,1,1,0,1
"6691",1,0,0,1,0,0,0
"6692",1,0,0,0,1,0,0
"6693",0,0,1,1,1,0,0
"6694",1,0,1,1,1,0,1
"6695",0,0,0,1,1,0,1
"6696",0,0,0,1,0,0,1
"6697",0,1,0,1,0,0,0
"6698",1,1,1,1,0,0,0
"6699",0,0,0,1,1,0,1
"6700",1,0,1,1,0,0,0
"6701",1,0,0,1,1,0,1
"6702",1,0,0,1,0,0,1
"6703",1,0,0,1,1,0,1
"6704",0,0,1,1,1,0,1
"6705",0,1,0,1,1,0,0
"6706",1,0,1,1,0,0,0
"6707",0,0,0,1,1,0,1
"6708",1,0,1,1,1,1,1
"6709",0,0,1,1,1,0,1
"6710",0,0,0,1,1,1,0
"6711",1,1,1,0,0,1,0
"6712",0,1,1,1,0,0,0
"6713",0,0,1,1,0,0,0
"6714",1,0,0,1,0,0,1
"6715",0,0,1,0,0,0,1
"6716",1,0,1,1,1,1,1
"6717",0,1,1,0,0,0,0
"6718",0,1,1,1,0,0,0
"6719",0,1,0,0,0,0,1
"6720",0,1,0,1,1,0,0
"6721",1,0,1,1,0,0,0
"6722",1,0,1,0,1,0,0
"6723",1,1,1,1,1,0,0
"6724",0,0,0,1,0,0,1
"6725",1,0,1,1,1,0,1
"6726",0,1,0,0,1,0,0
"6727",0,0,1,1,1,0,0
"6728",0,1,0,1,1,1,0
"6729",1,0,1,0,1,0,1
"6730",1,1,1,1,1,1,1
"6731",0,0,1,1,1,0,1
"6732",0,0,1,1,1,1,1
"6733",1,0,0,0,1,0,1
"6734",1,0,1,1,1,0,1
"6735",1,0,0,1,1,0,1
"6736",0,0,1,0,1,0,1
"6737",1,0,0,0,1,0,0
"6738",0,0,1,0,1,0,0
"6739",1,0,1,1,1,0,1
"6740",1,0,0,1,0,0,0
"6741",0,1,1,1,0,0,1
"6742",1,0,1,1,1,0,1
"6743",1,0,1,1,0,0,1
"6744",1,0,1,0,0,0,0
"6745",1,0,1,1,1,0,1
"6746",1,0,1,1,0,0,1
"6747",1,0,1,0,1,0,1
"6748",0,1,1,0,1,0,1
"6749",0,0,1,0,0,0,1
"6750",1,0,0,1,1,0,1
"6751",0,0,1,1,0,1,0
"6752",0,0,1,0,1,0,0
"6753",1,0,1,1,1,0,0
"6754",1,1,0,0,1,1,0
"6755",0,0,1,1,0,0,1
"6756",1,1,1,1,1,0,1
"6757",1,0,1,1,1,0,0
"6758",1,0,1,1,1,0,1
"6759",1,0,1,1,1,0,1
"6760",1,0,1,1,1,0,0
"6761",0,1,0,0,1,1,1
"6762",1,0,1,1,1,0,0
"6763",0,1,0,1,1,0,0
"6764",0,0,0,1,1,0,1
"6765",0,0,1,1,1,0,1
"6766",0,1,0,0,1,1,0
"6767",1,0,0,1,1,0,1
"6768",0,0,0,1,1,1,0
"6769",0,1,0,0,1,0,0
"6770",1,0,0,1,1,0,1
"6771",1,0,0,1,0,0,1
"6772",1,0,1,1,1,0,1
"6773",1,0,1,1,1,0,0
"6774",0,1,1,1,1,0,1
"6775",0,1,0,1,1,0,1
"6776",0,0,1,1,1,0,1
"6777",0,0,1,1,1,0,1
"6778",0,1,1,1,1,0,0
"6779",0,1,1,1,1,1,0
"6780",1,0,0,0,1,0,1
"6781",0,0,1,0,1,0,1
"6782",1,0,1,0,1,0,1
"6783",0,1,0,1,1,1,1
"6784",0,0,0,1,1,0,1
"6785",0,0,0,0,1,0,0
"6786",1,0,0,0,1,0,1
"6787",0,1,0,0,1,1,1
"6788",0,0,0,1,1,0,1
"6789",0,1,0,0,0,0,0
"6790",1,0,0,1,0,0,1
"6791",1,0,1,1,1,0,1
"6792",0,0,0,1,1,0,1
"6793",0,0,1,1,1,0,0
"6794",1,0,0,1,0,1,1
"6795",0,0,0,1,1,0,0
"6796",0,0,1,0,1,0,0
"6797",0,0,1,1,0,0,0
"6798",0,0,0,1,1,0,0
"6799",1,0,0,1,1,0,1
"6800",0,1,0,0,0,0,1
"6801",1,0,1,0,1,0,1
"6802",1,1,1,1,0,0,0
"6803",1,0,1,1,1,0,0
"6804",1,0,0,1,0,1,1
"6805",1,0,0,1,1,0,1
"6806",0,0,0,1,1,0,0
"6807",0,1,1,1,1,0,0
"6808",1,0,1,1,1,1,0
"6809",0,0,1,1,1,0,0
"6810",0,1,0,0,1,0,0
"6811",0,1,1,1,1,0,0
"6812",1,0,1,1,1,0,1
"6813",0,0,0,1,1,0,1
"6814",1,1,1,1,1,0,0
"6815",0,0,0,1,1,0,1
"6816",0,1,1,1,1,1,1
"6817",1,0,1,0,1,0,0
"6818",0,0,1,1,1,0,1
"6819",1,0,1,1,1,0,0
"6820",0,1,0,0,0,1,0
"6821",0,0,0,1,1,0,0
"6822",1,0,0,1,0,0,1
"6823",1,0,1,1,1,0,1
"6824",1,0,0,1,1,1,1
"6825",0,0,0,1,1,0,1
"6826",1,0,1,1,0,0,0
"6827",0,1,0,1,0,1,1
"6828",0,0,1,1,1,0,0
"6829",0,0,1,1,1,0,1
"6830",0,1,0,1,1,0,0
"6831",0,1,1,1,0,0,0
"6832",1,0,0,1,1,0,0
"6833",0,1,0,1,0,0,0
"6834",0,1,0,1,1,1,0
"6835",0,0,0,1,1,0,0
"6836",1,0,0,0,0,0,0
"6837",0,0,1,1,1,0,1
"6838",1,0,1,1,1,1,0
"6839",1,0,1,1,1,0,1
"6840",1,0,0,0,1,0,1
"6841",0,1,0,1,1,0,1
"6842",0,1,1,1,0,0,0
"6843",0,0,0,1,1,0,1
"6844",1,0,0,1,0,0,1
"6845",1,0,1,0,1,0,1
"6846",0,0,1,0,0,1,1
"6847",1,0,1,0,0,0,1
"6848",0,0,0,0,0,0,1
"6849",1,0,1,1,1,0,0
"6850",1,0,1,1,1,0,0
"6851",1,0,0,1,1,0,1
"6852",1,0,0,1,1,0,0
"6853",1,1,0,0,1,0,0
"6854",1,0,1,1,0,0,0
"6855",0,0,0,0,1,0,0
"6856",1,0,1,1,1,0,1
"6857",0,0,1,0,1,1,0
"6858",1,0,0,1,1,0,0
"6859",0,1,0,1,1,0,1
"6860",1,0,0,1,1,0,1
"6861",0,0,1,0,1,0,1
"6862",1,1,0,0,1,1,1
"6863",1,0,0,1,1,0,1
"6864",0,0,1,1,1,0,1
"6865",0,0,1,1,1,0,0
"6866",0,0,1,1,0,0,1
"6867",0,0,0,1,1,0,1
"6868",1,0,1,1,1,0,1
"6869",0,0,1,0,1,1,1
"6870",0,1,0,0,1,0,0
"6871",1,0,0,1,1,0,1
"6872",0,0,1,0,0,0,0
"6873",0,0,1,1,1,0,1
"6874",1,0,1,1,1,0,1
"6875",0,0,0,1,1,0,1
"6876",1,0,1,1,1,1,0
"6877",1,1,1,1,0,0,1
"6878",1,0,1,1,1,0,0
"6879",1,0,0,1,0,1,0
"6880",1,0,1,1,1,0,0
"6881",1,0,1,0,1,0,1
"6882",0,0,1,1,1,0,1
"6883",1,0,0,1,0,0,0
"6884",1,0,1,1,1,1,1
"6885",0,0,1,1,1,0,1
"6886",0,1,0,1,0,1,0
"6887",1,0,1,1,1,0,1
"6888",0,0,1,1,1,0,0
"6889",1,0,1,1,0,0,0
"6890",0,1,1,1,0,0,1
"6891",0,0,0,1,1,0,1
"6892",0,1,1,0,1,0,0
"6893",1,0,1,1,1,0,1
"6894",1,1,1,0,1,1,0
"6895",1,0,0,1,1,0,1
"6896",0,0,0,1,1,1,0
"6897",0,0,0,1,1,0,1
"6898",0,0,1,0,1,0,0
"6899",1,0,1,0,0,0,1
"6900",1,0,0,1,0,0,1
"6901",0,0,0,1,1,0,1
"6902",0,1,0,1,1,0,1
"6903",1,0,0,1,1,0,1
"6904",0,1,0,1,0,0,1
"6905",1,0,0,1,0,0,0
"6906",0,0,1,1,1,0,0
"6907",0,0,0,1,1,0,0
"6908",1,0,1,0,0,0,0
"6909",0,0,1,1,0,0,1
"6910",0,0,0,1,1,0,1
"6911",1,0,1,0,1,0,0
"6912",0,1,0,0,1,0,0
"6913",1,0,1,0,0,0,0
"6914",0,1,1,0,0,1,0
"6915",0,1,0,0,1,1,0
"6916",0,0,1,1,1,0,1
"6917",0,0,1,0,1,0,0
"6918",0,0,0,1,1,0,0
"6919",0,0,0,0,1,0,0
"6920",0,1,0,1,0,0,1
"6921",0,0,0,1,1,0,1
"6922",0,0,1,1,1,0,0
"6923",1,0,1,0,1,0,1
"6924",0,1,0,1,0,0,1
"6925",1,0,0,1,1,0,0
"6926",1,0,1,0,0,0,1
"6927",1,1,1,1,1,0,0
"6928",1,0,1,1,0,1,1
"6929",1,0,1,1,1,0,1
"6930",0,0,1,1,1,0,1
"6931",0,0,0,1,1,0,1
"6932",1,0,1,0,0,1,0
"6933",0,0,0,1,1,1,0
"6934",0,0,1,1,1,0,1
"6935",1,0,1,1,1,0,1
"6936",1,1,1,1,0,0,0
"6937",0,0,1,0,1,0,0
"6938",1,0,1,0,1,0,0
"6939",0,1,0,1,1,0,0
"6940",1,0,1,1,1,0,0
"6941",1,0,1,1,1,0,1
"6942",0,0,0,1,1,0,1
"6943",0,0,1,1,0,0,1
"6944",1,0,1,1,1,0,1
"6945",0,0,1,1,1,1,1
"6946",1,0,1,1,1,0,1
"6947",0,0,0,1,1,0,0
"6948",0,1,0,0,0,1,1
"6949",1,0,1,0,1,0,1
"6950",1,0,0,1,1,0,1
"6951",0,0,1,1,0,0,0
"6952",1,1,1,1,1,1,1
"6953",1,0,1,0,1,0,1
"6954",0,1,0,1,1,1,1
"6955",0,1,0,0,1,0,1
"6956",1,0,0,1,1,0,1
"6957",0,0,0,1,1,0,0
"6958",1,0,1,1,1,0,1
"6959",0,1,1,1,1,1,0
"6960",0,0,1,0,0,0,1
"6961",0,1,0,1,1,0,1
"6962",0,1,0,0,1,1,0
"6963",1,0,0,0,1,0,1
"6964",1,0,1,1,1,0,1
"6965",1,0,1,1,1,0,1
"6966",0,0,1,1,0,0,0
"6967",0,1,0,0,1,1,1
"6968",0,0,1,1,1,0,1
"6969",0,0,1,1,1,0,0
"6970",1,1,1,1,0,1,0
"6971",0,0,0,1,1,0,1
"6972",1,0,1,1,1,0,1
"6973",0,0,0,0,1,1,1
"6974",1,0,0,1,1,0,1
"6975",0,0,0,1,0,0,0
"6976",0,1,0,1,1,0,0
"6977",1,0,0,1,1,0,1
"6978",1,0,0,1,1,0,0
"6979",0,0,0,1,1,0,0
"6980",0,0,1,0,0,0,0
"6981",0,1,1,1,1,0,0
"6982",0,0,1,1,0,0,1
"6983",1,0,1,0,1,1,1
"6984",0,1,0,0,0,1,1
"6985",0,0,0,1,1,0,1
"6986",0,0,1,1,0,0,0
"6987",0,0,1,1,0,0,0
"6988",1,0,1,1,1,1,0
"6989",1,0,1,1,1,0,1
"6990",1,1,1,1,0,0,1
"6991",0,0,1,1,1,0,1
"6992",0,0,1,0,0,0,0
"6993",0,0,1,1,1,0,1
"6994",0,0,1,0,1,0,0
"6995",0,0,0,1,1,1,1
"6996",1,0,1,1,1,0,1
"6997",1,0,1,1,1,1,0
"6998",0,0,1,1,1,0,1
"6999",0,0,0,1,1,1,0
"7000",1,0,0,1,1,1,1
"7001",0,0,1,1,0,0,1
"7002",1,0,1,1,1,1,1
"7003",0,1,1,1,0,0,1
"7004",0,1,0,1,0,0,0
"7005",0,1,1,1,0,0,0
"7006",0,0,1,1,1,0,1
"7007",1,0,1,1,1,0,1
"7008",0,1,0,1,0,0,1
"7009",1,0,0,1,0,0,1
"7010",1,0,1,1,1,0,1
"7011",0,0,1,1,1,0,1
"7012",1,0,1,1,1,0,1
"7013",0,0,1,0,1,0,1
"7014",1,0,1,1,1,0,1
"7015",1,1,0,1,1,0,1
"7016",1,0,0,0,0,0,0
"7017",1,1,1,1,0,0,0
"7018",0,0,0,1,0,0,1
"7019",1,0,0,1,0,0,1
"7020",1,1,1,0,1,0,0
"7021",0,0,1,1,1,0,1
"7022",1,0,1,1,1,0,1
"7023",0,0,1,1,1,0,1
"7024",1,0,1,1,0,0,1
"7025",0,0,1,1,1,0,1
"7026",1,0,0,1,1,0,1
"7027",1,0,0,1,1,0,0
"7028",0,0,1,1,1,1,1
"7029",0,0,0,1,1,0,0
"7030",1,0,1,1,1,0,0
"7031",1,0,0,1,1,0,1
"7032",1,0,0,1,1,0,1
"7033",0,0,1,1,1,0,0
"7034",0,0,0,1,1,0,1
"7035",0,0,0,0,0,1,1
"7036",1,0,1,1,0,0,0
"7037",0,0,1,0,1,1,1
"7038",1,0,0,0,1,0,1
"7039",0,1,0,1,1,0,0
"7040",1,0,1,0,1,0,0
"7041",1,0,1,1,1,0,1
"7042",1,1,0,1,1,0,1
"7043",0,0,1,0,1,0,0
"7044",0,1,0,0,0,1,0
"7045",0,0,0,1,1,0,1
"7046",1,0,0,1,1,0,1
"7047",0,0,0,1,1,0,0
"7048",1,0,1,1,1,0,1
"7049",0,0,1,1,1,1,0
"7050",0,0,0,0,1,0,0
"7051",1,0,1,1,1,0,1
"7052",1,0,1,1,1,0,1
"7053",1,1,1,1,1,0,1
"7054",1,0,0,1,1,0,1
"7055",0,0,0,1,0,0,1
"7056",0,0,1,1,1,0,1
"7057",0,0,1,1,1,0,0
"7058",0,0,1,1,1,0,1
"7059",0,0,1,1,1,0,1
"7060",1,0,0,1,1,0,1
"7061",0,1,1,1,0,1,0
"7062",0,0,0,1,0,1,0
"7063",0,1,0,0,1,1,0
"7064",0,1,1,0,1,1,1
"7065",0,0,1,1,0,0,0
"7066",0,0,0,1,1,0,0
"7067",0,1,0,1,1,1,1
"7068",0,1,1,1,1,0,1
"7069",0,0,1,1,1,0,1
"7070",1,0,1,1,1,0,1
"7071",0,0,1,1,1,0,0
"7072",0,0,0,1,1,0,1
"7073",0,1,1,0,1,0,0
"7074",0,0,1,1,1,0,0
"7075",1,0,1,0,0,0,1
"7076",0,0,0,1,1,0,1
"7077",1,1,0,1,1,0,1
"7078",0,1,0,1,1,0,1
"7079",1,1,0,1,1,1,0
"7080",0,1,1,0,1,0,0
"7081",1,0,1,1,1,0,1
"7082",1,0,1,1,1,0,1
"7083",0,0,0,1,1,0,1
"7084",0,0,0,1,1,0,1
"7085",0,0,1,1,1,0,1
"7086",1,0,1,1,1,0,1
"7087",1,0,0,1,1,1,1
"7088",1,0,1,0,0,0,0
"7089",0,0,1,1,1,0,1
"7090",0,1,1,1,1,0,0
"7091",0,0,1,1,0,0,1
"7092",0,0,0,1,1,0,1
"7093",1,0,0,1,0,0,1
"7094",0,0,1,1,1,0,1
"7095",0,1,1,1,1,0,0
"7096",1,0,0,1,1,0,1
"7097",1,0,1,1,1,0,1
"7098",1,0,1,0,0,0,0
"7099",1,0,1,1,1,0,1
"7100",1,0,1,1,1,0,1
"7101",0,1,1,1,0,1,0
"7102",0,0,0,1,1,0,1
"7103",1,0,1,0,1,1,0
"7104",0,0,1,1,1,0,0
"7105",0,0,0,1,1,0,1
"7106",1,0,1,0,1,0,0
"7107",0,0,1,0,0,0,0
"7108",1,0,1,1,1,0,0
"7109",0,0,0,1,1,0,1
"7110",1,0,1,1,1,0,1
"7111",0,0,1,0,0,0,0
"7112",1,0,1,1,1,0,1
"7113",0,0,1,1,1,0,1
"7114",0,1,0,0,1,1,1
"7115",0,0,1,1,1,0,1
"7116",0,0,1,0,0,0,1
"7117",1,1,0,0,1,1,0
"7118",0,0,0,1,1,0,0
"7119",0,0,0,1,1,0,1
"7120",1,0,1,1,1,0,1
"7121",0,0,1,1,1,0,0
"7122",1,0,1,1,1,0,1
"7123",0,0,0,1,1,0,1
"7124",0,1,0,1,1,0,1
"7125",0,1,0,1,1,1,1
"7126",0,0,0,1,1,0,0
"7127",0,0,0,1,1,0,0
"7128",0,0,0,1,0,0,1
"7129",1,0,1,1,1,0,1
"7130",0,1,1,1,0,1,0
"7131",1,0,1,0,1,0,1
"7132",0,0,0,0,0,0,0
"7133",0,0,1,1,1,0,1
"7134",0,0,0,1,0,0,1
"7135",0,0,0,1,0,0,0
"7136",0,1,1,1,1,0,0
"7137",0,0,0,1,1,0,0
"7138",0,0,1,1,0,1,1
"7139",0,0,0,1,1,0,0
"7140",0,0,1,1,1,0,0
"7141",1,0,1,1,1,1,1
"7142",1,0,1,1,1,0,1
"7143",0,0,1,1,1,0,1
"7144",0,0,1,0,0,1,0
"7145",0,1,0,1,1,0,1
"7146",0,0,0,0,0,0,0
"7147",1,0,1,1,1,0,1
"7148",0,0,1,1,0,0,1
"7149",0,1,1,1,1,0,0
"7150",0,0,1,1,1,0,1
"7151",0,1,1,1,1,1,1
"7152",0,0,1,0,1,1,1
"7153",1,1,0,0,1,1,1
"7154",0,1,1,1,1,0,1
"7155",0,0,1,1,0,0,1
"7156",1,0,1,0,0,0,0
"7157",0,0,1,1,1,0,0
"7158",1,0,1,1,1,0,1
"7159",0,1,1,1,0,0,1
"7160",0,0,1,1,0,0,0
"7161",1,0,1,1,0,0,1
"7162",0,0,0,0,0,1,1
"7163",0,0,1,0,0,0,1
"7164",1,0,0,1,1,0,1
"7165",1,0,1,1,1,0,1
"7166",1,0,1,1,1,0,1
"7167",0,0,0,1,1,0,1
"7168",0,0,0,1,1,0,1
"7169",1,0,0,1,1,0,1
"7170",1,0,1,1,0,1,1
"7171",0,0,1,1,1,0,0
"7172",0,0,1,1,1,0,0
"7173",1,0,0,1,1,0,1
"7174",1,0,0,1,1,0,1
"7175",0,0,0,1,1,0,1
"7176",0,0,0,1,1,0,0
"7177",0,1,0,1,1,1,1
"7178",0,1,1,1,1,0,1
"7179",1,0,1,1,0,0,1
"7180",0,0,0,1,0,0,1
"7181",0,0,1,0,1,0,1
"7182",0,0,0,1,0,0,1
"7183",0,1,0,0,0,0,0
"7184",1,0,1,1,1,0,1
"7185",1,0,0,1,0,0,1
"7186",0,1,0,1,1,0,0
"7187",0,0,1,1,0,0,0
"7188",0,1,1,1,0,0,0
"7189",0,0,1,0,1,0,0
"7190",0,0,1,0,0,1,0
"7191",1,0,1,1,1,0,1
"7192",1,0,1,0,1,0,1
"7193",0,0,1,1,1,0,1
"7194",1,0,1,1,1,0,0
"7195",1,1,1,1,0,1,0
"7196",0,1,1,1,1,0,0
"7197",0,0,1,0,1,1,0
"7198",1,1,0,1,1,0,1
"7199",0,0,1,1,0,0,0
"7200",0,0,1,1,0,0,0
"7201",0,0,1,1,1,1,0
"7202",1,1,1,0,1,0,0
"7203",0,1,0,1,0,1,1
"7204",0,1,0,1,0,0,0
"7205",0,1,0,1,0,0,1
"7206",1,0,0,1,1,0,0
"7207",0,0,1,1,0,0,0
"7208",0,0,1,0,0,0,0
"7209",1,0,0,1,1,0,1
"7210",1,0,1,1,1,0,1
"7211",1,0,1,1,0,0,0
"7212",1,1,0,1,1,0,1
"7213",0,0,1,1,0,0,0
"7214",1,0,1,1,1,0,1
"7215",0,1,0,0,0,1,0
"7216",0,0,0,1,1,0,1
"7217",0,0,0,0,1,0,0
"7218",0,1,1,1,0,1,0
"7219",0,0,1,1,1,0,1
