"","V507 0","V7101 1","V7104 1","V7112 1","V7115 1","V7118 1","V7127 1","V7097 1","V7133 1","V7139 1","V7142 1","V8451 1","V7426 1","V7121 1","V7124 1","V7164 1","V7145 1","V7109 1","V7152 1","V7155 1","V7158 1","V7161 1","V7601 1","V8480 1","V7221 2","V7552 4","V7551 2","V8512 3","V8502 3","V8505 3","V8509 3","V8514 3","V8536 3","V7501 3","V7507 3","V8565 3","V7202 0","V7215 2","V7206 0","V8517 1","V8526 3","V8527 3","V8528 3","V8529 3","V8530 3","V8531 3","V7112D NA"
"V8509",0.0113187563751134,0.0303088956562583,0.0411922596883558,0.0415394619428913,0.0565925200669541,0.0502348073265055,0.060085858573983,-0.186812780789228,0.0625693266897226,0.370434615044865,0.396634486404203,0.574450019301907,-0.726580652437472,0.0635743211908824,0.0605425738471722,-0.0705124659616645,0.0793600673435516,0.034905769295765,-0.227282443383155,-0.227375791233084,0.0786254251310344,0.387881656412141,-0.575511420898674,0.578187237870997,0.0850622966095012,0.446738878894819,-0.512811505856754,0.949360541779834,0.965600440856707,0.945980924669254,1,0.949779831743668,0.669311837872678,-0.344994476107183,-0.341370589961449,0.702159610027947,0.0657475592827039,0.0852781477413466,0.0691423489627663,0.640485772090035,0.661363861690106,0.663435120291443,0.659725166918973,0.662312409352937,0.660318424893761,0.667368522627105,0.0415394619428913
"V8514",0.0026292513652597,0.00759382228064691,0.0251598405773049,0.0214429733595462,0.0491290119403857,0.04104345581187,0.0419621096471928,-0.189068199486902,0.0493814464426161,0.374330347192045,0.388319813329411,0.566891805116887,-0.731615790659542,0.0574117011481099,0.0518980633227625,-0.077285621070106,0.0747222853671963,0.0254205843511168,-0.221195244258421,-0.220644405087821,0.0730733283892126,0.393798732882288,-0.579499663006254,0.570730482794857,0.106099400000928,0.449154345223552,-0.516365243222584,0.980258149215916,0.939798059024173,0.968748461192794,0.949779831743668,1,0.668753808524972,-0.347385256631303,-0.343736257282261,0.701218671380091,0.0643352832981718,0.0883010514112543,0.0779910887905836,0.639133946658717,0.676272273729714,0.675429710658673,0.671266406565165,0.675770749910488,0.675874341202544,0.668314296426807,0.0214429733595462
"V8536",0.00441228786623953,0.0183648217029916,0.0224680408681877,0.0155911803558458,0.0272535591922507,0.0221045853235994,0.0375829605988656,-0.307047809336409,0.0363055844052812,0.128423728627988,0.274984033333196,0.782673055172631,-0.526342923303305,0.0330494000491446,0.0286879301182926,0.363311021597548,0.0472053231949535,0.0125904065812128,-0.368040086574896,-0.367197886261493,0.0441298296811337,-0.265911138737203,-0.416906729698965,0.787517079707085,0.0687659875945641,0.321109068151367,-0.371486229630154,0.665332902369075,0.665646522180539,0.660232867871481,0.669311837872678,0.668753808524972,1,-0.24991774893617,-0.247292566416838,0.936256740095071,0.0491561059826316,0.0616005077667132,0.0523623274313953,0.90586078397299,0.960174442503433,0.961292613582178,0.955546676501138,0.960568919742073,0.959889245578547,0.962620078938725,0.0155911803558458
"V7501",0.00568614325865665,0.00306134489332417,0.0214193870372773,0.0144497280690649,0.0267815976116434,0.0237964310979273,0.019986585838166,0.120935292552907,0.0234778587806524,0.350712092906359,0.200707865615312,-0.231900493788344,0.392881057481764,0.0342375061231729,0.0324564555917268,0.247132075319306,0.0310346492647343,0.0278358628175826,0.145200497583858,0.14306556446732,0.0346305635980654,-0.178345748645861,-0.279618007642555,-0.231754343661347,0.0380262365161805,0.214972040303279,-0.249154623795189,-0.34684440346673,-0.350073135569766,-0.350307269099366,-0.344994476107183,-0.347385256631303,-0.24991774893617,1,0.976492702143248,-0.250885757766401,0.040167965132466,0.035718887358175,0.0278191237359784,-0.244354808468474,-0.252486387897552,-0.252023587880026,-0.250327963593855,-0.251592219434164,-0.251356968007646,-0.250129228394471,0.0144497280690649
"V7507",0.00466414098022686,0.000234644433849397,0.0199667736893049,0.0124680832750771,0.025260621252317,0.0223493045960338,0.0178330520320041,0.118580107227562,0.0224327690901655,0.346666980563982,0.197741914560831,-0.22946456786828,0.389993056518707,0.0332347157974858,0.0324380501155048,0.243986796638359,0.031235306502955,0.0273022808626632,0.144007015948002,0.142160400285703,0.034122726081636,-0.176472371729915,-0.276680848081546,-0.229319952929401,0.0401866638600617,0.213220830600381,-0.246537457284279,-0.343201085339927,-0.346395902240411,-0.346627576387867,-0.341370589961449,-0.343736257282261,-0.247292566416838,0.976492702143248,1,-0.248250407102267,0.0399939520130009,0.0362834556738551,0.0303595245728628,-0.241788060110517,-0.249834223916805,-0.249376285236743,-0.247698472103459,-0.248949447965271,-0.248716667663494,-0.247501824455574,0.0124680832750771
"V8565",0.008243248490227,0.0194421696512144,0.0285878871985825,0.0223388526181056,0.032128881802923,0.0274036212270576,0.0442639775588594,-0.301463877647637,0.0454031825012667,0.134353558364332,0.281373129996262,0.802196942618073,-0.528381612430652,0.0404348423070026,0.0372507633107706,0.368596540966777,0.0573139661389357,0.0160743754045711,-0.361139456802903,-0.3606254824331,0.0543857075528299,-0.266941094918587,-0.418521538560878,0.807247319429841,0.0703182885306379,0.32497794284467,-0.372925110830557,0.696744408357211,0.695840403884655,0.689497068508856,0.702159610027947,0.701218671380091,0.936256740095071,-0.250885757766401,-0.248250407102267,1,0.0541469615040119,0.0652157789919863,0.0570277251163363,0.896941777837817,0.932389952843745,0.934029975274064,0.92806011281166,0.931651190695659,0.930888704562792,0.935523061707974,0.0223388526181056
"V7202",-0.00110071948110864,0.0750715982484524,0.102307987344354,0.109148572015822,0.203535339513766,0.198690454461074,0.177750146885315,0.123406075969325,0.214914799066475,0.0579177709444492,0.1320887874497,0.045944274348542,0.0635618166976022,0.251247705840026,0.228616709109936,0.127295265189761,0.402840484146773,0.107392945498883,0.139969384096182,0.139104482473488,0.415113994499328,0.0294557530256807,0.0693554870517799,0.0477169829251867,0.39372965502042,0.0375347835479749,0.052900459000008,0.063320870466119,0.0654281327908188,0.0636055923404662,0.0657475592827039,0.0643352832981718,0.0491561059826316,0.040167965132466,0.0399939520130009,0.0541469615040119,1,0.413243689345102,0.488578724645974,0.039153953443721,0.0445609518882511,0.0473059301771921,0.0477448336669489,0.0450857682160459,0.0451067604085473,0.0484667457307666,0.109148572015822
"V7215",-0.024318085618739,0.0401509123684729,0.0645819312955803,0.0734465229469268,0.197698001447552,0.192594724541751,0.158073963514082,0.118233622942848,0.197290873074614,0.0688130354030739,0.123454738995718,0.0487504308375927,0.0575139507993167,0.245349891830876,0.217822305213305,0.117222259202862,0.393595480939155,0.0810287247472954,0.145889345506908,0.145898910580777,0.404319620130216,0.0407206429032115,0.0547114130376262,0.0481371080207627,0.44658292323887,0.0339478811425604,0.0475010303414382,0.089585322266907,0.0849842146670188,0.0880245415997216,0.0852781477413466,0.0883010514112543,0.0616005077667132,0.035718887358175,0.0362834556738551,0.0652157789919863,0.413243689345102,1,0.384689300692001,0.0463283340893201,0.0623842552841975,0.0618030800442963,0.0611010421843503,0.0607312415844556,0.0603867299373099,0.0603254940443764,0.0734465229469268
"V7206",-0.0119199056248034,0.0279274563773855,0.0763545435320295,0.0654154135552382,0.166103790136499,0.160485904178542,0.133718612114167,0.0977462971350225,0.169539330719021,0.0553772658432113,0.11220192691095,0.0451730765371623,0.0490332287398652,0.210950342200855,0.184982672037812,0.0996782948844094,0.345919054499346,0.0905966450484599,0.120887733925318,0.12148364242708,0.35179346288626,0.0324682221578072,0.048035602391677,0.0444376947714931,0.373610611269697,0.0350608428517013,0.042208142022365,0.0779749608951234,0.0683865878262094,0.0777606996203234,0.0691423489627663,0.0779910887905836,0.0523623274313953,0.0278191237359784,0.0303595245728628,0.0570277251163363,0.488578724645974,0.384689300692001,1,0.0361408202229857,0.0535091192701147,0.0545422509369646,0.0534703929124833,0.0534364479225157,0.0535811099036844,0.0513197441970064,0.0654154135552382
"V8517",0.0071407613447192,0.0403383576464042,0.0413824001559996,0.0418268929150208,0.0312302743485938,0.0307383472764414,0.0527539368756842,-0.285667222607831,0.0456858630525619,0.135911604157568,0.278260400069394,0.7740046694971,-0.514627011326693,0.0351640652424302,0.0366916246401506,0.360991019920864,0.0483900035454076,0.0220350031196393,-0.349952466134065,-0.350200558478833,0.0443231029093385,-0.259992200043216,-0.407626767280252,0.778533624420845,0.0415576011695005,0.316896294276779,-0.363217285992506,0.636269599832878,0.639600687609632,0.632429002583741,0.640485772090035,0.639133946658717,0.90586078397299,-0.244354808468474,-0.241788060110517,0.896941777837817,0.039153953443721,0.0463283340893201,0.0361408202229857,1,0.903173434363167,0.903259370883407,0.899700513793762,0.906645540617255,0.901453393774337,0.904477530329748,0.0418268929150208
"V8526",0.00374508234082529,0.0017697736737767,0.0100741824481151,0.00286848843276549,0.0218312407841238,0.0154859542488498,0.0245282658788027,-0.31082575877693,0.0281828828947863,0.130468983948613,0.27128558664419,0.779338286480076,-0.531752642883445,0.0288970818517863,0.0240887200960315,0.364038570420839,0.0456704592030195,0.00457563085855272,-0.366974788120265,-0.366008436744153,0.0424908913999914,-0.268644156756665,-0.421191670939536,0.78246283828806,0.0777239095884502,0.323604099333026,-0.375304341817491,0.673774215671371,0.658175532911693,0.66989485325794,0.661363861690106,0.676272273729714,0.960174442503433,-0.252486387897552,-0.249834223916805,0.932389952843745,0.0445609518882511,0.0623842552841975,0.0535091192701147,0.903173434363167,1,0.977899432735469,0.969679182788656,0.973868897835351,0.975733564000789,0.96029375476117,0.00286848843276549
"V8527",0.00177085378957487,0.00744971124353549,0.0168657048225408,0.00843459776748455,0.0244781109045229,0.0187015604371048,0.0296669044538594,-0.307471689185439,0.0323569700448719,0.131940876364189,0.272578919982237,0.783728617224458,-0.530777956150845,0.029656326190988,0.0258184665859057,0.365054802533637,0.0468540384144393,0.00990395731468029,-0.366030204406264,-0.365005474683081,0.0434756307014188,-0.268151740030794,-0.420419639170553,0.787383483822412,0.0779988045793159,0.3241241402368,-0.374616420154002,0.672902140581461,0.660249472477943,0.66884551151966,0.663435120291443,0.675429710658673,0.961292613582178,-0.252023587880026,-0.249376285236743,0.934029975274064,0.0473059301771921,0.0618030800442963,0.0545422509369646,0.903259370883407,0.977899432735469,1,0.976142315690154,0.975267837470158,0.974129999773025,0.964894003258645,0.00843459776748455
"V8528",0.00301169021542985,0.00714249932781996,0.0164273547813284,0.00876448500511572,0.0243159895453217,0.018578669832503,0.0284372733988771,-0.306742192650323,0.0318185456519451,0.129722858093192,0.270791812304065,0.778913680643176,-0.527206861871201,0.0296737304459686,0.0264402431876684,0.362716744681191,0.0457899416284215,0.00952829733512304,-0.365274921538456,-0.364297651134082,0.0423225571280208,-0.266347604923442,-0.417591039845556,0.782794819413959,0.076553385017484,0.32231511564595,-0.372095986628892,0.668467654911177,0.656185364124258,0.664264334877576,0.659725166918973,0.671266406565165,0.955546676501138,-0.250327963593855,-0.247698472103459,0.92806011281166,0.0477448336669489,0.0611010421843503,0.0534703929124833,0.899700513793762,0.969679182788656,0.976142315690154,1,0.971275397811908,0.968248597470265,0.959448917806147,0.00876448500511572
"V8529",0.00446152955391002,0.00788180119151607,0.0200644130572576,0.0119754694669334,0.0230176080696834,0.0176730760494078,0.0296117213975281,-0.306285072476033,0.0309517292944963,0.132188056109424,0.273019074399635,0.784573026859052,-0.529869466338567,0.0293061141826326,0.0254118804837111,0.364238586567662,0.0473504967266828,0.010817989379287,-0.364434095744743,-0.363522302167268,0.0432745423584985,-0.267692766327875,-0.419700040787384,0.788272263838899,0.0744301856226181,0.325351202257218,-0.373975219446102,0.673169600968954,0.658605038150111,0.668958008989198,0.662312409352937,0.675770749910488,0.960568919742073,-0.251592219434164,-0.248949447965271,0.931651190695659,0.0450857682160459,0.0607312415844556,0.0534364479225157,0.906645540617255,0.973868897835351,0.975267837470158,0.971275397811908,1,0.976754951720707,0.965537171417002,0.0119754694669334
"V8530",0.00554430071288105,0.00375022394271664,0.0108917510630999,0.00446053909670694,0.0209460628419228,0.0154711263700653,0.0250397196434897,-0.306730541145833,0.0285067460846384,0.132072606037024,0.269973344875451,0.777514524476247,-0.529374011637684,0.0285701978689296,0.0245155149766076,0.362537512893497,0.0455867024721683,0.00388846986826277,-0.362600313679932,-0.361548359761149,0.042784247196757,-0.267442460077194,-0.419307600061169,0.780592917948847,0.074742667042261,0.322963948812529,-0.373625533736206,0.673366635719512,0.656587950908298,0.669398473288507,0.660318424893761,0.675874341202544,0.959889245578547,-0.251356968007646,-0.248716667663494,0.930888704562792,0.0451067604085473,0.0603867299373099,0.0535811099036844,0.901453393774337,0.975733564000789,0.974129999773025,0.968248597470265,0.976754951720707,1,0.958031725051648,0.00446053909670694
"V8531",0.00334371080799105,0.0187312738845247,0.0299539891902956,0.0196815441257009,0.027222152829741,0.0219976888849602,0.0380050386503205,-0.305068954497498,0.0378068155446284,0.130222308821802,0.275656259697067,0.787215305685938,-0.526788312703517,0.0318478262464056,0.0289097074076808,0.364400560167621,0.0473390736659021,0.0177071804092494,-0.367010582527518,-0.365993464216873,0.0455853992434847,-0.266136151741744,-0.417259514604137,0.792242524765877,0.0690906977868195,0.324525124904663,-0.371800579879159,0.664453543873564,0.663981683687546,0.659901597541581,0.667368522627105,0.668314296426807,0.962620078938725,-0.250129228394471,-0.247501824455574,0.935523061707974,0.0484667457307666,0.0603254940443764,0.0513197441970064,0.904477530329748,0.96029375476117,0.964894003258645,0.959448917806147,0.965537171417002,0.958031725051648,1,0.0196815441257009
"V7112D",0.0342319395637879,0.470810374016649,0.445582839071654,1,0.399939491225758,0.406074957517542,0.377507348195505,0.213420489076148,0.356440378967449,0.12181970359255,0.138353638186781,0.10364348562278,0.0885644041473469,0.345415413381452,0.362944019303579,0.105667439313896,0.217733919594685,0.41127712921972,0.160207839223797,0.158297719100759,0.227403482745508,0.0242102045715154,0.0341550041868457,0.105562611748455,-0.00791388361790439,0.0434811240502311,0.0239716622340335,0.0207750812387315,0.0428702478599211,0.0191887492579894,0.0415394619428913,0.0214429733595462,0.0155911803558458,0.0144497280690649,0.0124680832750771,0.0223388526181056,0.109148572015822,0.0734465229469268,0.0654154135552382,0.0418268929150208,0.00286848843276549,0.00843459776748455,0.00876448500511572,0.0119754694669334,0.00446053909670694,0.0196815441257009,1
